Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q5SRE5	Q5SRE5	1	1	1	Nucleoporin NUP188 homolog	NUP188	sp|Q5SRE5|NU188_HUMAN Nucleoporin NUP188 OS=Homo sapiens OX=9606 GN=NUP188 PE=1 SV=1	1	1	1	1	1.0	1.0	1.0	196.04	1749	1749	0.0093095	5.6583	647850	0	987	5822	True	5937	6258	6735	6735		
Q5SSJ5	Q5SSJ5	1	1	1	Heterochromatin protein 1-binding protein 3	HP1BP3	sp|Q5SSJ5|HP1B3_HUMAN Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1	1	1	1	1	2.0	2.0	2.0	61.206	553	553	0.00088106	6.2922	521010	1	988	3075	True	3129	3323	3594	3594		
Q9Y6H1;Q5T1J5	Q9Y6H1;Q5T1J5	1;1	1;1	1;1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2;Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial	CHCHD2;CHCHD2P9	sp|Q9Y6H1|CHCH2_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CHCHD2 PE=1 SV=1;sp|Q5T1J5|CHCH9_HUMAN Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial OS=Homo s	2	1	1	1	15.9	15.9	15.9	15.512	151	151;151	0.0	6.8175	529980	1	989	4075	True	4161	4395	4718	4718		
Q5T6V5	Q5T6V5	4	4	4	UPF0553 protein C9orf64	C9orf64	sp|Q5T6V5|QSPP_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1	1	4	4	4	18.5	18.5	18.5	39.028	341	341	0.0	23.337	2777000	5	990	414;945;1883;3369	True;True;True;True	418;964;1915;3426	446;1029;2020;2021;3628	472;1095;2153;2154;3911	472;1095;2153;3911		
Q5TZA2	Q5TZA2	1	1	1	Rootletin	CROCC	sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=2	1	1	1	1	0.4	0.4	0.4	228.42	2017	2017	0.008751	5.7462	2431300	1	991	2978	True	3026	3213	3475	3475		
Q5VYK3	Q5VYK3	1	1	1	Proteasome-associated protein ECM29 homolog	ECM29	sp|Q5VYK3|ECM29_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2	1	1	1	1	0.6	0.6	0.6	204.29	1845	1845	0.0	7.0484	533420	1	992	5792	True	5903	6223	6694	6694		
Q9NUK0;Q5VZF2;Q9NR56	Q9NUK0;Q5VZF2;Q9NR56	1;1;1	1;1;1	1;1;1	Muscleblind-like protein 3;Muscleblind-like protein 2;Muscleblind-like protein 1	MBNL3;MBNL2;MBNL1	sp|Q9NUK0|MBNL3_HUMAN Muscleblind-like protein 3 OS=Homo sapiens OX=9606 GN=MBNL3 PE=1 SV=2;sp|Q5VZF2|MBNL2_HUMAN Muscleblind-like protein 2 OS=Homo sapiens OX=9606 GN=MBNL2 PE=1 SV=2;sp|Q9NR56|MBNL1_HUMAN Muscleblind-like protein 1 OS=Homo sapiens OX=9606	3	1	1	1	2.3	2.3	2.3	38.531	354	354;373;388	0.0040783	5.8551	986200	1	993	5640	True	5751	6064	6530	6530		
Q63HN8	Q63HN8	1	1	1	E3 ubiquitin-protein ligase RNF213	RNF213	sp|Q63HN8|RN213_HUMAN E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens OX=9606 GN=RNF213 PE=1 SV=3	1	1	1	1	0.5	0.5	0.5	591.4	5207	5207	0.004882	5.8286	1206300	1	994	5878	True	5993	6314	6793	6793		
Q6AI12	Q6AI12	1	1	1	Ankyrin repeat domain-containing protein 40	ANKRD40	sp|Q6AI12|ANR40_HUMAN Ankyrin repeat domain-containing protein 40 OS=Homo sapiens OX=9606 GN=ANKRD40 PE=1 SV=2	1	1	1	1	1.9	1.9	1.9	41.088	368	368	0.0094712	5.7168	625750	1	995	2733	True	2780	2950	3180	3180		
Q6DD88	Q6DD88	4	4	4	Atlastin-3	ATL3	sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1	1	4	4	4	12.0	12.0	12.0	60.541	541	541	0.0	25.41	3898100	4	996	252;1394;1963;2074	True;True;True;True	255;1419;1997;2108	272;1505;2109;2229	288;1603;2255;2386	288;1603;2255;2386		
Q6FI81	Q6FI81	2	2	2	Anamorsin	CIAPIN1	sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2	1	2	2	2	9.3	9.3	9.3	33.582	312	312	0.0	13.017	1821300	3	997	1185;2658	True;True	1204;2700	1280;1281;2866	1358;1359;3087	1358;3087		
Q6GMV3	Q6GMV3	1	1	1	Putative peptidyl-tRNA hydrolase PTRHD1	PTRHD1	sp|Q6GMV3|PTRD1_HUMAN Putative peptidyl-tRNA hydrolase PTRHD1 OS=Homo sapiens OX=9606 GN=PTRHD1 PE=1 SV=1	1	1	1	1	17.9	17.9	17.9	15.805	140	140	0.0	6.6497	1270700	1	998	3884	True	3965	4189	4500	4500		
Q6NZI2	Q6NZI2	3	3	3	Polymerase I and transcript release factor	PTRF	sp|Q6NZI2|CAVN1_HUMAN Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1	1	3	3	3	11.3	11.3	11.3	43.476	390	390	0.0	24.452	3263500	3	999	2584;4422;4483	True;True;True	2624;4513;4574	2781;4761;4822	2995;5102;5163	2995;5102;5163		
Q6P2Q9	Q6P2Q9	4	4	4	Pre-mRNA-processing-splicing factor 8	PRPF8	sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2	1	4	4	4	2.1	2.1	2.1	273.6	2335	2335	0.0	23.617	3146900	4	1000	2214;3310;4797;5594	True;True;True;True	2249;3366;4891;5705	2373;3565;5163;6017	2536;3846;5536;6481	2536;3846;5536;6481		
Q6PIU2	Q6PIU2	7	7	7	Neutral cholesterol ester hydrolase 1	NCEH1	sp|Q6PIU2|NCEH1_HUMAN Neutral cholesterol ester hydrolase 1 OS=Homo sapiens OX=9606 GN=NCEH1 PE=1 SV=3	1	7	7	7	24.5	24.5	24.5	45.807	408	408	0.0	47.101	6405700	6	1001	2459;2827;3372;4393;5074;5506;5592	True;True;True;True;True;True;True	2498;2875;3431;4483;5175;5615;5703	2645;3045;3633;4730;5466;5922;6015	2846;3282;3917;5071;5880;6374;6479	2846;3282;3917;5071;5880;6374;6479		
Q6RI45	Q6RI45	1	1	1	Bromodomain and WD repeat-containing protein 3	BRWD3	sp|Q6RI45|BRWD3_HUMAN Bromodomain and WD repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=BRWD3 PE=1 SV=2	1	1	1	1	0.8	0.8	0.8	203.6	1802	1802	0.0092521	5.6408	676300	1	1002	3222	True	3277	3472	3748	3748		
Q6ZMU5	Q6ZMU5	1	1	1	Tripartite motif-containing protein 72	TRIM72	sp|Q6ZMU5|TRI72_HUMAN Tripartite motif-containing protein 72 OS=Homo sapiens OX=9606 GN=TRIM72 PE=1 SV=2	1	1	1	1	1.7	1.7	1.7	52.73	477	477	0.0016807	5.9679	0	1	1003	1864	True	1896	2000	2133	2133		
Q71RC2	Q71RC2	1	1	1	La-related protein 4	LARP4	sp|Q71RC2|LARP4_HUMAN La-related protein 4 OS=Homo sapiens OX=9606 GN=LARP4 PE=1 SV=3	1	1	1	1	1.8	1.8	1.8	80.595	724	724	0.0	9.0709	832260	1	1004	3597	True	3657	3867	4164	4164		
Q7KZF4	Q7KZF4	13	13	13	Staphylococcal nuclease domain-containing protein 1	SND1	sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1	1	13	13	13	19.5	19.5	19.5	102.0	910	910	0.0	83.599	14204000	14	1005	930;2570;3498;3829;4200;4431;4574;4661;5305;5373;5435;5436;5579	True;True;True;True;True;True;True;True;True;True;True;True;True	949;2610;3557;3910;4288;4522;4667;4754;5410;5478;5544;5545;5690	1014;2765;2766;3763;4131;4529;4770;4920;5016;5713;5781;5849;5850;6001	1080;2978;2979;4054;4440;4857;5111;5268;5374;6154;6223;6296;6297;6465	1080;2979;4054;4440;4857;5111;5268;5374;6154;6223;6296;6297;6465		
Q7L014	Q7L014	3	3	3	Probable ATP-dependent RNA helicase DDX46	DDX46	sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2	1	3	3	3	4.2	4.2	4.2	117.36	1031	1031	0.0	22.537	2580200	3	1006	2271;4723;5531	True;True;True	2306;4816;5640	2436;5079;5947	2600;5438;6400	2600;5438;6400		
Q7L1Q6	Q7L1Q6	3	3	3	Basic leucine zipper and W2 domain-containing protein 1	BZW1	sp|Q7L1Q6|5MP2_HUMAN eIF5-mimic protein 2 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1	1	3	3	3	6.0	6.0	6.0	48.043	419	419	0.0	17.608	2221800	3	1007	755;765;1631	True;True;True	768;779;1660	815;828;1754	865;879;1869	865;879;1869		
Q7L2E3	Q7L2E3	1	1	1	Putative ATP-dependent RNA helicase DHX30	DHX30	sp|Q7L2E3|DHX30_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1	1	1	1	1	1.8	1.8	1.8	133.94	1194	1194	0.0	7.6826	466090	1	1008	916	True	934	997	1062	1062		
Q7L2H7	Q7L2H7	1	1	1	Eukaryotic translation initiation factor 3 subunit M	EIF3M	sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1	1	1	1	1	4.5	4.5	4.5	42.502	374	374	0.0009009	6.4375	1027500	1	1009	876	True	893	954	1015	1015		
Q7L4P6	Q7L4P6	1	1	1	BEN domain-containing protein 5	BEND5	sp|Q7L4P6|BEND5_HUMAN BEN domain-containing protein 5 OS=Homo sapiens OX=9606 GN=BEND5 PE=1 SV=1	1	1	1	1	3.3	3.3	3.3	48.181	421	421	0.0095314	5.7391	951200	1	1010	2119	True	2154	2275	2437	2437		
Q7L5N1	Q7L5N1	1	1	1	COP9 signalosome complex subunit 6	COPS6	sp|Q7L5N1|CSN6_HUMAN COP9 signalosome complex subunit 6 OS=Homo sapiens OX=9606 GN=COPS6 PE=1 SV=1	1	1	1	1	7.0	7.0	7.0	36.163	327	327	0.0016779	5.9643	635180	1	1011	1266	True	1288	1373	1464	1464		
Q9H8S9;Q7L9L4	Q9H8S9;Q7L9L4	1;1	1;1	1;1	MOB kinase activator 1A;MOB kinase activator 1B	MOB1A;MOB1B	sp|Q9H8S9|MOB1A_HUMAN MOB kinase activator 1A OS=Homo sapiens OX=9606 GN=MOB1A PE=1 SV=4;sp|Q7L9L4|MOB1B_HUMAN MOB kinase activator 1B OS=Homo sapiens OX=9606 GN=MOB1B PE=1 SV=3	2	1	1	1	5.1	5.1	5.1	25.079	216	216;216	0.0016653	5.9036	516870	1	1012	1248	True	1270	1354	1444	1444		
Q7Z2W4	Q7Z2W4	1	1	1	Zinc finger CCCH-type antiviral protein 1	ZC3HAV1	sp|Q7Z2W4|ZCCHV_HUMAN Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3	1	1	1	1	1.2	1.2	1.2	101.43	902	902	0.00087796	6.2632	648730	1	1013	4600	True	4693	4949	5300	5300		
Q7Z7L9	Q7Z7L9	1	1	1	Zinc finger and SCAN domain-containing protein 2	ZSCAN2	sp|Q7Z7L9|ZSCA2_HUMAN Zinc finger and SCAN domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZSCAN2 PE=2 SV=2	1	1	1	1	1.1	1.1	1.1	69.547	614	614	0.0094787	5.7168	542980	1	1014	3720	True	3780	3992	4293	4293		
Q86TU7	Q86TU7	1	1	1	Histone-lysine N-methyltransferase setd3	SETD3	sp|Q86TU7|SETD3_HUMAN Actin-histidine N-methyltransferase OS=Homo sapiens OX=9606 GN=SETD3 PE=1 SV=1	1	1	1	1	1.7	1.7	1.7	67.256	594	594	0.0	8.9617	629060	1	1015	106	True	107	116	122	122		
Q86U42	Q86U42	1	1	1	Polyadenylate-binding protein 2	PABPN1	sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3	1	1	1	1	3.3	3.3	3.3	32.749	306	306	0.0024876	5.8954	1194300	1	1016	1905	True	1938	2047	2182	2182		
Q86UP2	Q86UP2	1	1	1	Kinectin	KTN1	sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1	1	1	1	1	0.9	0.9	0.9	156.27	1357	1357	0.0	7.5277	507360	1	1017	4699	True	4792	5054	5413	5413		
Q86V81	Q86V81	5	5	5	THO complex subunit 4	ALYREF	sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3	1	5	5	5	30.7	30.7	30.7	26.888	257	257	0.0	34.379	2971600	4	1018	1959;4280;4342;4554;5649	True;True;True;True;True	1993;4368;4430;4647;5760	2105;4611;4675;4899;6074	2250;4944;5010;5247;6540	2250;4944;5010;5247;6540		
Q86VP6	Q86VP6	10	10	10	Cullin-associated NEDD8-dissociated protein 1	CAND1	sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2	1	10	10	10	9.3	9.3	9.3	136.37	1230	1230	0.0	65.862	6259600	10	1019	94;488;770;1739;2292;2397;3578;4708;4890;5053	True;True;True;True;True;True;True;True;True;True	95;493;784;1770;2327;2434;3638;4801;4987;5154	103;524;833;1868;2457;2579;3846;5063;5267;5444	109;554;884;1990;2624;2778;4142;5422;5660;5857	109;554;884;1990;2624;2778;4142;5422;5660;5857		
Q86WJ1	Q86WJ1	1	1	1	Chromodomain-helicase-DNA-binding protein 1-like	CHD1L	sp|Q86WJ1|CHD1L_HUMAN Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens OX=9606 GN=CHD1L PE=1 SV=3	1	1	1	1	1.4	1.4	1.4	101.0	897	897	0.0	6.966	363270	1	1020	2149	True	2184	2306	2468	2468		
Q86X55	Q86X55	1	1	1	Histone-arginine methyltransferase CARM1	CARM1	sp|Q86X55|CARM1_HUMAN Histone-arginine methyltransferase CARM1 OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=3	1	1	1	1	3.0	3.0	3.0	65.853	608	608	0.00089445	6.3968	1024700	1	1021	356	True	360	386	409	409		
Q8IUI8	Q8IUI8	1	1	1	Cytokine receptor-like factor 3	CRLF3	sp|Q8IUI8|CRLF3_HUMAN Cytokine receptor-like factor 3 OS=Homo sapiens OX=9606 GN=CRLF3 PE=1 SV=2	1	1	1	1	2.9	2.9	2.9	49.765	442	442	0.0033113	5.8876	1076300	1	1022	393	True	397	424	450	450		
Q8IVF2	Q8IVF2	3	3	3	Protein AHNAK2	AHNAK2	sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2	1	3	3	3	6.3	6.3	6.3	616.62	5795	5795	0.0	18.303	2651700	3	1023	3087;3418;3775	True;True;True	3141;3477;3853	3335;3680;4067	3606;3967;4373	3606;3967;4373		
Q8IVL1	Q8IVL1	1	1	1	Neuron navigator 2	NAV2	sp|Q8IVL1|NAV2_HUMAN Neuron navigator 2 OS=Homo sapiens OX=9606 GN=NAV2 PE=1 SV=3	1	1	1	1	0.5	0.5	0.5	268.16	2488	2488	0.00090662	6.4666	5033400	0	1024	4965	True	5065	5351	5755	5755		
Q8IWX8	Q8IWX8	1	1	1	Calcium homeostasis endoplasmic reticulum protein	CHERP	sp|Q8IWX8|CHERP_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=3	1	1	1	1	2.0	2.0	2.0	103.7	916	916	0.0095238	5.7346	775120	1	1025	3254	True	3309	3508	3788	3788		
Q8IYD1	Q8IYD1	2	1	1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	GSPT2	sp|Q8IYD1|ERF3B_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens OX=9606 GN=GSPT2 PE=1 SV=2	1	2	1	1	4.0	2.7	2.7	68.882	628	628	0.0	8.1839	1276400	1	1026	2351;4087	False;True	2386;4173	2525;4407	2711;4730	2711;4730		
Q8IYT4	Q8IYT4	1	1	1	Katanin p60 ATPase-containing subunit A-like 2	KATNAL2	sp|Q8IYT4|KATL2_HUMAN Katanin p60 ATPase-containing subunit A-like 2 OS=Homo sapiens OX=9606 GN=KATNAL2 PE=1 SV=3	1	1	1	1	2.2	2.2	2.2	61.252	538	538	0.0056543	5.8129	3010500	2	1027	2075	True	2109	2230	2387;2388	2388		
Q8IZY5	Q8IZY5	1	1	1	BH3-like motif-containing cell death inducer	BLID	sp|Q8IZY5|BLID_HUMAN BH3-like motif-containing cell death inducer OS=Homo sapiens OX=9606 GN=BLID PE=1 SV=2	1	1	1	1	10.2	10.2	10.2	12.045	108	108	0.00086957	6.2143	1245300	1	1028	3434	True	3493	3697	3984	3984		
Q8N0U8	Q8N0U8	1	1	1	Vitamin K epoxide reductase complex subunit 1-like protein 1	VKORC1L1	sp|Q8N0U8|VKORL_HUMAN Vitamin K epoxide reductase complex subunit 1-like protein 1 OS=Homo sapiens OX=9606 GN=VKORC1L1 PE=1 SV=2	1	1	1	1	6.2	6.2	6.2	19.835	176	176	0.00089686	6.4133	444820	1	1029	1933	True	1967	2078	2220	2220		
Q8N128	Q8N128	1	1	1	Protein FAM177A1	FAM177A1	sp|Q8N128|F177A_HUMAN Protein FAM177A1 OS=Homo sapiens OX=9606 GN=FAM177A1 PE=1 SV=1	1	1	1	1	5.6	5.6	5.6	23.757	213	213	0.00088183	6.2982	728290	1	1030	1915	True	1948	2057	2192	2192		
Q8N163	Q8N163	1	1	1	Cell cycle and apoptosis regulator protein 2	CCAR2	sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2	1	1	1	1	1.5	1.5	1.5	102.9	923	923	0.0	7.6295	821230	1	1031	5365	True	5470	5773	6215	6215		
Q8N1F7	Q8N1F7	5	5	5	Nuclear pore complex protein Nup93	NUP93	sp|Q8N1F7|NUP93_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2	1	5	5	5	6.0	6.0	6.0	93.487	819	819	0.0	31.292	2803400	5	1032	142;854;1050;3583;3657	True;True;True;True;True	144;871;1069;3643;3717	154;931;1140;3852;3927	161;989;1213;4148;4227	161;989;1213;4148;4227		
Q8N3R9	Q8N3R9	1	1	1	MAGUK p55 subfamily member 5	MPP5	sp|Q8N3R9|PALS1_HUMAN Protein PALS1 OS=Homo sapiens OX=9606 GN=PALS1 PE=1 SV=3	1	1	1	1	2.8	2.8	2.8	77.293	675	675	0.0008643	6.1559	644850	1	1033	1843	True	1875	1977	2107	2107		
Q8N543	Q8N543	1	1	1	Prolyl 3-hydroxylase OGFOD1	OGFOD1	sp|Q8N543|OGFD1_HUMAN Prolyl 3-hydroxylase OGFOD1 OS=Homo sapiens OX=9606 GN=OGFOD1 PE=1 SV=1	1	1	1	1	4.1	4.1	4.1	63.245	542	542	0.0016906	6.0103	996640	1	1034	3619	True	3679	3889	4187	4187		
Q8N766	Q8N766	1	1	1	ER membrane protein complex subunit 1	EMC1	sp|Q8N766|EMC1_HUMAN ER membrane protein complex subunit 1 OS=Homo sapiens OX=9606 GN=EMC1 PE=1 SV=1	1	1	1	1	1.0	1.0	1.0	111.76	993	993	0.0	8.1122	0	1	1035	5364	True	5469	5772	6214	6214		
Q8N8S7	Q8N8S7	1	1	1	Protein enabled homolog	ENAH	sp|Q8N8S7|ENAH_HUMAN Protein enabled homolog OS=Homo sapiens OX=9606 GN=ENAH PE=1 SV=2	1	1	1	1	1.7	1.7	1.7	66.509	591	591	0.00087566	6.2497	509320	1	1036	3247	True	3302	3500	3779	3779		
Q8NBJ7	Q8NBJ7	1	1	1	Sulfatase-modifying factor 2	SUMF2	sp|Q8NBJ7|SUMF2_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2	1	1	1	1	3.3	3.3	3.3	33.843	301	301	0.00086356	6.1498	750410	1	1037	4714	True	4807	5069	5428	5428		
Q8NBQ5	Q8NBQ5	1	1	1	Estradiol 17-beta-dehydrogenase 11	HSD17B11	sp|Q8NBQ5|DHB11_HUMAN Estradiol 17-beta-dehydrogenase 11 OS=Homo sapiens OX=9606 GN=HSD17B11 PE=1 SV=3	1	1	1	1	6.0	6.0	6.0	32.935	300	300	0.00090009	6.4351	659990	1	1038	4720	True	4813	5076	5435	5435		
Q8NBS9	Q8NBS9	6	6	6	Thioredoxin domain-containing protein 5	TXNDC5	sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2	1	6	6	6	17.1	17.1	17.1	47.628	432	432	0.0	37.907	8868400	6	1039	251;1157;2293;2294;4885;5131	True;True;True;True;True;True	254;1176;2328;2329;4982;5232	271;1251;2458;2459;5261;5526	287;1327;2625;2626;5653;5946	287;1327;2625;2626;5653;5946		
Q8NC51	Q8NC51	4	4	4	Plasminogen activator inhibitor 1 RNA-binding protein	SERBP1	sp|Q8NC51|PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2	1	4	4	4	15.0	15.0	15.0	44.965	408	408	0.0	36.965	9539400	4	1040	1135;1547;2911;4435	True;True;True;True	1154;1575;2959;4526	1229;1665;3141;4774	1303;1775;3399;5115	1303;1775;3399;5115		
Q8NCW5	Q8NCW5	3	3	3	NAD(P)H-hydrate epimerase	APOA1BP	sp|Q8NCW5|NNRE_HUMAN NAD(P)H-hydrate epimerase OS=Homo sapiens OX=9606 GN=NAXE PE=1 SV=2	1	3	3	3	14.6	14.6	14.6	31.674	288	288	0.0	16.893	2064700	2	1041	1357;2093;3140	True;True;True	1382;2127;3194	1468;2248;3388	1565;2406;3659	1565;2406;3659		
Q8NDC0	Q8NDC0	1	1	1	MAPK-interacting and spindle-stabilizing protein-like	MAPK1IP1L	sp|Q8NDC0|MISSL_HUMAN MAPK-interacting and spindle-stabilizing protein-like OS=Homo sapiens OX=9606 GN=MAPK1IP1L PE=1 SV=4	1	1	1	1	6.9	6.9	6.9	24.269	245	245	0.0	10.271	693460	1	1042	4409	True	4499	4746	5087	5087		
Q8NE01	Q8NE01	1	1	1	Metal transporter CNNM3	CNNM3	sp|Q8NE01|CNNM3_HUMAN Metal transporter CNNM3 OS=Homo sapiens OX=9606 GN=CNNM3 PE=1 SV=1	1	1	1	1	1.1	1.1	1.1	76.118	707	707	0.0093531	5.6728	1473300	1	1043	2716	True	2763	2931	3160	3160		
Q8NE71	Q8NE71	2	2	2	ATP-binding cassette sub-family F member 1	ABCF1	sp|Q8NE71|ABCF1_HUMAN ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2	1	2	2	2	2.2	2.2	2.2	95.925	845	845	0.0	12.45	1036400	2	1044	4684;5543	True;True	4777;5652	5039;5959	5397;6413	5397;6413		
Q8NF37	Q8NF37	1	1	1	Lysophosphatidylcholine acyltransferase 1	LPCAT1	sp|Q8NF37|PCAT1_HUMAN Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens OX=9606 GN=LPCAT1 PE=1 SV=2	1	1	1	1	2.8	2.8	2.8	59.151	534	534	0.0	6.6831	610670	1	1045	4757	True	4851	5120	5485	5485		
Q92922;Q8TAQ2	Q92922;Q8TAQ2	1;1	1;1	1;1	SWI/SNF complex subunit SMARCC1;SWI/SNF complex subunit SMARCC2	SMARCC1;SMARCC2	sp|Q92922|SMRC1_HUMAN SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3;sp|Q8TAQ2|SMRC2_HUMAN SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1	2	1	1	1	0.8	0.8	0.8	122.87	1105	1105;1214	0.0	6.6128	0	1	1046	4954	True	5054	5340	5744	5744		
Q8TCJ2	Q8TCJ2	1	1	1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	STT3B	sp|Q8TCJ2|STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens OX=9606 GN=STT3B PE=1 SV=1	1	1	1	1	0.8	0.8	0.8	93.673	826	826	0.0040917	5.8667	712300	1	1047	1068	True	1087	1158	1231	1231		
Q8TCS8	Q8TCS8	1	1	1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	PNPT1	sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2	1	1	1	1	1.5	1.5	1.5	85.95	783	783	0.0	6.7524	527050	1	1048	3696	True	3756	3968	4269	4269		
Q8TDN6	Q8TDN6	3	3	3	Ribosome biogenesis protein BRX1 homolog	BRIX1	sp|Q8TDN6|BRX1_HUMAN Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2	1	3	3	3	13.3	13.3	13.3	41.401	353	353	0.0	21.228	2069000	3	1049	1297;4108;4636	True;True;True	1320;4194;4729	1406;4430;4990	1501;4753;5346	1501;4753;5346		
Q8TEX9	Q8TEX9	1	1	1	Importin-4	IPO4	sp|Q8TEX9|IPO4_HUMAN Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=2	1	1	1	1	0.9	0.9	0.9	118.71	1081	1081	0.00087951	6.286	573590	1	1050	475	True	480	511	541	541		
Q8TF65	Q8TF65	1	1	1	PDZ domain-containing protein GIPC2	GIPC2	sp|Q8TF65|GIPC2_HUMAN PDZ domain-containing protein GIPC2 OS=Homo sapiens OX=9606 GN=GIPC2 PE=1 SV=1	1	1	1	1	5.4	5.4	5.4	34.354	315	315	0.0016625	5.9005	665770	1	1051	3297	True	3352	3551	3832	3832		
Q8WUM4	Q8WUM4	2	2	2	Programmed cell death 6-interacting protein	PDCD6IP	sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1	1	2	2	2	2.2	2.2	2.2	96.022	868	868	0.0	13.261	1185600	2	1052	1215;1788	True;True	1235;1820	1313;1920	1395;2048	1395;2048		
