Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q8WX92	Q8WX92	2	2	2	Negative elongation factor B	NELFB	sp|Q8WX92|NELFB_HUMAN Negative elongation factor B OS=Homo sapiens OX=9606 GN=NELFB PE=1 SV=1	1	2	2	2	3.8	3.8	3.8	65.697	580	580	0.0	11.616	1203900	2	1023	873;2975	True;True	885;3027	934;3206;3207	988;3441;3442	988;3441		
Q8WXF1	Q8WXF1	2	2	2	Paraspeckle component 1	PSPC1	sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1	1	2	2	2	5.0	5.0	5.0	58.743	523	523	0.0	12.809	1450600	2	1024	1463;1873	True;True	1486;1908	1562;2003	1656;2130	1656;2130		
Q8WXX5	Q8WXX5	1	1	1	DnaJ homolog subfamily C member 9	DNAJC9	sp|Q8WXX5|DNJC9_HUMAN DnaJ homolog subfamily C member 9 OS=Homo sapiens OX=9606 GN=DNAJC9 PE=1 SV=1	1	1	1	1	2.7	2.7	2.7	29.909	260	260	0.00087184	6.0472	789090	1	1025	935	True	949	1005	1061	1061		
Q8WYA6	Q8WYA6	1	1	1	Beta-catenin-like protein 1	CTNNBL1	sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1	1	1	1	1	1.4	1.4	1.4	65.173	563	563	0.0066946	5.8567	432130	1	1026	1676	True	1706	1790	1900	1900		
Q92499	Q92499	8	8	8	ATP-dependent RNA helicase DDX1	DDX1	sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2	1	8	8	8	13.9	13.9	13.9	82.431	740	740	0.0	53.2	6085900	7	1027	280;1009;1196;1249;1908;1914;3265;3861	True;True;True;True;True;True;True;True	282;1023;1215;1269;1943;1949;3321;3945	292;1083;1286;1341;2039;2046;3515;4169	305;1146;1366;1425;2167;2176;3764;4460	305;1146;1366;1425;2167;2176;3764;4460		
Q92544	Q92544	1	1	1	Transmembrane 9 superfamily member 4	TM9SF4	sp|Q92544|TM9S4_HUMAN Transmembrane 9 superfamily member 4 OS=Homo sapiens OX=9606 GN=TM9SF4 PE=1 SV=2	1	1	1	1	3.0	3.0	3.0	74.518	642	642	0.00091827	6.3664	793690	1	1028	2692	True	2738	2887	3089	3089		
Q92598	Q92598	4	3	3	Heat shock protein 105 kDa	HSPH1	sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1	1	4	3	3	6.9	5.2	5.2	96.864	858	858	0.0	21.597	2418200	3	1029	1752;2438;2828;3691	False;True;True;True	1784;2477;2876;3772	1872;2612;3042;3988	1989;2795;3269;4270	1989;2795;3269;4270		
Q92616	Q92616	6	6	6	Translational activator GCN1	GCN1L1	sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=7	1	6	6	6	2.5	2.5	2.5	292.71	2671	2671	0.0	38.721	3583800	6	1030	2402;2503;3418;3591;4452;5028	True;True;True;True;True;True	2440;2542;3474;3648;4544;5129	2573;2683;3672;3856;4793;5416	2749;2870;3928;4126;5109;5803	2749;2870;3928;4126;5109;5803		
Q92621	Q92621	2	2	2	Nuclear pore complex protein Nup205	NUP205	sp|Q92621|NU205_HUMAN Nuclear pore complex protein Nup205 OS=Homo sapiens OX=9606 GN=NUP205 PE=1 SV=3	1	2	2	2	1.1	1.1	1.1	227.92	2012	2012	0.0	12.138	1127600	2	1031	1049;3145	True;True	1064;3199	1125;3389	1189;3634	1189;3634		
Q92688	Q92688	6	4	4	Acidic leucine-rich nuclear phosphoprotein 32 family member B	ANP32B	sp|Q92688|AN32B_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens OX=9606 GN=ANP32B PE=1 SV=1	1	6	4	4	28.7	17.1	17.1	28.787	251	251	0.0	23.957	5769800	3	1032	1280;2450;3121;3210;3316;4406	True;True;True;False;True;False	1301;2489;3175;3265;3372;4498	1373;2624;3365;3458;3570;4745	1458;2807;3607;3705;3821;5059	1458;2807;3607;3705;3821;5059		
Q92734	Q92734	2	2	2	Protein TFG	TFG	sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2	1	2	2	2	7.2	7.2	7.2	43.447	400	400	0.0	14.444	2136500	2	1033	2622;3224	True;True	2667;3279	2812;3472	3010;3721	3010;3721		
Q92841	Q92841	16	10	10	Probable ATP-dependent RNA helicase DDX17	DDX17	sp|Q92841|DDX17_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2	1	16	10	10	26.3	17.0	17.0	80.272	729	729	0.0	65.084	10172000	10	1034	363;606;940;1203;1688;1770;2114;2147;3086;3636;3746;4172;4545;4742;4764;5202	False;True;True;True;True;False;True;False;True;False;True;False;False;True;True;True	367;611;954;1222;1718;1802;2150;2183;3140;3706;3827;4260;4637;4838;4860;5308	386;636;1010;1293;1802;1891;2260;2295;3327;3916;4046;4499;4894;5113;5135;5602	408;675;1066;1373;1913;2008;2401;2437;3565;4191;4330;4803;5221;5476;5501;6005	408;675;1066;1373;1913;2008;2401;2437;3565;4191;4330;4803;5221;5476;5501;6005		
Q92896	Q92896	2	2	2	Golgi apparatus protein 1	GLG1	sp|Q92896|GSLG1_HUMAN Golgi apparatus protein 1 OS=Homo sapiens OX=9606 GN=GLG1 PE=1 SV=2	1	2	2	2	2.3	2.3	2.3	134.55	1179	1179	0.0	15.476	1634500	2	1035	2319;3161	True;True	2357;3215	2487;3405	2658;3650	2658;3650		
Q92900	Q92900	2	2	2	Regulator of nonsense transcripts 1	UPF1	sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2	1	2	2	2	1.9	1.9	1.9	124.34	1129	1129	0.0	14.386	1048500	2	1036	3560;3910	True;True	3617;3996	3824;4223	4094;4517	4094;4517		
Q92945	Q92945	7	7	6	Far upstream element-binding protein 2	KHSRP	sp|Q92945|FUBP2_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4	1	7	7	6	13.2	13.2	11.3	73.114	711	711	0.0	47.299	7712900	7	1037	212;536;2469;2508;2889;5306;5332	True;True;True;True;True;True;True	213;541;2508;2547;2940;5415;5441	221;565;2645;2688;3115;5713;5741	229;597;2828;2876;3346;6124;6153	229;597;2828;2876;3346;6124;6153		
Q92973	Q92973	8	8	8	Transportin-1	TNPO1	sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2	1	8	8	8	13.5	13.5	13.5	102.35	898	898	0.0	53.943	5173700	8	1038	174;471;1634;1786;4301;4354;4779;5536	True;True;True;True;True;True;True;True	175;476;1663;1818;4392;4446;4875;5649	183;497;1745;1907;4635;4689;5151;5955	190;525;1849;2026;4944;4999;5518;6382	190;525;1849;2026;4944;4999;5518;6382		
Q92974	Q92974	1	1	1	Rho guanine nucleotide exchange factor 2	ARHGEF2	sp|Q92974|ARHG2_HUMAN Rho guanine nucleotide exchange factor 2 OS=Homo sapiens OX=9606 GN=ARHGEF2 PE=1 SV=4	1	1	1	1	1.7	1.7	1.7	111.54	986	986	0.0017301	6.0181	1010000	1	1039	4147	True	4235	4474	4778	4778		
Q969H8	Q969H8	2	2	2	Myeloid-derived growth factor	MYDGF	sp|Q969H8|MYDGF_HUMAN Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1	1	2	2	2	13.9	13.9	13.9	18.795	173	173	0.0	11.942	2301900	2	1040	1341;4620	True;True	1363;4712	1435;4973	1523;5305	1523;5305		
Q969V3	Q969V3	1	1	1	Nicalin	NCLN	sp|Q969V3|NCLN_HUMAN Nicalin OS=Homo sapiens OX=9606 GN=NCLN PE=1 SV=2	1	1	1	1	2.1	2.1	2.1	62.974	563	563	0.00093985	6.4746	530510	1	1041	4157	True	4245	4484	4788	4788		
Q96AE4	Q96AE4	7	6	6	Far upstream element-binding protein 1	FUBP1	sp|Q96AE4|FUBP1_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3	1	7	6	6	10.7	9.6	9.6	67.56	644	644	0.0	36.464	4131500	6	1042	536;1292;2126;2361;2645;2646;3149	False;True;True;True;True;True;True	541;1314;2162;2399;2690;2691;3203	565;1386;2272;2531;2838;2839;3393	597;1472;2413;2704;3036;3037;3638	597;1472;2413;2704;3036;3037;3638		
Q96AG4	Q96AG4	8	8	8	Leucine-rich repeat-containing protein 59	LRRC59	sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1	1	8	8	8	32.9	32.9	32.9	34.93	307	307	0.0	49.032	12638000	7	1043	464;2240;3361;3477;3531;3556;4233;5370	True;True;True;True;True;True;True;True	469;2276;3417;3534;3588;3613;4322;5479	490;2392;3615;3737;3794;3820;4563;5780	518;2539;3867;3999;4063;4090;4870;6194	518;2539;3867;3999;4063;4090;4870;6194		
Q9NVJ2;Q96BM9	Q9NVJ2;Q96BM9	1;1	1;1	1;1	ADP-ribosylation factor-like protein 8B;ADP-ribosylation factor-like protein 8A	ARL8B;ARL8A	sp|Q9NVJ2|ARL8B_HUMAN ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1;sp|Q96BM9|ARL8A_HUMAN ADP-ribosylation factor-like protein 8A OS=Homo sapiens OX=9606 GN=ARL8A PE=1 SV=1	2	1	1	1	12.4	12.4	12.4	21.539	186	186;186	0.0	7.6801	775170	1	1044	3718	True	3799	4016	4299	4299		
Q96BT1	Q96BT1	1	1	1	Putative uncharacterized protein C3orf49	C3orf49	sp|Q96BT1|CC049_HUMAN Putative uncharacterized protein C3orf49 OS=Homo sapiens OX=9606 GN=C3orf49 PE=2 SV=1	1	1	1	1	4.1	4.1	4.1	33.46	292	292	0.0095923	5.6582	620940	1	1045	406	True	410	429	451	451		
Q96C19	Q96C19	6	6	6	EF-hand domain-containing protein D2	EFHD2	sp|Q96C19|EFHD2_HUMAN EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1	1	6	6	6	27.5	27.5	27.5	26.697	240	240	0.0	39.653	9366800	6	1046	3;77;1103;1391;5109;5325	True;True;True;True;True;True	3;77;1120;1413;5213;5434	3;83;1182;1485;5503;5734	3;85;1248;1575;5896;6146	3;85;1248;1575;5896;6146		
Q96C86	Q96C86	2	2	2	m7GpppX diphosphatase	DCPS	sp|Q96C86|DCPS_HUMAN m7GpppX diphosphatase OS=Homo sapiens OX=9606 GN=DCPS PE=1 SV=2	1	2	2	2	9.8	9.8	9.8	38.608	337	337	0.0	12.375	1576900	2	1047	176;5502	True;True	177;5615	185;5920	192;6346	192;6346		
Q96CN7	Q96CN7	1	1	1	Isochorismatase domain-containing protein 1	ISOC1	sp|Q96CN7|ISOC1_HUMAN Isochorismatase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ISOC1 PE=1 SV=3	1	1	1	1	3.7	3.7	3.7	32.236	298	298	0.00090827	6.2742	503850	1	1048	5577	True	5690	5998	6425	6425		
Q96CW1	Q96CW1	1	1	1	AP-2 complex subunit mu	AP2M1	sp|Q96CW1|AP2M1_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2	1	1	1	1	4.6	4.6	4.6	49.654	435	435	0.00090334	6.2608	563060	1	1049	5467	True	5579	5883	6306	6306		
Q96DB5	Q96DB5	1	1	1	Regulator of microtubule dynamics protein 1	RMDN1	sp|Q96DB5|RMD1_HUMAN Regulator of microtubule dynamics protein 1 OS=Homo sapiens OX=9606 GN=RMDN1 PE=1 SV=1	1	1	1	1	3.5	3.5	3.5	35.808	314	314	0.0	7.1464	624530	1	1050	3238	True	3293	3486	3735	3735		
Q96DH6	Q96DH6	1	1	1	RNA-binding protein Musashi homolog 2	MSI2	sp|Q96DH6|MSI2H_HUMAN RNA-binding protein Musashi homolog 2 OS=Homo sapiens OX=9606 GN=MSI2 PE=1 SV=1	1	1	1	1	4.6	4.6	4.6	35.196	328	328	0.0066335	5.8127	676490	1	1051	1853	True	1888	1982	2109	2109		
Q96EP5	Q96EP5	1	1	1	DAZ-associated protein 1	DAZAP1	sp|Q96EP5|DAZP1_HUMAN DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=1	1	1	1	1	3.9	3.9	3.9	43.383	407	407	0.0	8.2689	983620	1	1052	3044	True	3097	3278	3515	3515		
Q96FQ6	Q96FQ6	2	2	2	Protein S100-A16	S100A16	sp|Q96FQ6|S10AG_HUMAN Protein S100-A16 OS=Homo sapiens OX=9606 GN=S100A16 PE=1 SV=1	1	2	2	2	22.3	22.3	22.3	11.801	103	103	0.0	15.753	1580800	2	1053	506;3103	True;True	511;3157	533;3345	564;3585	564;3585		
Q96FW1	Q96FW1	3	3	3	Ubiquitin thioesterase OTUB1	OTUB1	sp|Q96FW1|OTUB1_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2	1	3	3	3	10.0	10.0	10.0	31.284	271	271	0.0	18.078	2555500	3	1054	1518;2994;3229	True;True;True	1545;3047;3284	1623;3227;3477	1722;3462;3726	1722;3462;3726		
Q96G03	Q96G03	1	1	1	Phosphoglucomutase-2	PGM2	sp|Q96G03|PGM2_HUMAN Phosphoglucomutase-2 OS=Homo sapiens OX=9606 GN=PGM2 PE=1 SV=4	1	1	1	1	2.9	2.9	2.9	68.283	612	612	0.00088731	6.1696	745180	1	1055	1259	True	1280	1352	1437	1437		
Q96G23	Q96G23	2	2	2	Ceramide synthase 2	CERS2	sp|Q96G23|CERS2_HUMAN Ceramide synthase 2 OS=Homo sapiens OX=9606 GN=CERS2 PE=1 SV=1	1	2	2	2	6.6	6.6	6.6	44.876	380	380	0.0	14.394	2813600	2	1056	369;4190	True;True	373;4278	392;4518	414;4823	414;4823		
Q96HC4	Q96HC4	1	1	1	PDZ and LIM domain protein 5	PDLIM5	sp|Q96HC4|PDLI5_HUMAN PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5	1	1	1	1	1.5	1.5	1.5	63.944	596	596	0.0	6.6323	515090	1	1057	2044	True	2080	2186	2326	2326		
Q96HE7;Q86YB8	Q96HE7	9;1	9;1	9;1	ERO1-like protein alpha	ERO1L	sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2	2	9	9	9	28.2	28.2	28.2	54.392	468	468;467	0.0	58.169	7966400	9	1058	516;1481;2234;2751;3367;4052;4344;5241;5646	True;True;True;True;True;True;True;True;True	521;1506;2270;2798;3423;4140;4435;5347;5759	544;1582;2386;2953;3621;4375;4678;5642;6069	575;1678;2532;3177;3875;4675;4987;6046;6497	575;1678;2532;3177;3875;4675;4987;6046;6497		
Q96HS1	Q96HS1	1	1	1	Serine/threonine-protein phosphatase PGAM5, mitochondrial	PGAM5	sp|Q96HS1|PGAM5_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2	1	1	1	1	3.5	3.5	3.5	32.004	289	289	0.0008658	6.026	625100	1	1059	194	True	195	203	210	210		
Q96IU4	Q96IU4	2	2	2	Alpha/beta hydrolase domain-containing protein 14B	ABHD14B	sp|Q96IU4|ABHEB_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1	1	2	2	2	15.2	15.2	15.2	22.345	210	210	0.0	11.763	1562600	2	1060	1657;4816	True;True	1687;4915	1770;5193	1878;5565	1878;5565		
Q96IX5	Q96IX5	2	2	2	Up-regulated during skeletal muscle growth protein 5	USMG5	sp|Q96IX5|ATPMK_HUMAN ATP synthase membrane subunit K, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MK PE=1 SV=1	1	2	2	2	43.1	43.1	43.1	6.4575	58	58	0.0	13.07	1222100	2	1061	165;5582	True;True	166;5695	174;6003	181;6430	181;6430		
Q96KA5	Q96KA5	1	1	1	Cleft lip and palate transmembrane protein 1-like protein	CLPTM1L	sp|Q96KA5|CLP1L_HUMAN Cleft lip and palate transmembrane protein 1-like protein OS=Homo sapiens OX=9606 GN=CLPTM1L PE=1 SV=1	1	1	1	1	3.0	3.0	3.0	62.228	538	538	0.0	8.3644	657210	1	1062	4901	True	5001	5284	5659	5659		
Q96PE3	Q96PE3	1	1	1	Type I inositol 3,4-bisphosphate 4-phosphatase	INPP4A	sp|Q96PE3|INP4A_HUMAN Inositol polyphosphate-4-phosphatase type I A OS=Homo sapiens OX=9606 GN=INPP4A PE=1 SV=1	1	1	1	1	1.2	1.2	1.2	109.95	977	977	0.0097245	5.7016	11626000	1	1063	3374	True	3430	3628	3882	3882		
Q96PK6	Q96PK6	6	6	6	RNA-binding protein 14	RBM14	sp|Q96PK6|RBM14_HUMAN RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2	1	6	6	6	11.2	11.2	11.2	69.491	669	669	0.0	38.336	3823100	6	1064	407;408;2864;3395;4848;5712	True;True;True;True;True;True	411;412;2912;3451;4947;5830	430;431;3083;3649;5227;6141	452;453;3310;3903;5600;6574	452;453;3310;3903;5600;6574		
Q96PU5	Q96PU5	1	1	1	E3 ubiquitin-protein ligase NEDD4-like	NEDD4L	sp|Q96PU5|NED4L_HUMAN E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens OX=9606 GN=NEDD4L PE=1 SV=2	1	1	1	1	1.0	1.0	1.0	111.93	975	975	0.0	7.1061	951800	1	1065	3169	True	3223	3413	3658	3658		
Q96QK1	Q96QK1	8	8	8	Vacuolar protein sorting-associated protein 35	VPS35	sp|Q96QK1|VPS35_HUMAN Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2	1	8	8	8	11.8	11.8	11.8	91.706	796	796	0.0	47.63	5024800	8	1066	2253;2580;2628;3143;3262;4098;5206;5615	True;True;True;True;True;True;True;True	2289;2621;2673;3197;3318;4186;5312;5728	2408;2766;2818;3387;3512;4423;5606;6036	2555;2961;3016;3632;3761;4726;6009;6464	2555;2961;3016;3632;3761;4726;6009;6464		
Q96RP9	Q96RP9	1	1	1	Elongation factor G, mitochondrial	GFM1	sp|Q96RP9|EFGM_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2	1	1	1	1	1.7	1.7	1.7	83.471	751	751	0.0	7.9626	501320	1	1067	231	True	232	240	249	249		
Q96RU3	Q96RU3	1	1	1	Formin-binding protein 1	FNBP1	sp|Q96RU3|FNBP1_HUMAN Formin-binding protein 1 OS=Homo sapiens OX=9606 GN=FNBP1 PE=1 SV=2	1	1	1	1	1.8	1.8	1.8	71.306	617	617	0.0	7.1244	458060	1	1068	1494	True	1519	1596	1692	1692		
Q96SN8	Q96SN8	1	1	1	CDK5 regulatory subunit-associated protein 2	CDK5RAP2	sp|Q96SN8|CK5P2_HUMAN CDK5 regulatory subunit-associated protein 2 OS=Homo sapiens OX=9606 GN=CDK5RAP2 PE=1 SV=5	1	1	1	1	0.5	0.5	0.5	215.04	1893	1893	0.0096618	5.6791	2442600	1	1069	2635	True	2680	2827	3025	3025		
Q96T88	Q96T88	1	1	1	E3 ubiquitin-protein ligase UHRF1	UHRF1	sp|Q96T88|UHRF1_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1	1	1	1	1	1.1	1.1	1.1	89.813	793	793	0.00093197	6.4397	389430	1	1070	2496	True	2535	2675	2862	2862		
Q96TA1	Q96TA1	6	6	6	Niban-like protein 1	FAM129B	sp|Q96TA1|NIBA2_HUMAN Protein Niban 2 OS=Homo sapiens OX=9606 GN=NIBAN2 PE=1 SV=3	1	6	6	6	12.6	12.6	12.6	84.137	746	746	0.0	38.565	7195600	6	1071	1328;1491;1621;1643;3751;5055	True;True;True;True;True;True	1350;1516;1650;1672;3832;5157	1422;1593;1731;1755;4051;5445	1509;1689;1835;1861;4335;5834	1509;1689;1835;1861;4335;5834		
Q99426	Q99426	1	1	1	Tubulin-folding cofactor B	TBCB	sp|Q99426|TBCB_HUMAN Tubulin-folding cofactor B OS=Homo sapiens OX=9606 GN=TBCB PE=1 SV=2	1	1	1	1	4.5	4.5	4.5	27.325	244	244	0.0	7.3933	597910	1	1072	5725	True	5843	6154	6588	6588		
Q99439;Q15417	Q99439	3;1	3;1	3;1	Calponin-2	CNN2	sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4	2	3	3	3	14.2	14.2	14.2	33.697	309	309;329	0.0	20.218	4079200	3	1073	2061;4459;4932	True;True;True	2097;4551;5033	2203;4801;5317	2343;5118;5697	2343;5118;5697		
Q99460	Q99460	4	4	4	26S proteasome non-ATPase regulatory subunit 1	PSMD1	sp|Q99460|PSMD1_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2	1	4	4	4	5.9	5.9	5.9	105.84	953	953	0.0	27.16	2458400	4	1074	43;890;3180;5353	True;True;True;True	43;903;3234;5462	46;956;3424;5763	47;1011;3669;6177	47;1011;3669;6177		
Q99471	Q99471	2	2	2	Prefoldin subunit 5	PFDN5	sp|Q99471|PFD5_HUMAN Prefoldin subunit 5 OS=Homo sapiens OX=9606 GN=PFDN5 PE=1 SV=2	1	2	2	2	22.1	22.1	22.1	17.328	154	154	0.0	14.387	2171600	3	1075	2652;3063	True;True	2697;3116	2845;3299;3300	3044;3536;3537	3044;3536		
Q99497	Q99497	6	6	6	Protein deglycase DJ-1	PARK7	sp|Q99497|PARK7_HUMAN Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2	1	6	6	6	42.3	42.3	42.3	19.891	189	189	0.0	39.817	11812000	5	1076	368;932;933;1127;1993;5388	True;True;True;True;True;True	372;946;947;1144;2028;5498	391;1002;1003;1206;2133;5799	413;1058;1059;1274;2269;6214	413;1058;1059;1274;2269;6214		
Q99523	Q99523	1	1	1	Sortilin	SORT1	sp|Q99523|SORT_HUMAN Sortilin OS=Homo sapiens OX=9606 GN=SORT1 PE=1 SV=3	1	1	1	1	4.6	4.6	4.6	92.067	831	831	0.0096463	5.6738	10828000	1	1077	3744	True	3825	4044	4328	4328		
Q99536	Q99536	3	3	3	Synaptic vesicle membrane protein VAT-1 homolog	VAT1	sp|Q99536|VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2	1	3	3	3	13.0	13.0	13.0	41.92	393	393	0.0	18.845	2904500	3	1078	3947;4671;5237	True;True;True	4034;4764;5343	4262;5030;5638	4557;5370;6042	4557;5370;6042		
Q99584	Q99584	1	1	1	Protein S100-A13	S100A13	sp|Q99584|S10AD_HUMAN Protein S100-A13 OS=Homo sapiens OX=9606 GN=S100A13 PE=1 SV=1	1	1	1	1	11.2	11.2	11.2	11.471	98	98	0.0	6.713	1417800	1	1079	4408	True	4500	4747	5061	5061		
Q99598	Q99598	1	1	1	Translin-associated protein X	TSNAX	sp|Q99598|TSNAX_HUMAN Translin-associated protein X OS=Homo sapiens OX=9606 GN=TSNAX PE=1 SV=1	1	1	1	1	6.9	6.9	6.9	33.112	290	290	0.00089606	6.2099	601240	1	1080	223	True	224	232	241	241		
Q99623	Q99623	5	5	5	Prohibitin-2	PHB2	sp|Q99623|PHB2_HUMAN Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2	1	5	5	5	25.4	25.4	25.4	33.296	299	299	0.0	39.553	7770200	7	1081	1355;2471;2631;2762;5255	True;True;True;True;True	1377;2510;2676;2809;5361	1449;2647;2821;2822;2964;2965;5656	1538;2831;3019;3020;3188;3189;6061	1538;2831;3019;3188;6061		
Q99714	Q99714	3	3	3	3-hydroxyacyl-CoA dehydrogenase type-2	HSD17B10	sp|Q99714|HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3	1	3	3	3	16.1	16.1	16.1	26.923	261	261	0.0	23.18	1695400	3	1082	748;2019;4991	True;True;True	756;2054;5092	794;2160;5378	839;2297;5763	839;2297;5763		
Q99729	Q99729	3	3	3	Heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	sp|Q99729|ROAA_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=2	1	3	3	3	11.7	11.7	11.7	36.224	332	332	0.0	17.358	2613000	3	1083	1431;1876;3619	True;True;True	1454;1911;3685	1527;2006;3894	1620;2133;4166	1620;2133;4166		
Q99733	Q99733	4	3	3	Nucleosome assembly protein 1-like 4	NAP1L4	sp|Q99733|NP1L4_HUMAN Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1	1	4	3	3	13.3	10.7	10.7	42.823	375	375	0.0	16.606	1893000	3	1084	1710;2939;4197;5180	False;True;True;True	1741;2991;4285;5286	1827;1828;3169;4525;5580	1942;1943;3404;4830;5982	1943;3404;4830;5982		
Q99798	Q99798	4	4	4	Aconitate hydratase, mitochondrial	ACO2	sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2	1	4	4	4	9.1	9.1	9.1	85.424	780	780	0.0	28.083	2514600	4	1085	2300;3447;3701;4506	True;True;True;True	2337;3504;3782;4598	2463;3705;3998;4852	2626;3967;4280;5175	2626;3967;4280;5175		
Q99805	Q99805	2	2	2	Transmembrane 9 superfamily member 2	TM9SF2	sp|Q99805|TM9S2_HUMAN Transmembrane 9 superfamily member 2 OS=Homo sapiens OX=9606 GN=TM9SF2 PE=1 SV=1	1	2	2	2	3.5	3.5	3.5	75.775	663	663	0.0	12.855	1761600	2	1086	107;4243	True;True	107;4332	115;4574	118;4881	118;4881		
Q99829	Q99829	1	1	1	Copine-1	CPNE1	sp|Q99829|CPNE1_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1	1	1	1	1	1.7	1.7	1.7	59.058	537	537	0.0	7.6279	890010	1	1087	736	True	744	781	826	826		
