Protein IDs	Peptide counts (razor+unique)	Protein names	Gene names	Number of proteins	Razor + unique peptides	Unique sequence coverage [%]	Sequence lengths	Score	Intensity	MS/MS count	id	Best MS/MS
P62140	10	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	PPP1CB	1	10	14.4	327	86.117	16011000	10	688	196
P62191	3	26S protease regulatory subunit 4	PSMC1	1	3	10.5	440	21.502	7758900	4	689	532
P62195	6;1	26S protease regulatory subunit 8	PSMC5	2	6	18.7	406;893	42.67	4425100	6	690	1278
P62241	8	40S ribosomal protein S8	RPS8	1	8	45.7	208	57.283	31906000	10	691	74
P62244	2	40S ribosomal protein S15a	RPS15A	1	2	22.3	130	12.867	2876600	4	692	4204
P62249	8	40S ribosomal protein S16	RPS16	1	8	47.3	146	49.822	21888000	8	693	362
P62256	2	Ubiquitin-conjugating enzyme E2 H	UBE2H	1	2	13.7	183	13.665	982730	2	694	2552
P62258	8	14-3-3 protein epsilon	YWHAE	1	8	35.3	255	69.617	55158000	14	695	15
P62263	4	40S ribosomal protein S14	RPS14	1	4	36.4	151	31.992	15731000	4	696	89
P62269	6	40S ribosomal protein S18	RPS18	1	6	38.2	152	45.124	17777000	7	697	174
P62277	5	40S ribosomal protein S13	RPS13	1	5	33.8	151	29.027	23183000	7	698	2234
P62280	4	40S ribosomal protein S11	RPS11	1	4	29.7	158	26.196	7606700	4	699	662
P62304	2	Small nuclear ribonucleoprotein E	SNRPE	1	2	39.1	92	12.35	2870100	3	700	2773
P62306	1	Small nuclear ribonucleoprotein F	SNRPF	1	1	9.3	86	5.8073	386570	1	701	658
P62310	1	U6 snRNA-associated Sm-like protein LSm3	LSM3	1	1	11.8	102	6.5052	844020	1	702	2010
P62314	2	Small nuclear ribonucleoprotein Sm D1	SNRPD1	1	2	20.2	119	12.996	3969500	2	703	3908
P62316	2	Small nuclear ribonucleoprotein Sm D2	SNRPD2	1	2	16.1	118	12.692	5242300	2	704	2023
P62318	2	Small nuclear ribonucleoprotein Sm D3	SNRPD3	1	2	15.1	126	12.656	1825600	2	705	1782
P62330	2	ADP-ribosylation factor 6	ARF6	1	2	16.6	175	15.387	1880400	2	706	1820
P62333	5	26S protease regulatory subunit 10B	PSMC6	1	5	16.7	389	32.046	3770500	5	707	338
P62424	7	60S ribosomal protein L7a	RPL7A	1	7	31.2	266	40.811	13446000	7	708	186
P62495	4	Eukaryotic peptide chain release factor subunit 1	ETF1	1	4	10.1	437	26.108	2881000	4	709	2114
P62633	1	Cellular nucleic acid-binding protein	CNBP	1	1	8.5	177	8.2354	1232700	1	710	2123
P62701	6	40S ribosomal protein S4, X isoform	RPS4X	1	6	20.2	263	39.302	20845000	7	711	1162
P62750	3	60S ribosomal protein L23a	RPL23A	1	3	21.8	156	22.842	11485000	4	712	1827
P62753	4	40S ribosomal protein S6	RPS6	1	4	20.9	249	27.871	10069000	5	713	1996
P62805	4	Histone H4	HIST1H4A	1	4	40.8	103	26.124	20979000	6	714	928
P62820	4;3	Ras-related protein Rab-1A;Putative Ras-related protein Rab-1C	RAB1A;RAB1C	2	4	10.2	205;201	25.748	10054000	5	715	1235
P62826	8	GTP-binding nuclear protein Ran	RAN	1	8	40.7	216	54.432	48633000	14	716	36
P62829	4	60S ribosomal protein L23	RPL23	1	4	36.4	140	24.679	19939000	4	717	1160
P62841	3	40S ribosomal protein S15	RPS15	1	3	40.0	145	18.431	7042500	4	718	919
P62847	2	40S ribosomal protein S24	RPS24	1	2	20.3	133	15.179	4144700	2	719	5625
P62851	5	40S ribosomal protein S25	RPS25	1	5	29.6	125	32.981	21410000	6	720	26
P62857	1	40S ribosomal protein S28	RPS28	1	1	13.0	69	6.4912	1347500	3	721	5830
P62861	1	40S ribosomal protein S30	FAU	1	1	7.5	133	6.8301	3926600	1	722	1918
P62873	2;1;1;1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein subunit beta-4;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3	GNB1;GNB4;GNB2;GNB3	4	2	6.5	340;340;340;340	11.671	1177300	2	723	3519
P62888	4	60S ribosomal protein L30	RPL30	1	4	34.8	115	30.512	10338000	5	724	3278
Q59GN2	1;1	Putative 60S ribosomal protein L39-like 5;60S ribosomal protein L39	RPL39P5;RPL39	2	1	19.6	51;51	6.9056	1909700	1	725	4771
P62899	2	60S ribosomal protein L31	RPL31	1	2	18.4	125	10.786	3564900	1	726	4133
P62906	6	60S ribosomal protein L10a	RPL10A	1	6	35.0	217	35.245	13882000	6	727	543
P62910	3	60S ribosomal protein L32	RPL32	1	3	27.4	135	20.167	4584800	5	728	1396
P62913	3	60S ribosomal protein L11	RPL11	1	3	20.2	178	24.319	9736100	3	729	3373
P62917	6	60S ribosomal protein L8	RPL8	1	6	35.8	257	40.884	13790000	6	730	447
P62937	7;2;2;2;2;2;2;1	Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed	PPIA	8	7	57.6	165;164;164;164;164;164;164;164	56.261	105590000	15	731	1694
P62942	3;1	Peptidyl-prolyl cis-trans isomerase FKBP1A	FKBP1A	2	3	54.6	108;108	23.144	4411000	3	732	2457
P62979	5;4;4;4;4	Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin	RPS27A;UBA52;UBB;UBC	5	5	42.3	156;156;128;229;685	42.455	62411000	7	733	1165
P62995	2	Transformer-2 protein homolog beta	TRA2B	1	2	7.3	288	13.031	1794000	2	734	2078
P63000	3;2;2	Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3;Ras-related C3 botulinum toxin substrate 2	RAC1;RAC3;RAC2	3	3	16.7	192;192;192	19.098	3086500	3	735	2571
P63010	8;2	AP-2 complex subunit beta	AP2B1	2	8	11.4	937;949	47.146	4970900	8	736	399
P63104	4	14-3-3 protein zeta/delta	YWHAZ	1	4	22.0	245	28.026	29492000	5	737	796
P63151	1;1	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	PPP2R2A;PPP2R2D	2	1	2.5	447;453	6.0908	601580	1	738	2986
P63173	5	60S ribosomal protein L38	RPL38	1	5	35.7	70	33.064	14977000	6	739	764
P63208	3	S-phase kinase-associated protein 1	SKP1	1	3	25.8	163	20.569	2095000	3	740	3874
P63220	2	40S ribosomal protein S21	RPS21	1	2	28.9	83	17.212	4662200	3	741	4217
P63241	4;3;2	Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like;Eukaryotic translation initiation factor 5A-2	EIF5A;EIF5AL1;EIF5A2	3	4	39.0	154;154;153	62.793	61605000	9	742	3790
P63244	12	Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed	GNB2L1	1	12	60.3	317	81.507	23219000	13	743	127
P63261	1	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	ACTG1	1	1	4.5	375	13.112	18639000	1	744	175
P63279	1	SUMO-conjugating enzyme UBC9	UBE2I	1	1	6.3	158	5.9989	994780	1	745	2414
P63313	1	Thymosin beta-10	TMSB10	1	1	31.8	44	7.103	1223600	1	746	78
P67775	7;6	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	PPP2CA;PPP2CB	2	7	34.0	309;309	46.208	8850200	7	747	665
P67809	5;3;3	Nuclease-sensitive element-binding protein 1;Y-box-binding protein 2;Y-box-binding protein 3	YBX1;YBX2;YBX3	3	5	20.4	324;364;372	35.701	7167800	5	748	1190
P67812	1	Signal peptidase complex catalytic subunit SEC11A	SEC11A	1	1	5.0	179	5.7795	669810	1	749	2016
P67870	2	Casein kinase II subunit beta	CSNK2B	1	2	11.6	215	13.629	1794500	2	750	1814
P67936	5;2;2	Tropomyosin alpha-4 chain	TPM4	3	5	16.9	248;284;284	42.162	24458000	7	751	110
P68133	1;1;1;1	Actin, alpha skeletal muscle;Actin, alpha cardiac muscle 1;Actin, gamma-enteric smooth muscle;Actin, aortic smooth muscle	ACTA1;ACTC1;ACTG2;ACTA2	4	1	4.2	377;377;376;377	13.009	28225000	2	752	175
P68036	5;2	Ubiquitin-conjugating enzyme E2 L3	UBE2L3	2	5	57.8	154;154	35.157	6149100	5	753	79
P68104	14;13	Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3	EEF1A1;EEF1A1P5	2	14	22.5	462;462	117.15	314080000	31	754	780
P68363	3;0;0	Tubulin alpha-1B chain	TUBA1B	3	3	0.0	451;446;241	25.498	42031000	6	755	170
P68366	2	Tubulin alpha-4A chain	TUBA4A	1	2	5.4	448	14.473	2014300	2	756	170
P68371	5	Tubulin beta-4B chain	TUBB4B	1	5	2.7	445	44.172	43306000	10	757	354
P68400	8;7	Casein kinase II subunit alpha;Casein kinase II subunit alpha 3	CSNK2A1;CSNK2A3	2	8	31.7	391;391	51.155	8878500	7	758	1635
P68402	3	Platelet-activating factor acetylhydrolase IB subunit beta	PAFAH1B2	1	3	21.0	229	19.986	4896600	4	759	1400
Q71DI3	2;2;2;2;1;1	Histone H3.2;Histone H3.1t;Histone H3.3;Histone H3.1;Histone H3;Histone H3.3C	HIST2H3A;HIST3H3;H3F3A;HIST1H3A;HIST2H3PS2;H3F3C	6	2	10.3	136;136;136;136;136;135	11.611	7386800	2	760	1303
P78310	1	Coxsackievirus and adenovirus receptor	CXADR	1	1	3.3	365	7.6602	1087100	1	761	5807
P78344	3	Eukaryotic translation initiation factor 4 gamma 2	EIF4G2	1	3	3.2	907	18.413	2506700	3	762	1610
P78347	4	General transcription factor II-I	GTF2I	1	4	6.8	998	26.13	3084800	4	763	1257
P78371	13	T-complex protein 1 subunit beta	CCT2	1	13	37.9	535	93.744	20275000	14	764	1137
P78406	1	mRNA export factor	RAE1	1	1	4.1	368	7.2307	1053800	1	765	2271
P78417	4	Glutathione S-transferase omega-1	GSTO1	1	4	18.7	241	24.004	4332700	4	766	1183
P78527	9	DNA-dependent protein kinase catalytic subunit	PRKDC	1	9	2.7	4128	52.264	4606300	9	767	27
P82650	2	28S ribosomal protein S22, mitochondrial	MRPS22	1	2	9.4	360	12.223	1069000	2	768	2661
P82930	2	28S ribosomal protein S34, mitochondrial	MRPS34	1	2	7.3	218	11.239	796210	2	769	598
P82979	1	SAP domain-containing ribonucleoprotein	SARNP	1	1	4.3	210	6.5047	1022000	1	770	511
P83731	4	60S ribosomal protein L24	RPL24	1	4	25.5	157	27.831	11822000	4	771	236
P83916	1	Chromobox protein homolog 1	CBX1	1	1	9.2	185	5.8783	583570	1	772	3286
P84085	1	ADP-ribosylation factor 5	ARF5	1	1	7.8	180	7.8479	693050	1	773	711
P84090	1	Enhancer of rudimentary homolog	ERH	1	1	10.6	104	12.085	4604800	1	774	5009
P84098	2	60S ribosomal protein L19	RPL19	1	2	13.3	196	13.032	5480500	2	775	3624
P84103	1	Serine/arginine-rich splicing factor 3	SRSF3	1	1	5.5	164	7.4467	4068900	1	776	148
P98179	3	RNA-binding protein 3	RBM3	1	3	21.0	157	19.831	3691100	4	777	2103
P99999	5;1	Cytochrome c	CYCS	2	5	41.9	105;105	30.668	6439100	6	778	81
Q00325	6	Phosphate carrier protein, mitochondrial	SLC25A3	1	6	17.7	362	37.78	6354200	5	779	1736
Q00341	7	Vigilin	HDLBP	1	7	8.0	1268	46.446	3902700	7	780	492
Q00610	46;7	Clathrin heavy chain 1	CLTC	2	46	38.9	1675;1640	322.13	108530000	54	781	68
Q00653	1	Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit	NFKB2	1	1	1.3	900	6.0343	910270	1	782	2782
Q00688	5	Peptidyl-prolyl cis-trans isomerase FKBP3	FKBP3	1	5	26.3	224	30.299	6628100	5	783	603
Q00839	14	Heterogeneous nuclear ribonucleoprotein U	HNRNPU	1	14	25.0	825	97.045	53843000	18	784	889
Q01081	1	Splicing factor U2AF 35 kDa subunit	U2AF1	1	1	7.5	240	7.3908	1895500	1	785	6320
Q01082	4	Spectrin beta chain, non-erythrocytic 1	SPTBN1	1	4	1.5	2364	29.193	3465800	4	786	1023
Q01105	4;3	Protein SET;Protein SETSIP	SET;SETSIP	2	4	25.5	290;302	28.859	18691000	5	787	1510
Q01469	2	Fatty acid-binding protein, epidermal	FABP5	1	2	13.3	135	12.076	4545800	2	788	526
Q01518	4	Adenylyl cyclase-associated protein 1	CAP1	1	4	8.4	475	26.089	5037600	4	789	324
Q01813	15;1	ATP-dependent 6-phosphofructokinase, platelet type	PFKP	2	15	27.6	784;780	103.42	25725000	19	790	9
Q01844	2	RNA-binding protein EWS	EWSR1	1	2	3.5	656	12.357	2363400	2	791	48
Q02218	1	2-oxoglutarate dehydrogenase, mitochondrial	OGDH	1	1	0.7	1023	5.9494	492670	1	792	5292
Q02543	4	60S ribosomal protein L18a	RPL18A	1	4	24.4	176	27.021	9388600	4	793	910
Q02790	7	Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed	FKBP4	1	7	21.6	459	45.471	6679900	6	794	1852
Q02818	2	Nucleobindin-1	NUCB1	1	2	5.9	461	14.616	1803100	2	795	864
Q02878	8	60S ribosomal protein L6	RPL6	1	8	29.9	288	68.654	34496000	10	796	233
Q02978	2	Mitochondrial 2-oxoglutarate/malate carrier protein	SLC25A11	1	2	8.0	314	14.179	984170	2	797	39
Q03135	2	Caveolin-1	CAV1	1	2	19.7	178	11.659	4767400	2	798	2738
Q03169	1	Tumor necrosis factor alpha-induced protein 2	TNFAIP2	1	1	1.7	654	7.2264	547120	1	799	6040
Q03252	7	Lamin-B2	LMNB2	1	7	11.5	620	45.527	3888900	7	800	370
Q04637	9;1	Eukaryotic translation initiation factor 4 gamma 1	EIF4G1	2	9	7.6	1599;1585	57.697	10397000	9	801	220
Q04760	7	Lactoylglutathione lyase	GLO1	1	7	41.8	184	62.085	18198000	8	802	763
Q04837	3	Single-stranded DNA-binding protein, mitochondrial	SSBP1	1	3	27.7	148	22.027	4182200	4	803	1015
Q04917	4	14-3-3 protein eta	YWHAH	1	4	18.7	246	24.152	3110400	4	804	587
Q05639	2	Elongation factor 1-alpha 2	EEF1A2	1	2	11.2	463	13.571	5400500	2	805	1272
Q06210	5;2	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	GFPT1	2	5	8.7	699;682	33.885	2431200	5	806	2392
Q06323	7	Proteasome activator complex subunit 1	PSME1	1	7	30.9	249	44.131	6912800	6	807	412
Q06587	1	E3 ubiquitin-protein ligase RING1	RING1	1	1	2.7	406	6.6772	590410	1	808	5696
Q06830	8	Peroxiredoxin-1	PRDX1	1	8	35.7	199	56.906	89658000	13	809	500
Q07020	4	60S ribosomal protein L18	RPL18	1	4	23.9	188	51.815	13050000	4	810	1993
Q07021	6	Complement component 1 Q subcomponent-binding protein, mitochondrial	C1QBP	1	6	31.6	282	43.139	20187000	7	811	163
Q07065	1	Cytoskeleton-associated protein 4	CKAP4	1	1	3.0	602	7.1702	1181400	0	812	5071
Q07157	2	Tight junction protein ZO-1	TJP1	1	2	1.8	1748	14.728	1749700	2	813	1128
Q07666	3	KH domain-containing, RNA-binding, signal transduction-associated protein 1	KHDRBS1	1	3	10.6	443	18.578	4256500	2	814	982
Q07817	1	Bcl-2-like protein 1	BCL2L1	1	1	4.3	233	6.5787	790150	1	815	1460
Q07866	2	Kinesin light chain 1	KLC1	1	2	4.4	573	14.22	1201600	2	816	4297
Q07955	6	Serine/arginine-rich splicing factor 1	SRSF1	1	6	28.2	248	39.946	9139800	8	817	683
Q07960	1	Rho GTPase-activating protein 1	ARHGAP1	1	1	3.4	439	5.9958	567830	1	818	2822
Q08211	19	ATP-dependent RNA helicase A	DHX9	1	19	20.0	1270	136.42	28774000	21	819	13
Q08945	1	FACT complex subunit SSRP1	SSRP1	1	1	1.6	709	7.915	756760	1	820	1677
Q08J23	7	tRNA (cytosine(34)-C(5))-methyltransferase	NSUN2	1	7	13.3	767	44.264	4954600	7	821	1752
Q09028	6	Histone-binding protein RBBP4	RBBP4	1	6	14.1	425	41.529	8574700	6	822	1100
Q09161	1	Nuclear cap-binding protein subunit 1	NCBP1	1	1	1.5	790	7.1295	508860	1	823	388
Q09666	42	Neuroblast differentiation-associated protein AHNAK	AHNAK	1	42	19.3	5890	268.45	48124000	46	824	80
Q10471	5	Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form	GALNT2	1	5	14.0	571	33.776	5418800	5	825	1320
Q12765	2	Secernin-1	SCRN1	1	2	7.7	414	10.894	1289700	2	826	750
Q12792	2	Twinfilin-1	TWF1	1	2	7.4	350	12.331	1077100	2	827	2634
Q12797	10	Aspartyl/asparaginyl beta-hydroxylase	ASPH	1	10	21.5	758	66.663	9992500	10	828	1947
Q12849	1	G-rich sequence factor 1	GRSF1	1	1	2.3	480	7.2984	600370	1	829	6450
Q12874	1	Splicing factor 3A subunit 3	SF3A3	1	1	1.8	501	6.4878	425140	1	830	4899
Q12904	3	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2	AIMP1	1	3	17.0	312	19.56	2457600	3	831	1956
Q12905	9	Interleukin enhancer-binding factor 2	ILF2	1	9	37.2	390	58.068	9716700	8	832	2412
Q12906	10	Interleukin enhancer-binding factor 3	ILF3	1	10	12.1	894	63.848	7981500	10	833	606
Q12907	4	Vesicular integral-membrane protein VIP36	LMAN2	1	4	17.1	356	23.337	4029800	4	834	787
Q12931	7	Heat shock protein 75 kDa, mitochondrial	TRAP1	1	7	11.1	704	44.839	4881100	7	835	151
Q13011	2	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	ECH1	1	2	6.4	328	12.838	1704900	2	836	6393
Q13045	2	Protein flightless-1 homolog	FLII	1	2	1.4	1269	12.267	917650	2	837	86
Q13126	2	S-methyl-5-thioadenosine phosphorylase	MTAP	1	2	14.1	283	16.382	2909000	2	838	1211
Q13148	3	TAR DNA-binding protein 43	TARDBP	1	3	11.6	414	22.66	6639500	3	839	2214
Q13151	4	Heterogeneous nuclear ribonucleoprotein A0	HNRNPA0	1	4	23.6	305	30.601	8361300	4	840	2025
Q13155	4	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	AIMP2	1	4	20.9	320	24.325	3417800	4	841	822
Q13162	4	Peroxiredoxin-4	PRDX4	1	4	19.6	271	26.448	3113900	4	842	2251
Q13177	6;2;1	Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34	PAK2	3	6	15.8	524;545;559	39.398	4139500	6	843	372
Q13185	5;1	Chromobox protein homolog 3	CBX3	2	5	27.9	183;191	32.764	4715700	5	844	664
Q13200	11	26S proteasome non-ATPase regulatory subunit 2	PSMD2	1	11	14.8	908	71.356	11886000	13	845	582
Q13242	1	Serine/arginine-rich splicing factor 9	SRSF9	1	1	5.0	221	6.2985	770810	1	846	3202
Q13243	2;1	Serine/arginine-rich splicing factor 5;Serine/arginine-rich splicing factor 4	SRSF5;SRSF4	2	2	4.0	272;494	13.159	3785300	2	847	2106
Q13247	1	Serine/arginine-rich splicing factor 6	SRSF6	1	1	2.6	344	5.9482	1200300	1	848	3604
Q13263	7	Transcription intermediary factor 1-beta	TRIM28	1	7	11.9	835	54.63	9917600	9	849	93
Q13283	3	Ras GTPase-activating protein-binding protein 1	G3BP1	1	3	11.6	466	22.914	8976200	3	850	1952
Q13310	4	Polyadenylate-binding protein 4	PABPC4	1	4	7.3	644	22.864	2832400	4	851	273
Q13347	5	Eukaryotic translation initiation factor 3 subunit I	EIF3I	1	5	24.9	325	35.64	5193200	6	852	946
Q13404	3;2	Ubiquitin-conjugating enzyme E2 variant 1;Ubiquitin-conjugating enzyme E2 variant 2	UBE2V1;UBE2V2	2	3	19.7	147;145	19.158	3432500	3	853	3644
Q13435	5	Splicing factor 3B subunit 2	SF3B2	1	5	6.6	895	28.607	2902800	5	854	50
Q13442	3	28 kDa heat- and acid-stable phosphoprotein	PDAP1	1	3	21.5	181	20.821	2760600	3	855	2436
Q13451	1	Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed	FKBP5	1	1	2.2	457	5.6844	384350	1	856	4302
Q13501	7	Sequestosome-1	SQSTM1	1	7	28.0	440	51.589	8809600	7	857	670
Q13509	6	Tubulin beta-3 chain	TUBB3	1	6	17.3	450	41.714	12715000	6	858	224
Q13561	3	Dynactin subunit 2	DCTN2	1	3	9.0	401	17.977	1552100	3	859	3664
Q13564	1	NEDD8-activating enzyme E1 regulatory subunit	NAE1	1	1	1.9	534	5.8513	545890	1	860	4806
Q13724	1	Mannosyl-oligosaccharide glucosidase	MOGS	1	1	1.8	837	8.7272	866450	1	861	2121
Q13813	16	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	1	16	7.6	2472	102.58	11438000	15	862	24
Q13838	11	Spliceosome RNA helicase DDX39B	DDX39B	1	11	11.9	428	66.627	13589000	11	863	245
Q9BVA1	2;2	Tubulin beta-2B chain;Tubulin beta-2A chain	TUBB2B;TUBB2A	2	2	9.4	445;445	11.55	1612200	2	864	224
Q13907	1	Isopentenyl-diphosphate Delta-isomerase 1	IDI1	1	1	5.3	227	7.987	774090	1	865	158
Q14011	1	Cold-inducible RNA-binding protein	CIRBP	1	1	8.1	172	7.8783	1123800	1	866	2111
Q14019	3	Coactosin-like protein	COTL1	1	3	19.7	142	19.319	2705800	3	867	728
Q14103	5	Heterogeneous nuclear ribonucleoprotein D0	HNRNPD	1	5	17.7	355	36.003	13622000	7	868	1621
Q14108	1	Lysosome membrane protein 2	SCARB2	1	1	2.7	478	8.0909	810450	1	869	749
Q14116	1	Interleukin-18	IL18	1	1	4.1	193	6.2704	1165700	1	870	4931
Q14152	13	Eukaryotic translation initiation factor 3 subunit A	EIF3A	1	13	10.9	1382	88.577	12232000	13	871	546
Q14157	3	Ubiquitin-associated protein 2-like	UBAP2L	1	3	4.0	1087	18.362	2369800	3	872	230
Q14166	2	Tubulin--tyrosine ligase-like protein 12	TTLL12	1	2	4.7	644	11.885	1349900	2	873	1893
Q14204	34	Cytoplasmic dynein 1 heavy chain 1	DYNC1H1	1	34	10.0	4646	220.03	27288000	34	874	120
Q14240	1	Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed	EIF4A2	1	1	3.7	407	7.0069	709660	1	875	2178
Q14247	7	Src substrate cortactin	CTTN	1	7	19.8	550	47.84	6125300	7	876	473
Q14257	2	Reticulocalbin-2	RCN2	1	2	9.8	317	15.815	2453100	2	877	1136
Q14258	4	E3 ubiquitin/ISG15 ligase TRIM25	TRIM25	1	4	7.0	630	24.668	2756200	4	878	1685
Q14315	13	Filamin-C	FLNC	1	13	6.2	2725	86.445	10771000	13	879	117
Q14444	4	Caprin-1	CAPRIN1	1	4	7.5	709	26.126	5431900	4	880	3751
Q14498	2	RNA-binding protein 39	RBM39	1	2	4.7	530	15.41	1259300	2	881	856
Q14526	1	Hypermethylated in cancer 1 protein	HIC1	1	1	1.8	733	5.7735	591850	1	882	5724
Q14566	8	DNA replication licensing factor MCM6	MCM6	1	8	12.2	821	58.906	7933700	11	883	777
Q14697	19	Neutral alpha-glucosidase AB	GANAB	1	19	28.9	944	127.94	36377000	22	884	144
Q14739	2	Lamin-B receptor	LBR	1	2	3.1	615	10.951	482740	2	885	1473
Q14839	3;2;1	Chromodomain-helicase-DNA-binding protein 4;Chromodomain-helicase-DNA-binding protein 3	CHD4;CHD3	3	3	2.4	1912;2000;1954	20.173	2046100	3	886	2327
Q14847	1	LIM and SH3 domain protein 1	LASP1	1	1	5.0	261	8.0909	2235500	1	887	2127
Q14914	1	Prostaglandin reductase 1	PTGR1	1	1	2.4	329	6.4764	1043400	2	888	4154
Q14966	1	Zinc finger protein 638	ZNF638	1	1	0.4	1978	5.8792	435820	1	889	613
Q14974	15	Importin subunit beta-1	KPNB1	1	15	21.6	876	106.0	24788000	16	890	45
Q14978	2	Nucleolar and coiled-body phosphoprotein 1	NOLC1	1	2	2.4	699	11.322	1006200	1	891	933
Q15008	2	26S proteasome non-ATPase regulatory subunit 6	PSMD6	1	2	6.9	389	12.599	1511500	2	892	1957
Q15019	7	Septin-2	SEPT2	1	7	34.1	361	45.754	9461300	7	893	2917
Q15020	3	Squamous cell carcinoma antigen recognized by T-cells 3	SART3	1	3	3.8	963	18.029	1739700	3	894	2232
Q15029	6	116 kDa U5 small nuclear ribonucleoprotein component	EFTUD2	1	6	7.9	972	46.99	4124300	6	895	149
Q15046	11	Lysine--tRNA ligase	KARS	1	11	21.9	597	69.369	12744000	12	896	1711
Q15056	2	Eukaryotic translation initiation factor 4H	EIF4H	1	2	13.7	248	18.678	3314900	2	897	1139
Q15084	7	Protein disulfide-isomerase A6	PDIA6	1	7	20.9	440	48.565	14873000	7	898	1034
Q15102	3	Platelet-activating factor acetylhydrolase IB subunit gamma	PAFAH1B3	1	3	18.2	231	21.065	2972500	3	899	247
Q15121	4	Astrocytic phosphoprotein PEA-15	PEA15	1	4	36.9	130	28.978	3379900	5	900	932
Q15126	2	Phosphomevalonate kinase	PMVK	1	2	10.9	192	15.803	976030	2	901	3440
Q15149	3;1	Plectin	PLEC	2	3	1.1	4684;5088	18.577	3088300	3	902	2098
Q15165	3	Serum paraoxonase/arylesterase 2	PON2	1	3	18.4	354	19.217	3110300	4	903	2542
Q15181	14	Inorganic pyrophosphatase	PPA1	1	14	72.3	289	98.761	26250000	15	904	32
Q15185	3	Prostaglandin E synthase 3	PTGES3	1	3	20.0	160	21.424	24257000	4	905	3779
Q15233	5	Non-POU domain-containing octamer-binding protein	NONO	1	5	11.7	471	32.81	5254700	4	906	33
Q15293	3	Reticulocalbin-1	RCN1	1	3	12.1	331	22.39	3146000	3	907	12
Q15365	5	Poly(rC)-binding protein 1	PCBP1	1	5	28.9	356	32.5	9247500	4	908	137
Q15366	9;3;1	Poly(rC)-binding protein 2	PCBP2	3	9	27.1	365;371;403	57.02	15222000	8	909	137
Q15370	3	Transcription elongation factor B polypeptide 2	TCEB2	1	3	27.1	118	19.239	1997200	3	910	3120
Q15382	3	GTP-binding protein Rheb	RHEB	1	3	17.9	184	17.727	1427300	3	911	261
Q15393	9	Splicing factor 3B subunit 3	SF3B3	1	9	10.0	1217	61.77	10151000	9	912	873
Q15427	2	Splicing factor 3B subunit 4	SF3B4	1	2	9.0	424	12.382	1649700	2	913	4461
Q15459	1	Splicing factor 3A subunit 1	SF3A1	1	1	1.9	793	6.4034	1002300	1	914	1811
Q15631	3	Translin	TSN	1	3	18.0	228	20.029	2255600	3	915	1154
Q15637	3	Splicing factor 1	SF1	1	3	7.8	639	21.289	2667400	3	916	616
Q15642	3	Cdc42-interacting protein 4	TRIP10	1	3	8.3	601	21.202	2283400	3	917	416
Q15645	3	Pachytene checkpoint protein 2 homolog	TRIP13	1	3	7.6	432	19.365	1964000	3	918	2638
Q15691	4	Microtubule-associated protein RP/EB family member 1	MAPRE1	1	4	17.2	268	28.471	3647000	4	919	579
Q15717	5	ELAV-like protein 1	ELAVL1	1	5	21.5	326	33.141	5291700	4	920	2952
Q15758	4	Neutral amino acid transporter B(0)	SLC1A5	1	4	10.0	541	26.352	3401700	4	921	1590
