Protein IDs,Protein names,Gene names,Razor + unique peptides,Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Reporter intensity 1,Reporter intensity 2,Reporter intensity 3,Reporter intensity 4,Reporter intensity 5,Reporter intensity 6,Intensity,id,Peptide IDs,Evidence IDs,Best MS/MS
Q923M1,Mitochondrial peptide methionine sulfoxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase) (PMSR),Msra,11,62.7,25.851,233,0.0,71.604,1322100.0,1321000.0,1448300.0,1275600.0,1297200.0,1585400.0,4747500000.0,4735,9701;17786;18227;30800;32549;34705;38206;38469;41504;42012;43965,51398;51399;51400;51401;51402;51403;51404;51405;51406;51407;51408;93359;93360;95794;159358;159359;159360;159361;159362;159363;159364;159365;159366;159367;159368;167754;167755;176801;176802;176803;176804;176805;176806;176807;176808;176809;176810;176811;194354;194355;194356;194357;194358;194359;194360;194361;194362;194363;194364;195857;212260;215227;215228;215229;215230;215231;215232;225510,54341
Q923S8,4'-phosphopantetheine phosphatase (EC 3.1.3.-) (Inactive pantothenic acid kinase 4) (rPanK4),Pank4 Fang1,5,8.0,86.242,773,0.0,17.232,67950.0,65895.0,66146.0,66151.0,62250.0,78147.0,178750000.0,4736,3860;4144;5981;13586;16390,20233;20234;20235;21741;21742;21743;31415;71372;85816,21341
Q923V4,F-box only protein 6 (F-box only protein 6b) (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2),Fbxo6 Fbg2 Fbs2 Fbxo6b,2,6.7,32.786,284,0.0002373,4.002,65205.0,69201.0,72198.0,59787.0,72219.0,82965.0,158880000.0,4738,7306;30789,38785;38786;159264;159265;159266;159267,40998
Q923V8,Selenoprotein F (15 kDa selenoprotein),Selenof Sep15,4,29.6,17.822,162,0.0,15.592,530410.0,520340.0,510640.0,505420.0,546990.0,638910.0,1693499999.9999998,4739,14918;17086;25931;44464,78029;78030;78031;78032;78033;78034;78035;78036;78037;78038;78039;78040;89458;89459;89460;89461;134075;134076;134077;134078;134079;134080;134081;134082;134083;134084;134085;134086;227874;227875;227876;227877;227878;227879;227880;227881;227882;227883;227884,82655
Q924C3,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Cleaved into: Ectonucleotide pyrophosphatase/phosphodiesterase family member 1, secreted form] [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]",Enpp1 Npps Pc1 Pdnp1,22,32.5,102.94,906,0.0,181.87,1089800.0,1089400.0,1089100.0,1034700.0,1067200.0,1205700.0,3170799999.9999995,4740,1727;9214;10515;13919;14408;17000;19542;22977;27351;27715;29787;30126;32372;32375;35518;37403;38614;40939;43435;43963;44902;45501,9019;48657;55489;55490;55491;55492;55493;55494;55495;55496;72987;72988;75234;89044;89045;89046;89047;89048;89049;89050;102763;102764;102765;102766;102767;102768;102769;120053;120054;120055;140985;140986;140987;140988;142618;142619;154326;155884;155885;155886;155887;155888;166809;166810;166811;166823;166824;166825;180875;180876;180877;180878;180879;189998;189999;190000;190001;190002;190003;190004;196692;196693;209165;209166;209167;209168;209169;222599;222600;222601;222602;222603;225507;225508;230105;230106;230107;230108;230109;233354;233355;233356,9531
Q924K2,FAS-associated factor 1,Faf1,5,10.2,73.744,649,0.0,11.286,77986.0,71099.0,69798.0,66576.0,75222.0,81384.0,163440000.0,4741,15536;27539;32698;37995;38436,81187;141837;141838;141839;141840;141841;168453;168454;168455;193274;195685;195686;195687;195688;195689,86008
Q924S5,"Lon protease homolog, mitochondrial (EC 3.4.21.53) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)",Lonp1 Lon Prss15,37,43.2,105.79,950,0.0,223.97,5599800.0,5544600.0,5744300.0,5123200.0,5604300.0,6557200.0,20895000000.0,4742,1673;2579;3177;3233;3234;5312;5650;5866;6087;8800;9881;10571;11821;12260;12261;14299;18863;19156;20318;21652;21993;22110;23766;23856;28888;31520;32879;33382;34314;38174;38883;38922;40413;42227;42271;42454;45539,8739;8740;8741;8742;8743;8744;8745;8746;8747;13365;13366;13367;13368;13369;13370;13371;13372;13373;16737;16738;16739;16740;16979;16980;16981;16982;16983;16984;16985;16986;16987;16988;16989;16990;16991;16992;16993;27520;27521;27522;27523;27524;27525;27526;27527;29400;29401;30793;30794;30795;30796;32112;32113;32114;32115;32116;32117;32118;32119;32120;32121;32122;46536;46537;46538;46539;46540;46541;46542;52323;52324;52325;52326;52327;52328;52329;55798;55799;55800;55801;55802;55803;55804;61753;61754;61755;64303;64304;64305;64306;64307;64308;64309;64310;64311;64312;64313;64314;64315;64316;64317;64318;64319;64320;64321;64322;64323;74803;74804;74805;74806;74807;74808;74809;74810;74811;74812;74813;74814;74815;98953;98954;98955;98956;98957;98958;98959;98960;98961;98962;98963;98964;98965;98966;98967;98968;100592;100593;100594;100595;106979;106980;106981;106982;114200;114201;114202;115700;116191;116192;116193;123329;123330;123331;123332;123802;123803;148778;148779;148780;148781;148782;148783;148784;148785;148786;162956;162957;162958;162959;169231;169232;169233;169234;169235;169236;169237;169238;169239;169240;171186;171187;171188;171189;171190;175125;194178;194179;194180;194181;194182;194183;194184;194185;194186;194187;194188;194189;194190;198239;198240;198241;198242;198389;198390;198391;198392;198393;198394;198395;198396;206230;206231;206232;206233;206234;206235;206236;206237;216263;216264;216265;216266;216267;216268;216269;216270;216271;216272;216529;216530;217616;217617;217618;233554;233555;233556;233557;233558;233559;233560;233561;233562;233563;233564,9243
Q925D4,Transmembrane protein 176B (Protein LR8) (Tolerance-related and induced transcript protein),Tmem176b Lr8 Torid,5,18.3,28.485,263,0.0,13.347,82701.0,75165.0,97548.0,69708.0,99211.0,122960.0,153660000.0,4743,14321;26105;31130;31131;34600,74911;74912;74913;134957;134958;160975;160976;160977;160978;176368;176369;176370;176371;176372,79326
Q925G1,Hepatoma-derived growth factor-related protein 2 (HRP-2) (Hepatoma-derived growth factor 3) (HDGF-3),Hdgfl2 Hdgf3 Hdgfrp2,6,8.7,74.017,669,0.0,18.159,65276.0,63142.0,65920.0,60644.0,69881.0,80027.0,176720000.0,4746,159;4689;17932;22610;23194;36692;41151,818;24401;94228;94229;94230;94231;94232;94233;94234;94235;118511;120914;186534;186535;210277;210278;210279,872
Q925S8,ATP-dependent zinc metalloprotease YME1L1 (EC 3.4.24.-) (ATP-dependent metalloprotease FtsH1) (Meg-4) (YME1-like protein 1),Yme1l1,13,23.5,79.866,715,0.0,34.913,255590.0,260410.0,265320.0,244600.0,254810.0,320910.0,727650000.0,4747,2769;13004;16029;17495;23625;27577;30268;30367;31439;32342;37255;38453;39977,14637;14638;14639;14640;14641;14642;68422;83934;91615;122691;122692;122693;122694;122695;142027;142028;142029;142030;142031;156579;156580;156581;156582;157027;157028;157029;157030;157031;157032;157033;157034;162549;162550;162551;162552;166679;166680;166681;166682;166683;166684;166685;189213;195771;203658,15454
Q99068,Alpha-2-macroglobulin receptor-associated protein (Alpha-2-MRAP) (Gp330-binding 45 kDa protein) (Low density lipoprotein receptor-related protein-associated protein 1) (RAP),Lrpap1,15,44.7,42.031,360,0.0,46.543,762500.0,714260.0,694140.0,710400.0,697690.0,778750.0,2626200000.0,4748,7671;10513;14274;18824;19946;21020;22466;23647;26650;28172;32861;34921;35730;41183;43274,40492;40493;40494;55484;55485;74600;98786;98787;104858;104859;104860;104861;110845;110846;110847;117898;117899;122773;122774;122775;122776;137712;145064;145065;145066;145067;145068;169146;169147;169148;177866;177867;177868;181941;181942;181943;181944;181945;210477;221796;221797;221798,42799
Q99376,Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (CD antigen CD71),Tfrc Trfr,20,31.1,85.875,761,0.0,94.55,1423800.0,1325400.0,1448000.0,1336900.0,1286100.0,1477000.0,2943999999.9999995,4749,1369;5174;20528;23546;23619;23862;24327;24608;24992;26671;27980;28015;28165;31156;33037;33607;34551;37024;43214;43810,6992;6993;6994;6995;6996;26830;26831;26832;26833;108115;108116;122283;122284;122651;122652;122653;122654;122655;122656;122657;122658;122659;122660;122661;123827;123828;126041;126042;126043;126044;126045;126046;126047;126048;126049;126050;126051;127517;127518;127519;129360;129361;137798;137799;137800;137801;137802;143924;143925;143926;143927;143928;143929;144104;144105;144106;144107;144108;144109;145042;145043;145044;161104;161105;169898;169899;169900;172270;172271;172272;176090;176091;188066;188067;188068;188069;221519;224703;224704;224705,7374
Q99J82,Integrin-linked protein kinase (EC 2.7.11.1) (59 kDa serine/threonine-protein kinase) (Beta-integrin-linked kinase) (ILK-1) (ILK-2) (p59ILK),Ilk ILK1 ILK2,12,30.8,51.373,452,0.0,31.552,713920.0,736210.0,769150.0,673340.0,702820.0,851340.0,1573799999.9999998,4750,5624;12407;13003;14992;16581;18731;26556;28439;28742;32981;44492;45147,29222;29223;29224;29225;29226;65195;65196;65197;68416;68417;68418;68419;68420;68421;78398;78399;78400;86788;86789;86790;98347;98348;98349;98350;98351;98352;98353;137219;137220;137221;146576;148109;148110;148111;148112;169701;169702;169703;227975;231560;231561,30862
Q99J86,Attractin (Protein zitter),Atrn,3,1.8,158.67,1432,0.00026998,6.9367,129010.0,136470.0,82726.0,127060.0,130570.0,97002.0,91175000.0,4751,9275;11223;15222,48920;48921;59082;59083;59084;79485;79486,51717
Q99JD3,Mitochondrial 2-oxodicarboxylate carrier (Solute carrier family 25 member 21),Slc25a21 Odc,7,21.8,33.278,298,0.0,16.778,370170.0,374550.0,379070.0,348930.0,359810.0,406060.0,375770000.0,4752,9034;9777;14287;15557;16008;37413;38115,47614;47615;47616;47617;47618;47619;51843;74678;74679;81334;83741;190037;190038;193837;193838;193839,50350
Q99JD4,CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2),Clasp2,4,4.0,140.64,1286,0.0,9.7363,44528.0,44808.0,52817.0,45231.0,47308.0,57905.0,52940000.0,4753,9558;9640;38353;42157,50544;50545;50986;195204;215890;215891,53423
Q99JE6,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-3) (Phospholipase C-beta-3) (PLC-beta-3)",Plcb3,4,3.6,139.45,1234,0.0,10.472,21017.0,19894.0,17135.0,18113.0,21328.0,23149.0,21881000.0,4754,3725;7845;12346;18948,19506;41396;41397;41398;41399;64886;64887;99363;99364,20579
Q99M63,"WD40 repeat-containing protein SMU1 (Brain-enriched WD repeat-containing protein) (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]",Smu1 Bwd,12,26.3,57.55,513,0.0,39.809,267500.0,281490.0,296860.0,269150.0,286700.0,351790.0,675100000.0,4755,227;7510;7597;7779;8627;9560;21099;35649;36043;39192;39875;45344,1137;39680;39681;39682;39683;40106;41071;41072;41073;45681;50547;111231;111232;111233;183463;183464;199712;203157;203158;232588;232589;232590,1213
Q99M64,Phosphatidylinositol 4-kinase type 2-alpha (EC 2.7.1.67) (55 kDa type II phosphatidylinositol 4-kinase) (Phosphatidylinositol 4-kinase type II-alpha),Pi4k2a Pi4kii,6,17.2,54.304,478,0.0,10.108,34341.0,34804.0,45604.0,31204.0,33500.0,51891.0,94635000.0,4756,4346;5216;11563;24602;40442;44921,22740;27027;60693;127497;127498;206366;206367;206368;230199,24004
Q99MA2,Xaa-Pro aminopeptidase 2 (EC 3.4.11.9) (Membrane-bound aminopeptidase P) (Membrane-bound APP) (mAPP) (X-prolyl aminopeptidase 2),Xpnpep2,4,7.9,76.079,674,0.0,14.855,27811.0,30243.0,24641.0,26739.0,26408.0,27023.0,55128000.0,4757,4282;17492;24465;30488,22373;22374;91604;126848;157598;157599;157600;157601,23603
Q99MB4,Zinc-regulated GTPase metalloprotein activator 1 (EC 3.6.5.-) (Cobalamin synthase W domain-containing protein 1) (COBW domain-containing protein 1),Zng1 Cbwd1,3,10.2,43.931,394,0.0,9.2489,21261.0,21148.0,22329.0,20358.0,22964.0,27105.0,46158000.0,4758,11511;37978;39923,60523;60524;193211;193212;203405,64003
Q99MC0,Protein phosphatase 1 regulatory subunit 14A (17 kDa PKC-potentiated inhibitory protein of PP1) (Protein kinase C-potentiated inhibitor protein of 17 kDa) (CPI-17),Ppp1r14a Cpi Cpi17,3,28.6,16.697,147,0.0,14.386,35970.0,32508.0,29705.0,32047.0,33996.0,39795.0,132730000.0,4759,8253;16766;32229,43649;43650;87871;87872;87873;87874;87875;166195;166196;166197,46133
Q99MI7,NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3),Uba3 Ube1c,10,33.5,51.723,462,0.0,36.815,279690.0,292050.0,286790.0,268510.0,287050.0,343440.0,628220000.0,4760,1180;10579;11068;11469;20159;20985;22140;27073;36426;42579,6007;6008;55834;55835;55836;55837;58219;58220;60359;60360;106091;106092;106093;110600;110601;116325;116326;116327;116328;139700;139701;139702;185279;185280;185281;185282;185283;185284;185285;185286;218284;218285;218286,6342
Q99ML5,Prenylcysteine oxidase 1 (EC 1.8.3.5) (Chloride ion pump-associated 55 kDa protein),Pcyox1 Clp55,14,43.5,56.287,504,0.0,67.739,526440.0,482250.0,490440.0,487500.0,459640.0,545290.0,2535000000.0,4761,1479;9688;10578;19045;23041;24892;26522;29026;29931;38539;43661;44454;45158;45880,7664;7665;51341;51342;51343;55832;55833;99897;99898;99899;99900;99901;120367;120368;128899;128900;128901;128902;136979;136980;136981;149672;155021;155022;155023;155024;155025;155026;155027;155028;155029;155030;196307;223775;223776;227800;227801;227802;227803;231589;231590;235269;235270;235271;235272,8104
Q99MS0,SEC14-like protein 2 (Alpha-tocopherol-associated protein) (TAP) (Squalene transfer protein) (Supernatant protein factor) (SPF),Sec14l2,23,69.0,46.166,403,0.0,148.75,2421700.0,2421100.0,2350700.0,2252200.0,2327600.0,2733100.0,11848000000.0,4762,1461;4571;11217;13010;14148;16400;18356;19570;20195;20701;20822;22526;23402;24917;24918;26657;31612;32284;33355;41541;43251;44490;45721,7535;7536;7537;7538;7539;7540;7541;7542;7543;7544;7545;7546;7547;7548;7549;7550;7551;7552;7553;7554;7555;23872;23873;23874;23875;23876;23877;59055;59056;59057;59058;59059;59060;59061;59062;59063;59064;59065;59066;59067;68440;68441;68442;68443;74048;74049;74050;74051;74052;74053;74054;85862;85863;85864;85865;96514;96515;96516;96517;96518;96519;96520;96521;102910;102911;102912;102913;102914;102915;102916;102917;106281;106282;106283;106284;106285;106286;106287;106288;109231;109232;109233;109234;109235;109236;109237;109238;109239;109240;109241;109842;109843;109844;109845;109846;109847;109848;109849;109850;109851;109852;109853;109854;109855;118201;118202;118203;118204;118205;118206;118207;121725;121726;129009;129010;129011;129012;129013;129014;137730;137731;137732;137733;137734;137735;137736;137737;163416;166459;166460;166461;171100;171101;171102;171103;171104;171105;171106;171107;171108;171109;212448;212449;212450;212451;221724;227960;227961;227962;227963;234573;234574;234575;234576;234577;234578;234579;234580,7970
Q99MY2,"Diphosphoinositol polyphosphate phosphohydrolase 2 (DIPP-2) (rDIPP2) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 2) (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 4) (Nudix motif 4)",Nudt4 Dipp2,5,40.2,20.138,179,0.0,20.745,175430.0,170980.0,275030.0,166000.0,163230.0,308890.0,611340000.0,4763,12504;26112;35118;42463;45749,65713;65714;65715;65716;65717;134993;178885;178886;178887;217664;217665;234714;234715;234716;234717;234718,69528
Q99MZ8,LIM and SH3 domain protein 1 (LASP-1),Lasp1,15,51.7,29.97,263,0.0,53.511,990340.0,977230.0,1088800.0,951520.0,1236900.0,1342300.0,4909300000.0,4764,566;8500;11230;15556;21698;23043;25854;29004;29005;33332;33396;38435;39534;45268;45401,2796;2797;2798;2799;45034;45035;59100;81326;81327;81328;81329;81330;81331;81332;81333;114387;114388;114389;114390;120372;120373;120374;120375;133720;149546;149547;149548;149549;149550;171017;171018;171019;171279;171280;195676;195677;195678;195679;195680;195681;195682;195683;195684;201404;201405;201406;201407;201408;201409;201410;232137;232138;232870;232871;232872;232873,2986
Q99N27,Sorting nexin-1,Snx1,9,16.9,59.044,522,0.0,29.791,205570.0,206220.0,225900.0,197900.0,227040.0,251230.0,492570000.0,4765,2569;5434;8882;10367;14173;18749;27071;41627;44483;46228,13309;13310;13311;13312;13313;13314;13315;13316;13317;13318;13319;13320;13321;28029;28030;28031;46891;46892;46893;46894;54801;54802;54803;74138;74139;98475;139694;139695;139696;213000;227937;237198;237199,14043
Q99N37,Rho GTPase-activating protein 17 (Neuron-associated developmentally-regulated protein) (Nadrin) (Rho-type GTPase-activating protein 17),Arhgap17,4,5.8,93.753,858,0.0,13.14,52080.0,51375.0,57088.0,48676.0,51393.0,60714.0,62875000.0,4766,10087;23861;28205;38229,53539;123825;123826;145224;194458,56608
Q99NA5,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)",Idh3a,16,43.7,39.613,366,0.0,138.02,1781300.0,1712800.0,1739200.0,1718100.0,1667200.0,2075600.0,5865899999.999999,4767,2949;4805;6549;11194;12124;18534;18983;19382;23240;25710;29363;31436;36409;38274;39510;44440,15461;15462;15463;24949;24950;34706;58937;58938;58939;58940;58941;58942;58943;58944;58945;58946;58947;58948;58949;58950;63459;63460;63461;63462;63463;63464;63465;63466;63467;63468;63469;97355;97356;97357;99556;99557;99558;99559;99560;101850;101851;101852;101853;101854;101855;101856;101857;101858;121084;132988;132989;151685;151686;151687;151688;151689;151690;151691;151692;162523;162524;162525;162526;162527;162528;162529;185194;185195;185196;185197;185198;185199;194725;194726;194727;201287;201288;201289;227754,16320
Q99NB7,Acetyl-coenzyme A thioesterase (EC 3.1.2.1) (Acyl-CoA thioester hydrolase 12) (Acyl-coenzyme A thioesterase 12) (Acyl-CoA thioesterase 12) (Cytoplasmic acetyl-CoA hydrolase 1) (CACH-1) (rACH) (rCACH-1),Acot12 Cach Cach1,18,32.7,62.017,556,0.0,99.133,2028900.0,1966700.0,1719200.0,1917100.0,1990000.0,1742400.0,5342700000.0,4768,5693;12412;12523;13483;15309;17176;19879;21811;22401;23529;24003;27112;35543;35641;40775;41088;41785;44435,29652;29653;29654;29655;29656;29657;65213;65214;65215;65216;65217;65218;65219;65220;65221;65222;65835;65836;65837;65838;70899;70900;70901;70902;70903;70904;70905;70906;79948;79949;79950;79951;79952;79953;89837;89838;89839;89840;89841;89842;89843;104537;104538;104539;114911;114912;114913;117507;117508;117509;117510;122232;122233;124507;124508;124509;139881;181009;181010;181011;181012;181013;181014;181015;181016;181017;181018;181019;181020;181524;181525;181526;181527;181528;181529;181530;208252;208253;208254;209952;209953;213859;213860;213861;213862;227746;227747;227748;227749,31313
Q99ND9,RWD domain-containing protein 1 (Small androgen receptor-interacting protein),Rwdd1 Sarip,4,18.9,27.782,243,0.00028329,8.1025,85671.0,88897.0,87694.0,83200.0,89314.0,116720.0,135100000.0,4769,2043;10222;12920;45744,10682;54195;54196;67988;67989;67990;234693,11295
Q99P39,Cysteine desulfurase (EC 2.8.1.7),Nfs1 Nifs,14,42.4,50.012,451,0.0,137.58,640030.0,633070.0,656540.0,600430.0,657150.0,768510.0,2051600000.0,4770,1853;7735;10041;10448;11041;14384;17594;18525;22849;30536;33344;35949;41094;43629,9688;9689;9690;9691;9692;40828;40829;40830;40831;40832;53283;53284;53285;53286;55184;55185;55186;55187;55188;55189;58106;58107;58108;58109;58110;75145;75146;75147;75148;92203;97304;119487;119488;157796;157797;157798;171051;171052;171053;171054;171055;182942;182943;182944;182945;182946;209980;209981;209982;223527;223528,10251
Q99P55,Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1),Sgpp1,2,4.0,47.649,430,0.0093954,1.9311,16537.0,17090.0,18334.0,16186.0,18819.0,21119.0,58995000.0,4771,23765;24841,123328;128641;128642;128643,130830
Q99P63,"Calcium uptake protein 2, mitochondrial (EF-hand domain-containing family member A1)",Micu2 Efha1 Smhs2 09C01,4,15.0,49.441,432,0.0,11.984,97298.0,86797.0,83576.0,115990.0,84498.0,110840.0,113410000.0,4772,6052;16575;19618;40728,31808;31809;31810;31811;86751;103179;103180;103181;208022;208023;208024,33595
Q99P75,Ras-related protein Rab-9A,Rab9a Rab9,5,29.9,22.895,201,0.0,13.373,363000.0,352540.0,366380.0,346490.0,362730.0,413810.0,738940000.0,4773,6941;7533;9361;11253;20130,36923;36924;36925;36926;36927;39791;39792;49398;49399;49400;49401;49402;59192;59193;59194;59195;59196;59197;105918;105919;105920;105921,39028
Q99P77,GTP-binding protein 4 (Chronic renal failure gene protein) (Nucleolar GTP-binding protein 1),Gtpbp4 Crfg Nog1,8,12.4,74.287,637,0.0,15.442,114420.0,116290.0,158620.0,103170.0,119990.0,187160.0,175190000.0,4774,5314;5571;14374;19000;21482;26916;27602;30620,27537;28861;28862;28863;75121;99641;99642;99643;113335;138985;142126;158238;158239;158240,29111
Q99PD4,Actin-related protein 2/3 complex subunit 1A,Arpc1a,12,34.9,41.599,370,0.0,81.567,853350.0,864320.0,910250.0,810790.0,840330.0,1058500.0,1430400000.0,4775,5793;12170;12865;12918;25703;29658;31172;37217;37378;38981;41475;44529,30207;30208;30209;63754;63755;63756;63757;63758;67724;67725;67726;67981;67982;67983;67984;67985;67986;132907;153577;153578;153579;153580;153581;153582;153583;161193;189039;189040;189857;189858;189859;198674;198675;198676;198677;198678;198679;212128;228106,31903
Q99PF5,Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (MAP2 RNA trans-acting protein 1) (MARTA1),Khsrp Fubp2,22,35.5,74.226,721,0.0,290.13,862520.0,813870.0,895060.0,789560.0,908540.0,1158700.0,3005199999.9999995,4776,1913;4240;4555;4999;7208;15659;17229;18756;19031;19796;19881;20143;21062;21086;29058;32104;32183;32853;32854;37397;39775;41599,10003;10004;10005;10006;10007;10008;22175;22176;22177;22178;23815;25780;38328;38329;81961;81962;90082;90083;90084;90085;90086;90087;90088;90089;98497;98498;99814;104082;104083;104084;104543;104544;105987;105988;111082;111083;111084;111169;111170;149859;149860;165617;165618;165619;166011;166012;166013;166014;169130;169131;169132;169133;169134;189954;189955;189956;189957;189958;189959;189960;189961;202641;202642;202643;212803;212804;212805;212806,10578
Q99PK0,Pre-mRNA-splicing factor SYF1 (Adapter protein ATH-55) (XPA-binding protein 2),Xab2 Ath55 Syf1,3,4.0,99.996,855,0.00023579,3.8789,16084.0,16540.0,16231.0,16336.0,14470.0,20444.0,36098000.0,4777,139;18125;44475,705;95194;95195;95196;227912,753
Q99PM1,TOX high mobility group box family member 4 (Epidermal Langerhans cell protein LCP1),Tox4,2,4.2,66.009,619,0.00089948,3.0879,8112.6,5167.4,5218.5,5751.8,5215.6,6917.6,23300000.0,4778,16990;18045,88978;94837;94838,94285
Q99PS8,Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein) (HPRG) (Histidine-rich glycoprotein 1) (HRG1),Hrg Hrg1,13,10.5,59.048,525,0.0,152.69,1412500.0,1334200.0,1043400.0,1372300.0,1671600.0,1181600.0,4721700000.0,4779,1095;7486;7487;15828;16325;31654;32686;35556;37402;39724;39847;42184;43219,5536;5537;5538;5539;5540;5541;39560;39561;39562;39563;39564;39565;39566;39567;39568;39569;39570;82830;82831;82832;82833;85504;85505;85506;85507;85508;163581;163582;163583;168396;168397;181073;189991;189992;189993;189994;189995;189996;189997;202387;202968;216049;216050;216051;216052;216053;216054;216055;221548;221549;221550;221551;221552;221553;221554,5844
Q99PV2,"Syntaxin binding protein 3, isoform CRA_a (Syntaxin binding protein Munc18-3) (Syntaxin-binding protein 3)",Stxbp3 munc-18c rCG_29032,14,25.3,68.02,593,0.0,40.818,244360.0,247260.0,259800.0,216950.0,243760.0,298270.0,543940000.0,4780,536;2676;6140;8596;18297;19394;22676;22746;33752;34534;35855;38191;39364;39624,2651;2652;2653;2654;2655;13856;32417;32418;45511;45512;45513;45514;45515;96209;96210;96211;101899;101900;118782;119089;119090;119091;172899;172900;176016;182509;182510;194275;194276;194277;194278;200628;201861;201862,2832
Q9EPB1,Dipeptidyl peptidase 2 (EC 3.4.14.2) (Dipeptidyl aminopeptidase II) (Dipeptidyl peptidase 7) (Dipeptidyl peptidase II) (DPP II) (Quiescent cell proline dipeptidase),Dpp7 Dpp2,7,24.0,55.114,500,0.0,68.108,320220.0,333840.0,346230.0,288840.0,316070.0,403890.0,955570000.0,4781,419;6524;6801;7942;22668;31632;45772,2043;2044;34546;34547;34548;34549;34550;35905;35906;35907;35908;41931;41932;41933;118735;118736;118737;118738;163493;234800;234801;234802,2184
Q9EPF2,Cell surface glycoprotein MUC18 (Gicerin) (Melanoma cell adhesion molecule) (Melanoma-associated antigen MUC18) (CD antigen CD146),Mcam Muc18,2,3.7,71.326,648,0.00023196,3.5538,2124.2,2209.7,1731.7,2238.2,2826.0,3038.6,6563400.0,4782,12474;44016,65559;225733;225734;225735;225736,69357
Q9EPH2,MARCKS-related protein (Brain protein F52) (MARCKS-like protein 1) (Macrophage myristoylated alanine-rich C kinase substrate) (Mac-MARCKS) (MacMARCKS),Marcksl1 Mlp,6,69.3,19.847,199,0.0,35.251,117210.0,94266.0,100380.0,114490.0,107060.0,120510.0,331280000.0,4783,58;9562;14683;15162;15265;15597,246;247;248;50551;50552;76803;76804;79198;79199;79200;79201;79202;79746;79747;79748;81616,261
Q9EPH8,Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1),Pabpc1 Pabp1,28,18.4,70.7,636,0.0,224.38,3710600.0,3751400.0,4604300.0,3445900.0,3821700.0,5265600.0,14999000000.0,4784,2038;2185;2668;3882;4094;4172;9415;9431;13369;14254;15466;15471;17893;21514;22111;25793;29952;29953;30392;30393;31606;31799;35864;36050;40891;42662;43659;45846,10665;11385;11386;11387;11388;11389;11390;11391;11392;11393;11394;11395;11396;11397;11398;11399;11400;11401;11402;11403;11404;11405;11406;13822;13823;13824;13825;20344;21457;21458;21459;21865;21866;49745;49746;49747;49748;49749;49750;49751;49752;49753;49848;49849;49850;49851;49852;49853;49854;49855;49856;49857;70356;70357;70358;70359;74507;74508;74509;80796;80797;80798;80799;80800;80801;80802;80803;80804;80834;80835;80836;80837;94017;94018;94019;94020;94021;94022;113500;113501;113502;113503;113504;116194;116195;116196;116197;116198;133400;155147;155148;155149;155150;155151;155152;155153;157133;157134;157135;157136;157137;157138;157139;163386;163387;164190;164191;182545;183545;183546;183547;183548;183549;183550;183551;183552;183553;183554;183555;183556;183557;208887;208888;218890;218891;218892;218893;218894;218895;218896;218897;218898;218899;218900;223765;223766;223767;223768;223769;223770;223771;235120;235121;235122;235123;235124;235125;235126;235127;235128,11276
Q9EPJ0,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,Nucks1 Nucks,5,37.4,27.14,243,0.0,31.263,105780.0,105160.0,153280.0,100710.0,154650.0,199790.0,568980000.0,4786,3803;5356;7410;11019;43696,19917;19918;19919;19920;19921;27690;39220;39221;57970;57971;57972;224076;224077;224078;224079;224080;224081;224082,21015
