Gene names,Reporter intensity 3 set1,Reporter intensity 2 set1,Reporter intensity 2 ,Protein names,Reporter intensity 1 set1,Intensity,Reporter intensity 1 set2,Reporter intensity 3 set2,Reporter intensity 4 set3,Reporter intensity 1 ,Reporter intensity 4 ,Reporter intensity 2 set3,Reporter intensity 2 set2,Reporter intensity 3 set3,Best MS/MS,Reporter intensity 3 ,Sequence coverage [%],Reporter intensity 1 set3,Evidence IDs,Reporter intensity 4 set2,Q-value,Mol. weight [kDa],Peptide IDs,Protein IDs,Razor + unique peptides,Score,Reporter intensity 4 set1,Sequence length
EIF3C EIF3S8,212670.0,184750.0,173010.0,Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),213590.0,526060000.0,160420.0,156570.0,80372.0,175600.0,168480.0,77431.0,139970.0,89434.0,7487,194810.0,30.4,89239.0,7185;11083;11084;11085;11086;11087;11088;11089;11090;12168;12169;12170;12171;12172;12173;15136;22919;22920;22921;22922;22923;22924;24784;30113;30114;30115;40805;40806;40807;48865;48866;52991;52992;52993;52994;52995;54839;54840;55379;56564;56565;56566;61408;61409;61410;61411;70348;78219;78220;78221;78222;78223;78483;78484;78485;78748;80117;80118;80119;82452;83998;83999;88963;88964;88965;88966;88967;88968;89727;89728;89729;89730;89731;89732;89733;89734;104395;104396;104397;104398,123410.0,0.0,105.34,2045;3164;3461;4332;6468;7001;8601;11658;13803;14928;14929;15502;15681;16061;17506;20197;22516;22602;22703;23188;23922;24358;25819;26056;30025,Q99613,25,157.72,186430.0,913
DNAJC7 TPR2 TTC2,74763.0,63624.0,32089.0,DnaJ homolog subfamily C member 7 (Tetratricopeptide repeat protein 2) (TPR repeat protein 2),49862.0,89990000.0,13017.0,19255.0,25308.0,28533.0,33345.0,26948.0,17963.0,32210.0,33,36551.0,32.4,22742.0,30;31;32;5405;5439;5440;18793;19327;19660;26147;26148;28260;28261;28262;44027;44699;44700;53446;55078;55079;55080;55081;55082;69757;71833;71834;71835;71846,16960.0,0.0,56.44,14;1547;1561;5326;5460;5543;7458;8084;12542;12751;15068;15581;20023;20619;20623,Q99615,15,61.608,81137.0,494
PHB2 BAP REA,161730.0,140460.0,234740.0,Prohibitin-2 (B-cell receptor-associated protein BAP37) (D-prohibitin) (Repressor of estrogen receptor activity),143920.0,520580000.0,167400.0,208700.0,105550.0,245780.0,228230.0,109160.0,179620.0,122350.0,15912,267720.0,60.9,123230.0,15306;15307;15308;15309;15310;27142;27143;27144;27145;27146;27147;27148;27149;27150;27151;27152;29183;29184;29185;29186;29187;29188;29189;31855;31856;31857;31858;40184;40185;40186;47004;47005;50052;50053;50054;51006;51007;51008;51009;52148;52149;52150;52151;52152;52153;52154;52155;52156;52157;52158;52504;52505;54894;54895;61104;63574;63575;63576;63577;63578;63579;79216;79217;79218;79219;79220;79221;79222;79223;79224;90932;100479;100480;100481;100482;100664;100665;100666,182130.0,0.0,33.296,4375;7784;8355;9135;11502;13336;14132;14414;14704;14796;15515;17428;18158;22864;26369;28955;29003,Q99623,17,74.484,139660.0,299
COPS8 CSN8,5266.3,4087.5,7660.8,COP9 signalosome complex subunit 8 (SGN8) (Signalosome subunit 8) (COP9 homolog) (hCOP9) (JAB1-containing signalosome subunit 8),5770.5,41546000.0,0.0,0.0,0.0,7528.2,7116.2,0.0,0.0,0.0,32312,8045.1,27.8,0.0,31101;31102;31103;37315;37316;37317;56122;56123;56124;56125;56126;67132;67133,0.0,0.0,23.225,8910;10674;15920;19293,Q99627,4,29.559,5077.7,209
KIF2C KNSL6,4393.1,4004.6,0.0,Kinesin-like protein KIF2C (Kinesin-like protein 6) (Mitotic centromere-associated kinesin) (MCAK),4613.4,4335700.0,5446.5,5909.9,0.0,0.0,0.0,0.0,5152.5,0.0,2998,0.0,6.8,0.0,2891;2892;23055;23256,5081.2,0.0,81.312,833;6501;6564,Q99661,3,4.3802,3778.9,725
ATXN2 ATX2 SCA2 TNRC13,0.0,0.0,5180.5,Ataxin-2 (Spinocerebellar ataxia type 2 protein) (Trinucleotide repeat-containing gene 13 protein),0.0,12006000.0,2628.4,2705.2,2145.2,6193.9,4977.4,2183.6,2463.8,2904.0,69200,6030.9,1.9,2319.7,65958;65959;65960;87183;87184;87185,2404.9,0.0,140.28,18913;25318,Q99700,2,7.5833,0.0,1313
HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2,11508.0,11224.0,39826.0,3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH),10734.0,283890000.0,26815.0,27529.0,4493.9,42509.0,38093.0,5251.9,25593.0,5202.8,15058,45127.0,73.9,4863.2,14474;36421;36422;36423;36424;38717;38718;38719;40001;40002;40003;40004;41440;41441;41442;41443;41444;54397;55325;55326;55327;55328;61261;61262;61263;61264;61265;61266;67847;67848;67849;67850;67851;67852;67853;68110;68111;68112;68113;68114;68115;68116;96255;96256;96257;96258;96259;96939;96940;96941;96942;101001;101002;101003;101004;101005;101006;101007;101008;101009;101010;101011;101012;101013,22937.0,0.0,26.923,4138;10424;11073;11447;11832;15368;15661;17463;17464;19499;19575;27870;28049;29100,Q99714,14,209.35,10666.0,261
HNRNPAB ABBP1 HNRPAB,40254.0,36050.0,74531.0,Heterogeneous nuclear ribonucleoprotein A/B (hnRNP A/B) (APOBEC1-binding protein 1) (ABBP-1),43648.0,126280000.0,40587.0,27860.0,35276.0,85603.0,72730.0,37337.0,26498.0,39940.0,15510,80727.0,28.6,44760.0,14912;14913;21022;28892;28893;28894;28895;28896;28897;29022;29023;29024;29025;29026;29027;30914;30915;35716;35717;36008;36385;53923;53924;53925;53926;70136;70137,25602.0,0.0,36.224,4265;5916;8263;8308;8844;10238;10317;10415;15232;20141,Q99729,9,45.736,39593.0,332
NAP1L4 NAP2,98330.0,87242.0,80167.0,Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2),82645.0,314480000.0,45102.0,47566.0,39196.0,77405.0,80108.0,41525.0,43226.0,46687.0,137,92859.0,40.8,37528.0,127;128;129;130;131;132;133;134;135;1648;1649;1650;10358;33503;33504;33505;33506;33507;57357;57358;57359;59043;59044;59045;59046;59047;59048;59049;59050;59051;59052;59053;59054;67119;67120;67121;67122;67123;67124;67125;67126;67127;71855;71856;71857;71858;75281;75282;75283;75284;75285;75286;75287;75288;75289;79401;79402;79403;82410;82411;82412;82413;105410;105411;105412;105413;105414;105415;105416;105417,38991.0,0.0,42.823,47;472;2953;9614;9615;16327;16825;19290;20628;21634;22924;23915;30365;30366,Q99733,14,147.37,91045.0,375
MGST2 GST2,15318.0,14172.0,19456.0,Microsomal glutathione S-transferase 2 (Microsomal GST-2) (EC 2.5.1.18) (Glutathione peroxidase MGST2) (EC 1.11.1.-) (Leukotriene C4 synthase MGST2) (EC 4.4.1.20) (Microsomal glutathione S-transferase II) (Microsomal GST-II),14765.0,93742000.0,11676.0,14050.0,13106.0,21120.0,20057.0,15558.0,12730.0,17288.0,108040,20950.0,10.9,15295.0,103263;103264;103265;103266;103267;103268;103269;103270;103271;103272;103273;103274;103275;103276;107513;107514,11010.0,0.0,16.62,29731;30918,Q99735,2,22.446,13047.0,147
NAPG SNAPG,26278.0,24729.0,3989.1,Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein gamma),20186.0,29207000.0,0.0,0.0,1654.6,4633.5,3832.6,1382.2,0.0,1623.8,10348,4119.5,23.4,1871.5,9928;9929;9930;20175;20176;20177;29748;29749;49607;61205;104956;104957,0.0,0.0,34.746,2827;5679;8502;13988;17450;30218,Q99747,6,29.762,19077.0,312
TXN2 TRX2,0.0,0.0,0.0,"Thioredoxin, mitochondrial (MTRX) (Mt-Trx) (Thioredoxin-2)",0.0,11906000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34499,0.0,37.3,0.0,33190;33191;33192;33193;96596;104070,0.0,0.0,18.383,9529;9530;27951;29929,Q99757,4,22.608,0.0,166
MIPEP MIP,16264.0,15445.0,0.0,Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59),14235.0,12180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66555,0.0,6.0,0.0,63441;64776;66372;95378,0.0,0.0,80.64,18108;18511;19050;27656,Q99797,4,9.3793,14592.0,713
ACO2,29638.0,25719.0,41030.0,"Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)",29766.0,229850000.0,100160.0,109810.0,51257.0,41958.0,37384.0,53553.0,105230.0,60089.0,5107,43586.0,43.1,63115.0,4899;4900;13735;14747;14748;14749;17306;17307;17308;17309;17310;17311;22679;22680;22681;31952;31953;31954;31955;31956;31957;31958;32481;32482;32483;32484;32485;32486;35084;35085;35086;36895;52294;52295;52296;52297;52298;56326;59409;59410;59411;67306;67307;67308;67309;67310;67311;71913;71914;71915;71916;72003;72004;75119;77175;77176;77177;86096;86097;86098;86099;95575;95727;95728;95729;95730;95731;95732;95733;95734;95735;96091;96092;96093;96094;96095;98418;105378;105379;105380,99599.0,0.0,85.424,1402;3921;4220;4914;6394;9168;9322;9323;10069;10563;14738;15988;16927;19341;20639;20670;21582;22198;25004;27704;27745;27746;27830;28421;30351,Q99798,25,159.45,35033.0,780
TM9SF2,28767.0,24952.0,30976.0,Transmembrane 9 superfamily member 2 (p76),25478.0,92311000.0,0.0,0.0,25439.0,38288.0,25824.0,24963.0,0.0,25314.0,11285,33695.0,19.3,24800.0,10831;10832;17505;29629;29630;29631;29632;29633;29634;44206;44207;46207;46208;59194;59195;71756;80429;80430;108125;108126;108127;108128,0.0,0.0,75.775,3104;4978;8478;12592;13131;16869;20598;23317;31111,Q99805,9,39.8,26272.0,663
SLC29A1 ENT1,0.0,0.0,0.0,"Equilibrative nucleoside transporter 1 (hENT1) (Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (Equilibrative NBMPR-sensitive nucleoside transporter) (es nucleoside transporter) (Nucleoside transporter, es-type) (Solute carrier family 29 member 1)",0.0,13983000.0,0.0,0.0,4064.0,0.0,0.0,3641.4,0.0,4341.6,3866,0.0,8.6,3344.0,3717;3718;3719;59605;59606,0.0,0.0,50.219,1081;17002;17003,Q99808,3,42.063,0.0,456
TSG101,16072.0,15038.0,0.0,Tumor susceptibility gene 101 protein (ESCRT-I complex subunit TSG101),14084.0,8375600.0,0.0,0.0,2345.7,0.0,0.0,2166.0,0.0,2205.0,13569,0.0,15.4,2424.7,13049;14981;27824;44282;59130,0.0,0.0,43.944,3719;4284;7971;12614;16846,Q99816,5,12.341,15131.0,390
CPNE1 CPN1,39061.0,35282.0,15044.0,Copine-1 (Chromobindin 17) (Copine I),42399.0,226510000.0,13315.0,13672.0,31179.0,17830.0,16359.0,31297.0,11718.0,36121.0,7849,18721.0,25.3,32884.0,7541;7542;7543;7544;7545;7546;13975;13976;13977;13978;13979;13980;13981;19623;19624;19625;19626;30616;30617;30618;40925;40926;40927;40928;40929;40930;40931;40932;40933;68982;68983;68984;68985;71993;71994;71995;71996;71997;81711;81712;81721;104248,11840.0,0.0,59.058,2134;3993;5529;8755;8756;11692;11693;19806;20665;23711;23715;29986,Q99829,12,64.217,34178.0,537
CCT7 CCTH NIP7-1,180590.0,147380.0,133670.0,"T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (HIV-1 Nef-interacting protein) [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed]",151460.0,955530000.0,82013.0,94955.0,167880.0,127460.0,138260.0,179290.0,83362.0,199230.0,1819,156650.0,57.5,190500.0,1738;2626;4553;8957;8958;8959;8960;8961;8962;8963;8964;8965;10662;10663;10664;10665;10666;22505;22506;22507;22508;22509;22510;22511;23027;36046;36047;36048;36049;36050;36051;47437;47438;48387;57207;57208;63112;63113;63114;63115;63116;63117;63118;63119;65032;65033;65034;65035;65036;65037;65038;65039;65040;65041;65042;70804;70805;70806;70807;70808;70809;70810;70811;70812;70813;70814;70815;70816;70817;70818;70819;72170;72171;72172;72173;77824;77825;77826;77827;77828;77829;78654;78655;78656;78657;78658;79328;79329;79330;79331;84649;84650;84651;84652;85996;85997;85998;85999;86000;86001;86002;86003;86004;88832;88833;88834;88835;88836;88837;88838;88839;88840;88841;88842;88843;88844;90155;90156;90157;90158;90159;90160;90161;92286;92287;101575;101576;102153;102154;102155;102156;102157;102158;102159;102160;102161;102162;102163;108047;108048;108049;108050;108051;108052;108053,83484.0,0.0,59.366,498;735;1313;2547;3044;6347;6490;10331;13432;13661;16262;18014;18598;18599;20315;20713;22393;22676;22900;24552;24971;25786;26169;26763;29240;29392;31088,Q99832,27,215.78,154300.0,543
EBNA1BP2 EBP2,43380.0,35965.0,90025.0,Probable rRNA-processing protein EBP2 (EBNA1-binding protein 2) (Nucleolar protein p40),40015.0,122420000.0,6226.5,8505.6,26996.0,86629.0,84862.0,29753.0,7082.1,34301.0,9787,102230.0,30.4,32988.0,9402;9820;9821;27200;27201;27202;27203;35943;38378;38379;38380;38381;38382;38383;58811;59267;59268;59269;59270;59271;59272;59273;59274;59275;59276;59277;102326;102327;102328;102329;102330;102331,7140.7,0.0,34.852,2670;2790;7798;10299;10977;16755;16889;29443,Q99848,8,43.665,37173.0,306
ARID3A DRIL1 DRIL3 DRX E2FBP1,35881.0,29901.0,17378.0,AT-rich interactive domain-containing protein 3A (ARID domain-containing protein 3A) (B-cell regulator of IgH transcription) (Bright) (Dead ringer-like protein 1) (E2F-binding protein 1),29357.0,131700000.0,311.28,1834.6,12073.0,23445.0,19218.0,11286.0,297.15,14363.0,756,21396.0,35.6,10728.0,732;6029;6030;6031;20988;20989;23873;23874;23875;23876;36542;36543;38441;38442;38443;38444;38644;38645;48427;48428;48429;59876;65324;65325;65326;65327;65328;65331;65332;65333;65334;65335;65336;65508;65509;65510;78268;78269;107929;107930;107931;107932,1524.4,0.0,62.888,228;1714;5906;6743;10448;10998;11052;13675;17091;18716;18719;18763;22531;31049,Q99856,14,122.32,30428.0,593
PRMT1 HMT2 HRMT1L2 IR1B4,17596.0,14381.0,34206.0,Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT1) (Interferon receptor 1-bound protein 4),15290.0,340240000.0,5922.1,6018.1,15546.0,33049.0,34095.0,18556.0,5734.7,19967.0,6936,37610.0,44.7,17995.0,6646;6647;6648;14341;14342;14346;14347;14348;14349;17806;17807;17808;17809;17810;17811;17812;17813;17814;17815;17816;17817;17818;25923;25924;25925;25926;25927;28076;28077;28078;28079;28080;37838;37839;37840;37841;37842;37843;37844;37845;39825;39826;39827;39828;57141;57142;57143;57144;58891;58892;58893;58894;58895;78265;78266;90339;90340;90341;90342;90343;90344;90372;90373;90374;90375;97070;97071;97072;97073;97074;99077;99078;99079;99080;99081;103968;103969;103970;104968,6094.7,0.0,42.461,1887;4105;4108;5065;7378;8032;10827;11395;16240;16780;22529;26210;26223;28092;28591;29897;30224,Q99873,17,89.826,14725.0,371
DUSP9 MKP4,32492.0,27894.0,8084.2,Dual specificity protein phosphatase 9 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 4) (MAP kinase phosphatase 4) (MKP-4),26247.0,135730000.0,14363.0,18904.0,14092.0,7169.1,7623.9,16823.0,17588.0,19065.0,6000,9236.9,44.0,16021.0,5754;5755;5756;5757;5758;5759;5760;5761;5762;8074;8075;8076;16905;16906;16907;16908;16909;16910;16911;16912;16913;32235;32236;32237;32238;34977;44079;44080;46937;46938;46939;46940;61685;79934;107225;107226;107227;107228;107229,13873.0,0.0,41.867,1654;2302;4791;9244;10030;12560;13324;17589;23115;30845,Q99956,10,102.06,23005.0,384
PKP2,23837.0,22060.0,0.0,Plakophilin-2,24414.0,17034000.0,4972.9,5115.8,3813.1,0.0,0.0,4167.3,5186.9,4632.6,15700,0.0,11.6,4725.4,15096;15097;15098;26770;26771;26772;26773;50198;73052;73053;73701;75822;94519,4503.4,0.0,97.414,4316;7664;14179;20988;21188;21776;27457,Q99959,7,30.929,19123.0,881
SH3GL1 CNSA1 SH3D2B,29150.0,24184.0,14565.0,Endophilin-A2 (EEN fusion partner of MLL) (Endophilin-2) (Extra eleven-nineteen leukemia fusion gene protein) (EEN) (SH3 domain protein 2B) (SH3 domain-containing GRB2-like protein 1),23049.0,45675000.0,11699.0,14286.0,9976.0,15410.0,15430.0,11617.0,13469.0,13004.0,25508,16752.0,27.4,10195.0,24504;24505;24506;24507;67472;67473;67474;67475;74190;76461;76462;76463;76464;78340;78341;91021;91022;91023;91024;98297;98298,12586.0,0.0,41.489,6927;19391;21328;21981;22559;26399;28393,Q99961,7,32.971,23000.0,368
VRK1,10759.0,10023.0,29815.0,Serine/threonine-protein kinase VRK1 (EC 2.7.11.1) (Vaccinia-related kinase 1),11590.0,26385000.0,7374.0,8803.1,8627.3,28677.0,26531.0,8873.0,7039.1,10214.0,590,31623.0,24.7,10147.0,569;570;11727;11728;11729;23075;74133;97510;97511;105770;105771;109255,7583.4,0.0,45.476,174;3332;6508;21308;28198;30463;31440,Q99986,7,35.039,11713.0,396
NIPSNAP1,64683.0,55827.0,0.0,Protein NipSnap homolog 1 (NipSnap1),65350.0,153430000.0,12789.0,14306.0,0.0,0.0,0.0,0.0,13864.0,0.0,28852,0.0,29.9,0.0,27750;27751;32607;32608;41972;41973;41974;41975;41976;41977;41978;41979;41980;50232;50233;50234;50235;50236;50237;53156;53157;53158;53813;62743;62744,13051.0,0.0,33.31,7947;9362;11936;14190;14972;15188;17907,Q9BPW8,7,46.688,50247.0,284
NCAPG CAPG NYMEL3,30696.0,26273.0,18870.0,Condensin complex subunit 3 (Chromosome-associated protein G) (Condensin subunit CAP-G) (hCAP-G) (Melanoma antigen NY-MEL-3) (Non-SMC condensin I complex subunit G) (XCAP-G homolog),15657.0,14684000.0,2365.5,2549.8,0.0,5019.3,16456.0,0.0,2666.8,0.0,7242,21984.0,5.7,0.0,6947;6948;8026;32562;58197;84379,2850.3,0.0,114.33,1979;2288;9346;16570;24474,Q9BPX3,5,11.192,26586.0,1015
DDX50,9728.3,8596.3,0.0,ATP-dependent RNA helicase DDX50 (EC 3.6.4.13) (DEAD box protein 50) (Gu-beta) (Nucleolar protein Gu2),8098.5,2724700.0,633.71,1090.1,0.0,0.0,0.0,0.0,704.7,0.0,22624,0.0,6.2,0.0,21758;21759;21760;21761;21762;21763;21764;24158;41810;72627;72628;72629;72630,1028.5,0.0050014,82.564,6153;6829;11913;20861,Q9BQ39,2,2.4181,9738.9,737
ELAC2 HPC2,8987.8,8381.6,35727.0,Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Heredity prostate cancer protein 2) (Ribonuclease Z 2) (RNase Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2),9911.7,31564000.0,2454.4,2779.5,16240.0,54985.0,26166.0,16113.0,2351.1,17084.0,4384,37532.0,18.6,19154.0,4202;4203;4204;5165;11346;22342;22343;24113;25393;30692;50439;101726;101727;101728,3215.2,0.0,92.218,1226;1478;3242;6301;6816;7198;8776;14260;29279,Q9BQ52,9,51.078,8318.3,826
TRIR C19orf43,23065.0,19968.0,47917.0,Telomerase RNA component interacting RNase (EC 3.1.13.-) (Exoribonuclease TRIR),23229.0,164950000.0,4867.0,5273.0,43263.0,53939.0,47890.0,46001.0,4217.1,49829.0,4337,55014.0,44.9,46603.0,4157;4158;4159;4160;4161;4162;4163;4164;19933;19934;19935;19936;19937;19938;19939;19940;19941;19942;36573;36574;36575;36576;36577;54237;54238;54239;54240;76708;77735;77736;77737;78838;89434;89435;89436;89437;89438,4805.0,0.0,18.419,1216;1217;5611;10462;15320;22061;22373;22735;25966,Q9BQ61,9,32.577,20628.0,176
GRWD1 GRWD KIAA1942 WDR28,7258.1,5998.6,0.0,Glutamate-rich WD repeat-containing protein 1,5579.0,28824000.0,3078.1,3948.5,10292.0,0.0,0.0,9601.1,3133.8,11796.0,67160,0.0,21.3,9507.9,64017;79842;79843;79844;83309;83310;83311;87634;89629;89630;102808,3898.1,0.0,49.419,18300;23083;24164;25453;26031;29605,Q9BQ67,6,43.62,7183.5,446
ECSIT,4240.4,3689.4,0.0,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial (Protein SITPEC)",3820.4,5777200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6592,0.0,18.1,0.0,6314;14508;25067;104925,0.0,0.0,49.148,1777;4148;7094;30206,Q9BQ95,4,13.687,4367.5,431
WDR77 MEP50 WD45 HKMT1069 Nbla10071,16690.0,13928.0,16193.0,Methylosome protein WDR77 (Androgen receptor cofactor p44) (Methylosome protein 50) (MEP-50) (WD repeat-containing protein 77) (p44/Mep50),14057.0,76772000.0,7086.5,11570.0,13426.0,18837.0,16861.0,12224.0,7814.4,14298.0,4240,18769.0,23.7,13639.0,4067;4068;4069;4070;27690;27691;27692;27693;27694;27695;53812;81492;81493;81494;81495;81496;81497;81498;104390;104391;104392;104393;104394;106147;106148;106149;106150;106151;106152;106153;106154;106155,9579.3,0.0,36.724,1185;7928;15187;23662;30024;30572,Q9BQA1,6,56.399,15372.0,342
VKORC1 VKOR MSTP134 MSTP576 UNQ308/PRO351,36542.0,33026.0,20646.0,"Vitamin K epoxide reductase complex subunit 1 (EC 1.17.4.4) (Vitamin K1 2,3-epoxide reductase subunit 1)",35178.0,40953000.0,5017.1,5969.7,6754.0,18520.0,17582.0,7124.6,5864.4,8160.7,60030,22264.0,4.9,8544.0,57204;57205;57206;102083;102084;102085;102086;102087,5638.6,0.0025899,18.234,16261;29376,Q9BQB6,2,3.0558,31942.0,163
TUBA1C TUBA6,0.0,0.0,0.0,Tubulin alpha-1C chain (EC 3.6.5.-) (Alpha-tubulin 6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain],0.0,403020000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3487,0.0,65.7,0.0,3345;3346;3347;3348;3349;3350;3351;3352;3353;3354;9341;9342;9343;9344;9345;9346;9347;9608;9609;9610;9611;9612;9613;9614;9615;9616;9617;9618;9619;9620;9621;9622;9623;9624;9625;9626;9627;10261;10262;10263;10264;10265;10266;10267;10268;10269;10270;10271;10272;10273;10274;10275;10276;10277;10278;10279;18201;18202;18203;18204;18205;18206;18207;18208;18209;18210;18211;18212;18213;18214;18215;18216;18217;20438;20439;20440;20441;20442;20443;20444;20445;20446;20447;20448;20741;20742;20743;20744;20745;20746;20747;20748;20749;20750;20751;20752;20753;20754;20755;20756;23232;23233;23234;23235;23236;23237;23238;23239;23240;23241;29795;29796;29797;29798;29799;29800;29801;29802;29803;29848;29849;29850;29851;29852;29853;29854;29855;29856;29857;37007;37008;37009;47411;47412;47413;47414;47415;47416;47417;47418;47419;47420;47421;47422;58863;58864;58865;58866;58867;58868;58869;58870;58871;58872;58873;58874;58875;58876;58877;58878;58879;58880;58881;58882;58883;58884;58885;58886;58887;62287;62288;62289;62290;62291;66912;66913;66914;66915;66916;66917;73315;73316;73317;73318;73319;73320;73321;73322;73323;73324;77965;77966;77967;77968;77969;77970;77971;77972;77973;77974;77975;77976;77977;77978;77979;77980;77981;77982;77983;77984;77985;77986;77987;77988;77989;77990;77991;77992;80289;91035;91036;91037;91038;91039;91040;91041;91042;91043;91044;91045;91046;91047;91048;91049;91050;91051;91052;91053;91054;91055;91056;91057;91058;91059;91060;91242;91243;91244;91245;91246;91247;91248;91249;91250;91251;91252;91253;98371;98372;98373;98374;98375;98376;98377;98378;98379;98380;98381;98382;98383;98384;98385;98386;98387;98388;98389;98390;98391;98392;98393;98394;98395;107947,0.0,0.0,49.895,975;2657;2722;2923;5178;5757;5839;5840;6555;8515;8533;10591;13425;16778;17777;19234;19235;21072;22434;22435;23262;26403;26454;28411;31053,Q9BQE3,4,95.129,0.0,449
APOL2,36243.0,30741.0,6946.9,Apolipoprotein L2 (Apolipoprotein L-II) (ApoL-II),28637.0,16076000.0,3736.5,3642.4,3421.4,6970.3,7195.3,2682.9,3480.2,3865.6,25364,7968.9,11.9,2744.1,24368;24369;50548;50549;73343;73344;73345;103743,3271.2,0.0,37.078,6885;14297;21081;29845,Q9BQE5,4,8.6284,30447.0,337
MYBBP1A P160,98544.0,85223.0,81295.0,Myb-binding protein 1A,77144.0,180400000.0,53992.0,57872.0,31832.0,73118.0,76592.0,32832.0,50528.0,38314.0,4121,90608.0,25.9,31393.0,3954;6434;6435;6436;7402;7561;8991;8992;8993;8994;8995;23408;23409;23410;24352;26283;28818;28819;28820;28821;28822;29428;39105;39106;39107;43795;52949;52950;56116;56117;56118;56572;63381;63382;63800;63801;63802;68127;68128;68129;81270;81271;85452;85453;85535;85873;85874;85875;85876;85877;100176;100177;100178;104607;104608;104609;105759;105760;105938,49380.0,0.0,148.85,1148;1818;2095;2139;2557;6605;6880;7496;8238;8424;11178;12492;14910;15918;16065;18093;18225;19578;23601;24801;24817;24927;28855;30092;30458;30511,Q9BQG0,26,132.24,87975.0,1328
FERMT1 C20orf42 KIND1 URP1,734.75,0.0,9069.3,Fermitin family homolog 1 (Kindlerin) (Kindlin syndrome protein) (Kindlin-1) (Unc-112-related protein 1),0.0,5614200.0,0.0,0.0,0.0,8409.1,8989.9,0.0,0.0,0.0,2051,10400.0,4.9,0.0,1967;1968;96571;109380;109381;109382;109383,0.0,0.0,77.436,562;27943;31480,Q9BQL6,2,4.8966,911.39,677
MGME1 C20orf72 DDK1,0.0,0.0,0.0,Mitochondrial genome maintenance exonuclease 1 (EC 3.1.-.-),0.0,16869000.0,4058.1,4931.6,0.0,0.0,0.0,0.0,4742.3,0.0,32066,0.0,18.3,0.0,30868;41231;41232;81619;81620;81621;108678,3846.5,0.0,39.42,8825;11777;23685;31275,Q9BQP7,4,36.508,0.0,344
CORO1B,4019.8,3300.0,29782.0,Coronin-1B (Coronin-2),2429.1,18405000.0,0.0,0.0,3187.6,30726.0,29401.0,3467.3,0.0,4303.0,3705,32837.0,13.1,3336.9,3565;53138;56539;72152;72153;72154,0.0,0.0,54.234,1029;14962;16056;20709,Q9BR76,4,13.794,2979.7,489
TXNDC17 TXNL5,52243.0,45424.0,1924.3,Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein) (TRP14) (Protein 42-9-9) (Thioredoxin-like protein 5),47362.0,130220000.0,34408.0,38243.0,46589.0,1621.7,2107.2,45636.0,34819.0,58291.0,9952,2114.9,44.7,43329.0,9553;9554;9555;9556;9557;88106;88107;88108;88109;88110;91025;102906;102907;102908;102909;102910;102911;106124;106125;106126,36329.0,0.0,13.941,2708;25583;26400;29632;30562,Q9BRA2,5,22.251,43939.0,123
