Protein IDs,Protein names,Gene names,Razor + unique peptides,Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Reporter intensity 1 1st,Reporter intensity 1 2nd,Reporter intensity 1 3rd,Reporter intensity 2 1st,Reporter intensity 2 2nd,Reporter intensity 2 3rd,Reporter intensity 3 1st,Reporter intensity 3 2nd,Reporter intensity 3 3rd,Intensity,id,Peptide IDs,Evidence IDs,Best MS/MS
Q9H0C8,Integrin-linked kinase-associated serine/threonine phosphatase 2C (ILKAP) (EC 3.1.3.16),ILKAP,4,14.3,42.906,392,0.0,14.426,31116.0,119020.0,5527.0,34325.0,111020.0,4882.9,29331.0,85025.0,4796.7,121930000.0,3186,2739;7438;8983;13795,12974;12975;35628;43478;43479;66575;66576,13472
Q9H0D6,5'-3' exoribonuclease 2 (EC 3.1.13.-) (DHM1-like protein) (DHP protein),XRN2,12,18.7,108.58,950,0.0,53.77,298460.0,397930.0,118790.0,284580.0,378990.0,91304.0,223090.0,291600.0,70915.0,1874500000.0,3187,141;3553;4745;5444;6945;8266;9385;9639;11447;12737;14340;18626,606;607;608;609;610;16942;16943;16944;16945;22695;26051;26052;26053;26054;26055;26056;26057;26058;26059;26060;26061;26062;26063;26064;26065;33205;33206;33207;33208;33209;40036;40037;40038;45483;45484;45485;45486;45487;47120;55607;55608;61632;61633;61634;69219;88530;88531;88532,620
Q9H0E2,Toll-interacting protein,TOLLIP,2,10.2,30.281,274,0.0,3.8198,44791.0,91727.0,18105.0,53441.0,100160.0,17288.0,41459.0,78766.0,15930.0,210370000.0,3188,2299;8841,10692;10693;42788;42789;42790;42791;42792;42793;42794;42795;42796,11093
Q9H0L4,Cleavage stimulation factor subunit 2 tau variant (CF-1 64 kDa subunit tau variant) (Cleavage stimulation factor 64 kDa subunit tau variant) (CSTF 64 kDa subunit tau variant) (TauCstF-64),CSTF2T KIAA0689,3,10.9,64.436,616,0.0,16.107,43404.0,66850.0,86625.0,36076.0,63751.0,79210.0,34125.0,52950.0,73836.0,130860000.0,3192,7963;8756;15988,38473;38474;38475;38476;38477;38478;42403;76312,39708
Q9H0R4,Haloacid dehalogenase-like hydrolase domain-containing protein 2,HDHD2,2,19.3,28.536,259,0.0,24.739,31450.0,7858.9,18593.0,33994.0,6486.6,16726.0,26971.0,7045.1,14332.0,332860000.0,3194,2698;8193,12742;12743;12744;39627;39628;39629;39630,13235
Q9H0U3,Magnesium transporter protein 1 (MagT1) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1) (Oligosaccharyl transferase subunit MAGT1) (Implantation-associated protein) (IAP),MAGT1 IAG2 PSEC0084 UNQ628/PRO1244,2,6.9,38.036,335,0.0011448,2.0843,0.0,12000.0,29557.0,0.0,10152.0,20927.0,0.0,8862.5,16249.0,91364000.0,3197,7735;14621,37401;70346,38610
Q9H0U4,Ras-related protein Rab-1B (EC 3.6.5.2),RAB1B,7,19.4,22.171,201,0.0,41.978,311730.0,389170.0,164950.0,262780.0,305600.0,164340.0,225300.0,240200.0,134840.0,2073700000.0,3198,4554;6484;7164;12631;14024;18844;19131,21779;21780;21781;21782;21783;21784;21785;21786;21787;21788;21789;21790;21791;21792;21793;21794;21795;21796;21797;30981;30982;30983;30984;30985;30986;30987;30988;30989;30990;34225;34226;34227;34228;34229;34230;61148;61149;61150;61151;67787;67788;67789;67790;67791;67792;67793;67794;89444;89445;90786;90787,22528
Q9H0W8,Nonsense-mediated mRNA decay factor SMG9,SMG9 C19orf61,2,7.5,57.65,520,0.0,8.0321,1951.5,0.0,0.0,1788.1,0.0,0.0,1555.0,0.0,0.0,3106600.0,3201,7908;11059,38229;53901,39457
Q9H1A4,Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein),ANAPC1 TSG24,5,4.7,216.5,1944,0.0,23.605,24505.0,16705.0,6854.4,26193.0,15285.0,6251.8,21745.0,11144.0,5477.4,65093000.0,3203,3107;3986;10974;12607;12711,14755;14756;14757;14758;14759;19099;19100;53497;53498;53499;61076;61077;61078;61534;61535;61536;61537,15278
Q9H1E3,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1),NUCKS1 NUCKS JC7,3,11.5,27.296,243,0.0,19.324,38766.0,43698.0,7395.8,58028.0,65808.0,9308.1,34935.0,37152.0,7099.8,301780000.0,3204,3623;11620;18848,17276;56331;56332;56333;56334;89469,17903
Q9H223,EH domain-containing protein 4 (Hepatocellular carcinoma-associated protein 10/11) (PAST homolog 4),EHD4 HCA10 HCA11 PAST4 FKSG7,3,6.1,61.174,541,0.0,6.9652,160670.0,119440.0,112590.0,144600.0,92209.0,91870.0,111960.0,71084.0,79754.0,331000000.0,3208,726;2939;12875,3245;3246;3247;3248;3249;3250;13944;13945;13946;62319;62320;62321;62322;62323;62324;62325;62326;62327;62328,3352
Q9H257,Caspase recruitment domain-containing protein 9 (hCARD9),CARD9,5,14.6,62.24,536,0.0,30.411,76456.0,87381.0,62797.0,75003.0,71442.0,72809.0,59672.0,54807.0,52971.0,494790000.0,3209,318;3263;10008;15000;18225,1391;15413;15414;15415;15416;15417;15418;48933;71983;71984;86723;86724;86725;86726;86727;86728;86729;86730,1417
Q9H299,SH3 domain-binding glutamic acid-rich-like protein 3 (SH3 domain-binding protein 1) (SH3BP-1) (TNF inhibitory protein B1) (TIP-B1),SH3BGRL3 P1725,2,31.2,10.438,93,0.0,14.64,202300.0,85832.0,289340.0,193380.0,79165.0,223810.0,155350.0,69154.0,165070.0,2300100000.0,3211,10842;18981,52886;52887;52888;52889;52890;52891;52892;52893;52894;52895;52896;52897;52898;52899;52900;52901;52902;90151,54656
Q9H2J4,Phosducin-like protein 3 (HTPHLP) (PhPL3) (Viral IAP-associated factor 1) (VIAF-1),PDCL3 PhLP2A VIAF1,2,9.6,27.614,239,0.0,5.43,3479.1,3494.4,44492.0,3441.8,4252.4,57496.0,2962.0,3115.5,40367.0,81394000.0,3213,4031;14058,19359;68009;68010;68011,20039
Q9H2M9,Rab3 GTPase-activating protein non-catalytic subunit (RGAP-iso) (Rab3 GTPase-activating protein 150 kDa subunit) (Rab3-GAP p150) (Rab3-GAP150) (Rab3-GAP regulatory subunit),RAB3GAP2 KIAA0839,8,9.0,155.98,1393,0.0,33.027,115400.0,98645.0,80182.0,118400.0,91166.0,81317.0,97441.0,75169.0,72642.0,424630000.0,3215,1255;2393;2564;3309;8148;12998;16303;17543,5735;5736;11183;11184;12091;12092;12093;12094;12095;12096;12097;12098;12099;15651;15652;15653;39395;39396;39397;39398;39399;62994;62995;77692;77693;83389;83390,5935
Q9H2P0,Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein),ADNP ADNP1 KIAA0784,3,3.4,123.56,1102,0.0,20.171,25509.0,32274.0,46785.0,24918.0,22758.0,50814.0,20347.0,20827.0,34854.0,203860000.0,3216,8725;16260;16678,42261;42262;42263;77521;77522;79415;79416;79417,43646
Q9H2U1,ATP-dependent DNA/RNA helicase DHX36 (EC 3.6.4.12) (EC 3.6.4.13) (DEAD/H box polypeptide 36) (DEAH-box protein 36) (G4-resolvase-1) (G4R1) (MLE-like protein 1) (RNA helicase associated with AU-rich element protein),DHX36 DDX36 KIAA1488 MLEL1 RHAU,3,4.5,114.76,1008,0.0,7.0873,24904.0,25623.0,21033.0,25596.0,24230.0,20856.0,19086.0,18485.0,16742.0,110180000.0,3217,1739;5459;13060,8137;26135;26136;63262;63263;63264,8460
Q9H2U2,"Inorganic pyrophosphatase 2, mitochondrial (EC 3.6.1.1) (Pyrophosphatase SID6-306) (Pyrophosphate phospho-hydrolase 2) (PPase 2)",PPA2 HSPC124,5,19.5,37.92,334,0.0,40.196,64574.0,89227.0,30254.0,87789.0,104570.0,42214.0,61259.0,85173.0,33555.0,288330000.0,3218,1657;5931;9576;14184;16061,7787;7788;28222;28223;28224;28225;28226;46790;46791;46792;68545;68546;76649,8093
Q9H2V7,Protein spinster homolog 1 (HSpin1) (Spinster-like protein 1),SPNS1 SPIN1 PP20300,2,4.2,56.629,528,0.0,6.4595,0.0,965.47,0.0,0.0,796.77,0.0,0.0,1030.9,0.0,13038000.0,3219,15562;18534,74280;74281;88206,76946
Q9H2W6,"39S ribosomal protein L46, mitochondrial (L46mt) (MRP-L46) (Mitochondrial large ribosomal subunit protein mL46) (P2ECSL)",MRPL46 C15orf4 LIECG2,2,8.2,31.705,279,0.0,10.548,0.0,2786.0,1471.0,0.0,3626.8,1658.0,0.0,2167.0,1353.2,6326900.0,3220,5082;6639,24277;31713,25091
Q9H307,Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein),PNN DRS MEMA,3,5.2,81.627,717,0.0,12.088,69911.0,122780.0,36271.0,75347.0,103970.0,38405.0,63311.0,82008.0,26849.0,264450000.0,3222,2602;7737;13437,12297;37417;37418;37419;37420;37421;64775;64776;64777;64778,12760
Q9H3G5,"Probable serine carboxypeptidase CPVL (EC 3.4.16.-) (Carboxypeptidase, vitellogenic-like) (Vitellogenic carboxypeptidase-like protein) (VCP-like protein) (hVLP)",CPVL VLP PSEC0124 UNQ197/PRO223,2,3.4,54.163,476,0.00030931,3.0899,4621.4,0.0,2856.6,3608.8,0.0,2376.1,3936.9,0.0,1963.9,11054000.0,3225,14117;19554,92704;92705,96073
Q9H3K6,BolA-like protein 2,BOLA2 BOLA2A My016; BOLA2B,3,51.2,10.116,86,0.0,20.108,44993.0,67088.0,73584.0,52313.0,78446.0,87509.0,41432.0,58792.0,66869.0,1351400000.0,3227,3085;13603;13873,14630;14631;14632;14633;14634;14635;65627;65628;65629;65630;65631;67068;67069,15150
Q9H3N1,Thioredoxin-related transmembrane protein 1 (Thioredoxin domain-containing protein 1) (Transmembrane Trx-related protein),TMX1 TMX TXNDC TXNDC1 PSEC0085 UNQ235/PRO268,4,16.8,31.791,280,0.0,8.8916,170070.0,86220.0,238950.0,181470.0,108880.0,255540.0,129950.0,75665.0,184370.0,539540000.0,3228,2555;4794;15320;17727,12038;12039;22928;73359;73360;73361;73362;84211;84212;84213;84214;84215;84216,12500
Q9H3P2,Negative elongation factor A (NELF-A) (Wolf-Hirschhorn syndrome candidate 2 protein),NELFA WHSC2 P/OKcl.15,2,6.6,57.276,528,0.0,13.275,24033.0,9716.8,15671.0,40354.0,10434.0,22528.0,31531.0,8635.3,16388.0,48613000.0,3229,4258;16265,20340;20341;20342;77529;77530;77531,21035
Q9H3P7,"Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi complex-associated protein 1) (GOCAP1) (Golgi phosphoprotein 1) (GOLPH1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7) [Cleaved into: Golgi resident protein GCP60, N-terminally processed]",ACBD3 GCP60 GOCAP1 GOLPH1,8,34.5,60.593,528,0.0,80.329,84900.0,121290.0,73438.0,77328.0,107100.0,56921.0,66366.0,80447.0,46030.0,625090000.0,3230,242;4342;8704;10820;12084;14930;15066;15184,1063;20805;42170;42171;42172;42173;42174;52811;52812;52813;58488;58489;58490;58491;58492;71651;71652;72210;72211;72766;72767;72768;72769;72770;72771;72772;72773;72774,1084
Q9H3U1,Protein unc-45 homolog A (Unc-45A) (GCUNC-45) (Smooth muscle cell-associated protein 1) (SMAP-1),UNC45A SMAP1,10,15.9,103.08,944,0.0,45.023,48313.0,156730.0,49600.0,42116.0,134590.0,42424.0,37282.0,104940.0,35838.0,223410000.0,3232,1133;2032;3375;4649;6315;9318;10456;10734;12536;12706,5045;9533;16028;16029;16030;22229;30042;30043;45126;51138;51139;52371;52372;52373;60789;61514;61515,5211
Q9H3Z4,DnaJ homolog subfamily C member 5 (Ceroid-lipofuscinosis neuronal protein 4) (Cysteine string protein) (CSP),DNAJC5 CLN4,3,36.9,22.149,198,0.0,26.037,61994.0,58199.0,40487.0,67312.0,56177.0,35489.0,49376.0,42373.0,30908.0,312660000.0,3233,1363;4269;4989,6224;6225;6226;6227;6228;6229;6230;6231;6232;20389;23788;23789;23790,6447
Q9H444,Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b) (SNF7 homolog associated with Alix 1) (SNF7-2) (hSnf7-2) (Vacuolar protein sorting-associated protein 32-2) (Vps32-2) (hVps32-2),CHMP4B C20orf178 SHAX1,3,15.2,24.95,224,0.0,16.844,113350.0,57535.0,138530.0,164260.0,68575.0,136530.0,106260.0,47267.0,99464.0,248970000.0,3234,4171;7930;10083,19968;19969;19970;19971;19972;19973;19974;19975;19976;38336;49286,20663
Q9H488,GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1),POFUT1 FUT12 KIAA0180,3,17.8,43.955,388,0.0,16.821,31887.0,21452.0,24363.0,39128.0,23303.0,29986.0,31097.0,19694.0,25521.0,229110000.0,3235,2744;4850;15940,12990;12991;23122;23123;76051;76052;76053;76054;76055;76056;76057;76058,13487
Q9H497,Torsin-3A (ATP-dependent interferon-responsive protein) (Torsin family 3 member A),TOR3A ADIR,2,6.3,46.198,397,0.0,4.9413,60190.0,57522.0,93456.0,38814.0,34583.0,62158.0,32516.0,28661.0,50007.0,139320000.0,3237,9583;12310,46845;46846;46847;59832;59833;59834;59835,48331
Q9H4A4,Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase),RNPEP APB,19,48.2,72.595,650,0.0,187.99,327370.0,385260.0,419810.0,270460.0,314440.0,359110.0,214980.0,251180.0,277880.0,1838500000.0,3238,496;897;4551;4598;5835;6035;7625;8491;10079;10927;11918;14792;15306;17665;17915;18116;18931;19484;19517,2178;2179;2180;3924;3925;3926;21768;21769;21770;21771;21772;21773;21774;21775;21996;21997;21998;27846;27847;27848;27849;27850;28726;28727;28728;28729;28730;28731;36621;36622;41094;41095;41096;41097;49267;49268;49269;49270;49271;53266;57813;57814;71041;71042;71043;71044;73308;73309;73310;73311;73312;73313;73314;83952;85258;86234;89891;89892;89893;92406;92503;92504,2218
Q9H4A6,Golgi phosphoprotein 3 (Coat protein GPP34) (Mitochondrial DNA absence factor) (MIDAS),GOLPH3 GPP34,3,15.1,33.81,298,0.0,6.3314,36070.0,12757.0,10287.0,36157.0,14184.0,9710.0,31230.0,13137.0,9017.5,48540000.0,3239,1327;4815;14912,6069;6070;6071;23000;23001;71584;71585;71586,6287
Q9H4M9,EH domain-containing protein 1 (PAST homolog 1) (hPAST1) (Testilin),EHD1 PAST PAST1 CDABP0131,6,19.7,60.626,534,0.0,17.522,25790.0,42862.0,43653.0,30426.0,42680.0,44707.0,24911.0,36293.0,37864.0,125540000.0,3245,5460;6763;7775;9542;11864;13920,26137;26138;32324;32325;32326;32327;32328;32329;32330;37647;46533;57584;57585;57586;67253;67254;67255,26990
Q9H583,"HEAT repeat-containing protein 1 (Protein BAP28) (U3 small nucleolar RNA-associated protein 10 homolog) [Cleaved into: HEAT repeat-containing protein 1, N-terminally processed]",HEATR1 BAP28 UTP10,13,7.6,242.37,2144,0.0,36.7,158500.0,114540.0,51361.0,161360.0,101320.0,45815.0,126370.0,80013.0,40530.0,318100000.0,3246,1015;2158;2706;6052;8186;8212;9499;10372;13610;14121;14516;16244;18327,4475;10082;10083;10084;12792;12793;28802;28803;39601;39602;39603;39604;39799;46279;46280;50695;50696;65665;68289;68290;68291;69973;69974;77455;77456;87192;87193;87194;87195,4618
Q9H6F5,Coiled-coil domain-containing protein 86 (Cytokine-induced protein with coiled-coil domain),CCDC86 CYCLON,3,11.4,40.235,360,0.0,49.617,63136.0,49297.0,6804.7,82332.0,57299.0,8837.0,55509.0,40357.0,7015.3,66021000.0,3250,1236;3733;9126,5636;17850;17851;44142;44143,5821
Q9H6R4,Nucleolar protein 6 (Nucleolar RNA-associated protein) (Nrap),NOL6,9,12.7,127.59,1146,0.0,47.398,126250.0,123910.0,94997.0,159540.0,127590.0,86606.0,124430.0,111700.0,72175.0,445750000.0,3251,296;3584;6121;6323;8427;12715;17417;18472;18519,1265;1266;17106;17107;17108;17109;17110;29117;29118;29119;29120;30101;30102;40817;40818;40819;40820;40821;40822;61546;61547;82741;87856;87857;87858;87859;88106;88107,1290
Q9H6S0,3'-5' RNA helicase YTHDC2 (EC 3.6.4.13) (YTH domain-containing protein 2) (hYTHDC2),YTHDC2,2,2.4,160.25,1430,0.0,7.61,1338.7,43943.0,0.0,1679.5,45841.0,0.0,1398.4,37678.0,0.0,33753000.0,3252,1484;2724,6872;12922,7100
Q9H6Y2,WD repeat-containing protein 55,WDR55,2,12.0,42.07,383,0.0,41.158,40171.0,22149.0,18276.0,31946.0,18256.0,17753.0,28978.0,15998.0,14819.0,259700000.0,3254,10845;18865,52915;52916;89526;89527;89528,54670
Q9H6Z4,Ran-binding protein 3 (RanBP3),RANBP3,2,6.3,60.209,567,0.0,11.396,57897.0,0.0,9814.0,61335.0,0.0,10946.0,49425.0,0.0,10691.0,83609000.0,3255,368;11220,1606;1607;1608;1609;54639,1634
Q9H7B2,Ribosome production factor 2 homolog (Brix domain-containing protein 1) (Ribosome biogenesis protein RPF2 homolog),RPF2 BXDC1,5,19.0,35.582,306,0.0,17.333,390970.0,269360.0,213830.0,535250.0,330040.0,257540.0,334290.0,236180.0,184400.0,1223900000.0,3257,7901;8827;10066;11545;14275,38199;38200;38201;38202;38203;38204;38205;42702;42703;49216;49217;49218;56051;56052;56053;68954;68955,39430
Q9H7D7,WD repeat-containing protein 26 (CUL4- and DDB1-associated WDR protein 2) (Myocardial ischemic preconditioning up-regulated protein 2),WDR26 CDW2 MIP2 PRO0852,4,9.1,72.123,661,0.0,15.481,34438.0,54950.0,5797.9,38714.0,48517.0,4875.8,31923.0,39928.0,4738.1,94150000.0,3259,9590;11698;11889;15601,46885;56696;56697;56698;56699;56700;57703;74452;74453,48375
Q9H7E9,UPF0488 protein C8orf33,C8orf33,2,8.7,24.992,229,0.0,8.3978,10462.0,11444.0,0.0,8591.0,9201.0,0.0,7143.3,8171.0,0.0,30949000.0,3260,143;14421,69645;69646;69647,72178
Q9H7N4,"Splicing factor, arginine/serine-rich 19 (SR-related C-terminal domain-associated factor 1) (SR-related and CTD-associated factor 1) (SR-related-CTD-associated factor) (SCAF) (Serine arginine-rich pre-mRNA splicing factor SR-A1) (SR-A1)",SCAF1 SFRS19 SRA1,2,4.0,139.27,1312,0.0,9.7174,14906.0,12227.0,0.0,15082.0,10680.0,0.0,13674.0,8869.2,0.0,30697000.0,3261,1560;18703,7293;7294;88814,7536
Q9H7Z7,Prostaglandin E synthase 2 (EC 5.3.99.3) (Membrane-associated prostaglandin E synthase-2) (mPGE synthase-2) (Microsomal prostaglandin E synthase 2) (mPGES-2) (Prostaglandin-H(2) E-isomerase) [Cleaved into: Prostaglandin E synthase 2 truncated form],PTGES2 C9orf15 PGES2,6,24.1,41.943,377,0.0,48.744,40316.0,106510.0,74079.0,41184.0,111300.0,82890.0,33593.0,88299.0,58179.0,340200000.0,3263,646;3588;4242;11613;17246;18454,2855;2856;2857;17131;20290;20291;56288;56289;56290;82024;82025;82026;82027;82028;82029;82030;87776,2933
Q9H814,Phosphorylated adapter RNA export protein (RNA U small nuclear RNA export adapter protein),PHAX RNUXA,2,7.4,44.402,394,0.0,5.5067,17996.0,17455.0,4716.5,19484.0,16722.0,4740.6,18323.0,15253.0,3994.4,40651000.0,3264,11944;17187,57938;57939;81777;81778;81779,60032
Q9H845,"Complex I assembly factor ACAD9, mitochondrial (Acyl-CoA dehydrogenase family member 9) (ACAD-9) (EC 1.3.8.-)",ACAD9,4,10.5,68.76,621,0.0,13.442,60601.0,137360.0,74974.0,63166.0,137100.0,76864.0,41863.0,97007.0,54736.0,509150000.0,3265,6224;9088;10749;19125,29709;29710;29711;29712;29713;43932;43933;43934;52453;52454;52455;52456;52457;52458;90749,30631
Q9H8H0,Nucleolar protein 11,NOL11 L14,3,5.7,81.123,719,0.0,10.904,53384.0,37665.0,49423.0,62010.0,49295.0,51779.0,44538.0,30206.0,36477.0,113090000.0,3267,5980;8333;15136,28462;28463;28464;28465;28466;40370;40371;40372;72497,29353
Q9H8H2,Probable ATP-dependent RNA helicase DDX31 (EC 3.6.4.13) (DEAD box protein 31) (Helicain),DDX31,2,2.7,94.086,851,0.00031646,3.4532,0.0,35128.0,11833.0,0.0,31799.0,12330.0,0.0,29780.0,11862.0,85581000.0,3268,2970;9797,14105;47917;47918;47919,14616
Q9H8W4,Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2) (Endoplasmic reticulum-associated apoptosis-involved protein containing PH and FYVE domains) (EAPF) (PH and FYVE domain-containing protein 2) (Phafin-2) (Phafin2) (Zinc finger FYVE domain-containing protein 18),PLEKHF2 ZFYVE18,3,24.9,27.797,249,0.0,9.4296,3953.6,5134.9,30948.0,5166.1,4891.0,28477.0,4684.2,4647.4,25477.0,38611000.0,3270,9918;10895;17240,48531;48532;53138;53139;82001,50140
Q9H936,Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22),SLC25A22 GC1,2,8.7,34.47,323,0.0,5.8616,21643.0,10660.0,17373.0,12417.0,7027.2,12804.0,10549.0,6821.6,11343.0,44221000.0,3273,7099;9426,33867;33868;45776,34966
Q9H974,Queuine tRNA-ribosyltransferase accessory subunit 2 (Queuine tRNA-ribosyltransferase domain-containing protein 1),QTRT2 QTRTD1,3,13.0,46.712,415,0.0,19.715,26916.0,35885.0,38782.0,25449.0,32032.0,35090.0,24757.0,31793.0,38792.0,141750000.0,3274,9353;12399;15333,45287;45288;45289;45290;45291;45292;45293;45294;45295;45296;45297;60145;60146;73432;73433,46738
Q9H993,Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1),ARMT1 C6orf211,3,16.3,51.172,441,0.0,22.588,24981.0,22175.0,18691.0,29887.0,23476.0,20945.0,24169.0,18329.0,17219.0,180880000.0,3275,513;2130;7019,2278;2279;2280;2281;2282;2283;2284;9998;9999;10000;33535;33536;33537;33538;33539,2326
Q9H9B1,Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (EC 2.1.1.367) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D),EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D,3,5.0,141.46,1298,0.0,16.752,47206.0,15714.0,7914.2,66564.0,18371.0,9727.5,44169.0,14593.0,7601.0,67779000.0,3278,424;8157;10697,1842;39478;39479;39480;39481;52226,1872
Q9H9B4,Sideroflexin-1,SFXN1,6,33.2,35.619,322,0.0,22.452,80289.0,152690.0,120540.0,71233.0,112120.0,79594.0,60235.0,94363.0,69741.0,455530000.0,3279,7041;10487;14769;15699;15711;16412;17938,33590;33591;51305;51306;51307;51308;51309;51310;51311;51312;51313;70945;70946;70947;74968;74969;75006;75007;75008;75009;75010;75011;78177;78178;78179;85418;85419;85420,34670
Q9H9J2,"39S ribosomal protein L44, mitochondrial (L44mt) (MRP-L44) (EC 3.1.26.-) (Mitochondrial large ribosomal subunit protein mL44)",MRPL44,5,19.6,37.535,332,0.0,14.705,41997.0,29794.0,6612.5,37537.0,23077.0,7926.0,26634.0,20961.0,6160.9,144230000.0,3280,2566;4294;12319;13147;14341,12112;12113;20513;59863;59864;59865;59866;59867;63593;63594;69220,12575
Q9H9Q2,COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b) (JAB1-containing signalosome subunit 7b),COPS7B CSN7B,2,13.6,29.622,264,0.0,5.2272,1908.1,2680.2,0.0,2330.7,2713.0,0.0,1824.2,2273.9,0.0,15364000.0,3282,711;1816,3188;3189;8481,3295
Q9H9Y6,DNA-directed RNA polymerase I subunit RPA2 (RNA polymerase I subunit 2) (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (RPA135),POLR1B,3,4.8,128.23,1135,0.0,12.758,3940.4,13887.0,7163.9,4346.1,11338.0,6638.5,4008.0,10495.0,6678.9,119640000.0,3284,2363;5231;13689,11071;11072;11073;25050;25051;66097;66098;66099,11505
Q9HA64,Ketosamine-3-kinase (EC 2.7.1.172) (Fructosamine-3-kinase-related protein) (FN3K-RP) (FN3K-related protein) (Protein-psicosamine 3-kinase FN3KRP) (EC 2.7.1.-),FN3KRP,2,10.0,34.412,309,0.0,5.1575,5925.0,21014.0,18472.0,6465.0,20342.0,15647.0,4808.9,17283.0,13537.0,71691000.0,3285,4196;18143,20083;20084;20085;86345;86346,20775
Q9HAB8,Phosphopantothenate--cysteine ligase (EC 6.3.2.51) (Phosphopantothenoylcysteine synthetase) (PPC synthetase),PPCS COAB,2,15.4,34.005,311,0.0,29.654,1892.6,33059.0,8940.2,1546.5,27210.0,10137.0,1412.8,22171.0,8168.4,46863000.0,3286,6856;12637,32735;32736;32737;32738;32739;61182,33747
Q9HAS0,Protein Njmu-R1,C17orf75,2,13.9,44.621,396,0.0,14.32,16122.0,13156.0,0.0,19237.0,11711.0,0.0,14858.0,10763.0,0.0,30045000.0,3287,7245;7405,34683;34684;34685;35462;35463,35808
Q9HAU5,Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (hUpf2),UPF2 KIAA1408 RENT2,2,1.6,147.81,1272,0.00029308,2.4365,50811.0,0.0,3544.3,73247.0,0.0,2102.4,45735.0,0.0,1931.8,130660000.0,3288,11549;19283,56061;91480,57925
Q9HAV0,Guanine nucleotide-binding protein subunit beta-4 (Transducin beta chain 4),GNB4,3,17.9,37.567,340,0.0,18.754,61084.0,7259.7,24570.0,57054.0,5443.4,21896.0,49905.0,4470.3,20108.0,91120000.0,3289,274;399;826;5364;12622;15593;15594;16460,1217;1218;1759;1760;1761;1762;1763;3640;3641;3642;25674;25675;25676;61126;61127;74410;74411;74412;74413;74414;74415;74416;74417;74418;74419;74420;74421;74422;74423;74424;74425;78321;78322,1243
Q9HAV4,Exportin-5 (Exp5) (Ran-binding protein 21),XPO5 KIAA1291 RANBP21,15,20.6,136.31,1204,0.0,75.057,211650.0,156350.0,167590.0,219050.0,151130.0,179480.0,167710.0,117090.0,143630.0,680710000.0,3290,733;1256;2938;3469;4012;6289;6408;6536;10151;14917;15396;15451;16007;17021;18256,3267;5737;5738;5739;13937;13938;13939;13940;13941;13942;13943;16629;16630;16631;16632;16633;16634;16635;16636;19222;19223;19224;19225;19226;19227;19228;19229;29943;30593;30594;30595;30596;30597;31220;31221;31222;31223;31224;31225;31226;49559;49560;49561;71606;71607;73669;73670;73671;73837;76408;76409;81018;81019;81020;86862;86863;86864;86865,3373
Q9HAV7,"GrpE protein homolog 1, mitochondrial (HMGE) (Mt-GrpE#1)",GRPEL1 GREPEL1,4,22.6,24.279,217,0.0,9.803,79000.0,108140.0,117860.0,74577.0,105100.0,106020.0,57436.0,78125.0,93167.0,505570000.0,3291,3186;4477;5642;6558,15063;15064;15065;15066;15067;15068;15069;15070;15071;21500;26957;26958;26959;26960;26961;26962;31359;31360,15591
Q9HB07,MYG1 exonuclease (EC 3.1.-.-),MYG1 C12orf10,3,16.0,42.477,376,0.0,10.329,1285.7,4328.5,18967.0,1737.6,4327.1,19147.0,1421.7,3307.1,17184.0,19102000.0,3292,6919;12510;14152,33094;60653;60654;68374;68375,34131
