Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P75864	P75864	9	9	9	Ribosomal RNA large subunit methyltransferase K/L;23S rRNA m2G2445 methyltransferase;23S rRNA m7G2069 methyltransferase	rlmL	sp|P75864|RLMKL_ECOLI Ribosomal RNA large subunit methyltransferase K/L OS=Escherichia coli (strain K12) OX=83333 GN=rlmL PE=1 SV=1	1	9	9	9	16.2	16.2	16.2	78.853	702	702	0.0	30.7	22052000	7	1411	2113;4203;4223;4400;6257;6467;6855;7617;7706	True;True;True;True;True;True;True;True;True	2302;4551;4571;4769;6766;6987;7392;8210;8319	3088;5941;5967;6241;8902;9163;9656;10721;10871	3922;7564;7605;7968;11363;11669;12313;13678;13862	3922;7564;7605;7968;11363;11669;12313;13678;13862		
P75867	P75867	13	13	13	Putative Lon protease homolog	ycbZ	sp|P75867|LONH_ECOLI Putative Lon protease homolog OS=Escherichia coli (strain K12) OX=83333 GN=ycbZ PE=3 SV=1	1	13	13	13	35.7	35.7	35.7	65.818	586	586	0.0	23.057	22915000	13	1412	947;1948;2472;3050;4840;5130;5241;5604;7241;8741;10495;11255;12427	True;True;True;True;True;True;True;True;True;True;True;True;True	1048;2118;2691;3311;5241;5550;5673;6068;7813;9539;11422;12247;13525	1460;2840;3570;4364;6856;7265;7436;7967;10216;12500;14908;16036;17697	1864;3608;4551;5529;8754;9290;9522;10210;13025;15971;19049;20564;22696	1864;3608;4551;5529;8754;9290;9522;10210;13025;15971;19049;20564;22696		
P75874	P75874	6	6	6	Uncharacterized protein YccU	yccU	sp|P75874|YCCU_ECOLI Uncharacterized protein YccU OS=Escherichia coli (strain K12) OX=83333 GN=yccU PE=1 SV=2	1	6	6	6	65.0	65.0	65.0	14.701	137	137	0.0	19.214	40613000	11	1413	1421;3001;4640;8346;11007;12264	True;True;True;True;True;True	1563;3261;5023;5024;9112;11985;13341	2139;2140;2141;4305;4306;6551;6552;11981;15667;17456	2716;2717;2718;2719;5461;5462;8350;8351;15350;20093;22407	2716;5461;8351;15350;20093;22407	1301	73
P75876	P75876	6	6	6	Ribosomal RNA large subunit methyltransferase I	rlmI	sp|P75876|RLMI_ECOLI Ribosomal RNA large subunit methyltransferase I OS=Escherichia coli (strain K12) OX=83333 GN=rlmI PE=1 SV=2	1	6	6	6	21.2	21.2	21.2	44.356	396	396	0.0	30.133	24300000	6	1414	83;3782;5288;6778;7040;8572	True;True;True;True;True;True	89;4097;5726;7313;7585;9358	136;137;5364;7508;9557;9903;12288	176;177;6857;9616;12175;12632;15729	177;6857;9616;12175;12632;15729		
P75913	P75913	11	11	11	Glyoxylate/hydroxypyruvate reductase A	ghrA	sp|P75913|GHRA_ECOLI Glyoxylate/hydroxypyruvate reductase A OS=Escherichia coli (strain K12) OX=83333 GN=ghrA PE=1 SV=2	1	11	11	11	51.9	51.9	51.9	35.343	312	312	0.0	33.012	64452000	12	1415	1248;2381;2882;4550;7159;7229;9543;10919;11372;11759;11760	True;True;True;True;True;True;True;True;True;True;True	1379;2594;3138;4926;7726;7800;10403;11887;12374;12804;12805	1915;3448;4162;6429;10115;10202;13598;15540;16218;16219;16779;16780	2449;4395;5298;8191;12890;12997;17310;19929;20809;20810;20811;21524;21525	2449;4395;5298;8191;12890;12997;17310;19929;20809;21524;21525		
P75919	P75919	1	1	1	Cardiolipin synthase C	clsC	sp|P75919|CLSC_ECOLI Cardiolipin synthase C OS=Escherichia coli (strain K12) OX=83333 GN=clsC PE=1 SV=2	1	1	1	1	2.5	2.5	2.5	53.665	473	473	0.00395	1.4007	618860	0	1416	5065	True	5480	7178	9188	9188		
P75931	P75931	3	3	3	Putative oxidoreductase YceM	yceM	sp|P75931|YCEM_ECOLI Putative oxidoreductase YceM OS=Escherichia coli (strain K12) OX=83333 GN=yceM PE=1 SV=1	1	3	3	3	13.4	13.4	13.4	33.681	307	307	0.0	5.4819	6685100	4	1417	4408;5267;10617	True;True;True	4777;5702;11560	6250;7475;15086	7978;9574;19266;19267	7978;9574;19267		
P75949	P75949	4	4	4	Beta-hexosaminidase	nagZ	sp|P75949|NAGZ_ECOLI Beta-hexosaminidase OS=Escherichia coli (strain K12) OX=83333 GN=nagZ PE=1 SV=1	1	4	4	4	13.8	13.8	13.8	37.594	341	341	0.0	8.9422	11506000	5	1418	1962;2587;7591;8475	True;True;True;True	2139;2140;2813;8184;9253	2881;2882;3732;10691;12162	3664;3665;4763;13639;15577	3665;4763;13639;15577	1302	194
P75954	P75954	3	3	3	Probable L,D-transpeptidase YcfS	ycfS	sp|P75954|YCFS_ECOLI Probable L,D-transpeptidase YcfS OS=Escherichia coli (strain K12) OX=83333 GN=ycfS PE=1 SV=1	1	3	3	3	11.9	11.9	11.9	34.636	320	320	0.0	5.4514	3446900	3	1419	484;7518;11515	True;True;True	522;8108;12543	743;10597;16454	948;13515;21127	948;13515;21127		
P75957	P75957	5	5	5	Lipoprotein-releasing system ATP-binding protein LolD	lolD	sp|P75957|LOLD_ECOLI Lipoprotein-releasing system ATP-binding protein LolD OS=Escherichia coli (strain K12) OX=83333 GN=lolD PE=1 SV=2	1	5	5	5	33.9	33.9	33.9	25.438	233	233	0.0	24.589	12064000	6	1420	7248;7554;7961;8464;9932	True;True;True;True;True	7820;8145;8690;9241;10822	10224;10640;11433;11434;12146;14148	13034;13570;14625;14626;15550;18009	13034;13570;14625;15550;18009		
P75958	P75958	1	1	1	Lipoprotein-releasing system transmembrane protein LolE	lolE	sp|P75958|LOLE_ECOLI Lipoprotein-releasing system transmembrane protein LolE OS=Escherichia coli (strain K12) OX=83333 GN=lolE PE=1 SV=3	1	1	1	1	2.4	2.4	2.4	45.344	414	414	0.0	5.9597	0	1	1421	403	True	432	621	792	792		
P75960	P75960	5	5	5	NAD-dependent protein deacylase	cobB	sp|P75960|NPD_ECOLI NAD-dependent protein deacylase OS=Escherichia coli (strain K12) OX=83333 GN=cobB PE=1 SV=3	1	5	5	5	30.8	30.8	30.8	31.464	279	279	0.0	26.857	19496000	5	1422	3435;6755;8863;11448;12493	True;True;True;True;True	3714;7287;9666;12456;13592	4860;9520;12650;16324;17774	6180;12123;16156;20955;22790	6180;12123;16156;20955;22790		
P75981	P75981	1	1	1	Putative protein JayE from lambdoid prophage e14 region	jayE	sp|P75981|JAYE_ECOLI Putative protein JayE OS=Escherichia coli (strain K12) OX=83333 GN=jayE PE=5 SV=1	1	1	1	1	3.0	3.0	3.0	28.232	263	263	0.0026578	1.4684	54194000	1	1423	74	True	80	121	153	153		
P75992	P75992	1	1	1	Probable two-component-system connector protein YmgA	ymgA	sp|P75992|YMGA_ECOLI Probable two-component-system connector protein YmgA OS=Escherichia coli (strain K12) OX=83333 GN=ymgA PE=2 SV=1	1	1	1	1	8.9	8.9	8.9	10.345	90	90	0.0071014	1.201	0	1	1424	1903	True	2073	2791	3551	3551		
P76002	P76002	4	4	4	Inhibitor of g-type lysozyme	pliG	sp|P76002|PLIG_ECOLI Inhibitor of g-type lysozyme OS=Escherichia coli (strain K12) OX=83333 GN=pliG PE=1 SV=1	1	4	4	4	49.6	49.6	49.6	14.906	133	133	0.0	18.102	50615000	3	1425	4627;6177;11202;12399	True;True;True;True	5010;6683;12193;13493	6534;8801;15960;17659	8329;11229;20464;22654	8329;11229;20464;22654		
P76008	P76008	4	4	4	Murein tetrapeptide carboxypeptidase	ldcA	sp|P76008|LDCA_ECOLI Murein tetrapeptide carboxypeptidase OS=Escherichia coli (strain K12) OX=83333 GN=ldcA PE=1 SV=1	1	4	4	4	18.1	18.1	18.1	33.567	304	304	0.0	8.17	6588800	4	1426	2506;6907;7349;7479	True;True;True;True	2726;7445;7926;8068	3613;9729;10356;10542	4600;12401;13203;13435	4600;12401;13203;13435		
P76014	P76014	4	4	4	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL	dhaL	sp|P76014|DHAL_ECOLI PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL OS=Escherichia coli (strain K12) OX=83333 GN=dhaL PE=1 SV=3	1	4	4	4	17.1	17.1	17.1	22.632	210	210	0.0	5.7796	4549400	4	1427	1656;1789;7147;8995	True;True;True;True	1815;1954;7714;9806	2467;2645;10101;12825	3138;3362;12876;16362	3138;3362;12876;16362		
P76015	P76015	14	14	14	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	dhaK	sp|P76015|DHAK_ECOLI PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK OS=Escherichia coli (strain K12) OX=83333 GN=dhaK PE=1 SV=2	1	14	14	14	66.0	66.0	66.0	38.215	356	356	0.0	80.893	119530000	21	1428	530;1428;2080;3670;3839;4522;6840;8455;9200;9274;10887;10968;11210;11790	True;True;True;True;True;True;True;True;True;True;True;True;True;True	574;1570;2266;3971;4157;4896;7377;9232;10029;10113;11852;11939;12201;12838	810;811;2148;3041;5188;5441;6392;9637;9638;12136;13118;13119;13222;15490;15609;15969;15970;16823	1027;1028;2727;3866;6625;6948;8145;12283;12284;12285;15535;15536;16725;16726;16845;19856;20019;20020;20474;20475;21599	1028;2727;3866;6625;6948;8145;12285;15536;16725;16845;19856;20020;20475;21599		
P76034	P76034	5	5	5	Uncharacterized HTH-type transcriptional regulator YciT	yciT	sp|P76034|YCIT_ECOLI Uncharacterized HTH-type transcriptional regulator YciT OS=Escherichia coli (strain K12) OX=83333 GN=yciT PE=4 SV=1	1	5	5	5	29.7	29.7	29.7	27.602	249	249	0.0	19.537	14551000	6	1429	348;2324;3307;8969;10179	True;True;True;True;True	371;2533;3577;9780;11088	531;3373;4694;12797;14490	649;4291;5950;16327;16328;18470	649;4291;5950;16328;18470		
P76046	P76046	2	2	2	Uncharacterized protein YcjX	ycjX	sp|P76046|YCJX_ECOLI Uncharacterized protein YcjX OS=Escherichia coli (strain K12) OX=83333 GN=ycjX PE=1 SV=1	1	2	2	2	4.1	4.1	4.1	52.609	465	465	0.0	3.2015	3204700	2	1430	2909;7193	True;True	3167;7762	4195;10153	5338;12938	5338;12938		
P76049	P76049	1	1	1	Uncharacterized protein YcjY	ycjY	sp|P76049|YCJY_ECOLI Uncharacterized protein YcjY OS=Escherichia coli (strain K12) OX=83333 GN=ycjY PE=1 SV=2	1	1	1	1	4.9	4.9	4.9	33.658	306	306	0.0	4.4581	810290	1	1431	590	True	639	894	1130	1130		
P76053	P76053	3	3	3	Probable DNA endonuclease SmrA	smrA	sp|P76053|SMRA_ECOLI Probable DNA endonuclease SmrA OS=Escherichia coli (strain K12) OX=83333 GN=smrA PE=1 SV=1	1	3	3	3	18.2	18.2	18.2	21.512	187	187	0.0	7.4655	4951900	4	1432	8412;9694;12343	True;True;True	9185;10564;13433	12071;13815;17580	15453;17591;17592;22562	15453;17591;22562		
P76055	P76055	3	3	3	tRNA 2-thiocytidine biosynthesis protein TtcA	ttcA	sp|P76055|TTCA_ECOLI tRNA-cytidine(32) 2-sulfurtransferase OS=Escherichia coli (strain K12) OX=83333 GN=ttcA PE=1 SV=1	1	3	3	3	12.2	12.2	12.2	35.561	311	311	0.0	7.2002	8343100	3	1433	5733;7141;8242	True;True;True	6212;7708;8989	8151;10095;11810	10451;12869;15105	10451;12869;15105		
P76062	P76062	2	2	2	Rac prophage repressor	racR	sp|P76062|RACR_ECOLI Prophage repressor RacR OS=Escherichia coli (strain K12) OX=83333 GN=racR PE=4 SV=1	1	2	2	2	16.5	16.5	16.5	17.663	158	158	0.0	11.609	4478600	2	1434	1838;9474	True;True	2005;10330	2706;13511	3442;17205	3442;17205		
P76086	P76086	4	4	4	Transcriptional repressor PaaX	paaX	sp|P76086|PAAX_ECOLI Transcriptional repressor PaaX OS=Escherichia coli (strain K12) OX=83333 GN=paaX PE=1 SV=1	1	4	4	4	18.7	18.7	18.7	35.294	316	316	0.0	10.616	7093600	4	1435	2517;3323;10911;11860	True;True;True;True	2739;3594;11878;12913	3632;4716;15530;16913	4633;5986;19919;21716	4633;5986;19919;21716		
P76097	P76097	3	3	3	Uncharacterized protein YdcJ	ydcJ	sp|P76097|YDCJ_ECOLI Uncharacterized protein YdcJ OS=Escherichia coli (strain K12) OX=83333 GN=ydcJ PE=4 SV=1	1	3	3	3	7.4	7.4	7.4	51.042	447	447	0.0	5.1033	4455100	3	1436	5421;6530;8592	True;True;True	5870;7053;9378	7701;9235;12312	9859;11755;15758	9859;11755;15758		
P76104	P76104	4	4	4	Uncharacterized protease YdcP	ydcP	sp|P76104|RLHA_ECOLI 23S rRNA 5-hydroxycytidine C2501 synthase OS=Escherichia coli (strain K12) OX=83333 GN=rlhA PE=1 SV=2	1	4	4	4	8.9	8.9	8.9	72.701	653	653	0.0	12.098	5018700	3	1437	1762;1969;2257;4473	True;True;True;True	1927;2148;2461;4846	2612;2891;3282;6336	3319;3675;4178;8080	3319;3675;4178;8080		
P76108	P76108	11	11	11	Putative ABC transporter periplasmic-binding protein YdcS	ydcS	sp|P76108|YDCS_ECOLI Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein OS=Escherichia coli (strain K12) OX=83333 GN=ydcS PE=1 SV=1	1	11	11	11	47.5	47.5	47.5	42.295	381	381	0.0	51.333	36570000	12	1438	1114;1185;2515;3787;3854;4074;8030;10258;11606;11613;11936	True;True;True;True;True;True;True;True;True;True;True	1227;1306;2737;4102;4175;4410;8764;11175;12640;12647;12995	1688;1791;3630;5370;5467;5756;11528;14597;16582;16590;16591;17015	2129;2262;4631;6863;6979;7334;14734;18620;21283;21291;21292;21844	2129;2262;4631;6863;6979;7334;14734;18620;21283;21291;21844		
P76113	P76113	17	17	17	NADPH-dependent curcumin reductase	curA	sp|P76113|CURA_ECOLI NADPH-dependent curcumin reductase OS=Escherichia coli (strain K12) OX=83333 GN=curA PE=1 SV=3	1	17	17	17	72.8	72.8	72.8	37.609	345	345	0.0	112.89	186690000	23	1439	2371;2465;2819;4115;4691;5285;5549;6500;7192;7244;7886;8498;8499;10778;11073;11833;12022	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2584;2684;3058;4454;5077;5723;6011;7022;7761;7816;8581;9278;9279;11737;12055;12884;13084	3435;3436;3562;3563;4036;5816;6626;7503;7504;7891;9201;10152;10219;10220;11273;11274;11275;12194;12195;15343;15754;15755;16878;17116	4375;4376;4543;4544;5142;7402;8459;9609;9610;10119;11715;12937;13028;13029;14390;14391;14392;15615;15616;19668;20197;20198;20199;21670;21958	4375;4543;5142;7402;8459;9610;10119;11715;12937;13029;14390;15615;15616;19668;20197;21670;21958		
P76116	P76116	3	3	3	Uncharacterized protein YncE	yncE	sp|P76116|YNCE_ECOLI Uncharacterized protein YncE OS=Escherichia coli (strain K12) OX=83333 GN=yncE PE=1 SV=1	1	3	3	3	9.9	9.9	9.9	38.612	353	353	0.0	7.2267	4509600	3	1440	2990;10519;10817	True;True;True	3250;11449;11779	4292;14940;15391	5447;19087;19733	5447;19087;19733		
P76128	P76128	1	1	1	Probable D,D-dipeptide-binding periplasmic protein DdpA	ddpA	sp|P76128|DDPA_ECOLI Probable D,D-dipeptide-binding periplasmic protein DdpA OS=Escherichia coli (strain K12) OX=83333 GN=ddpA PE=2 SV=1	1	1	1	1	1.7	1.7	1.7	57.641	516	516	0.0020013	1.5146	1016700	1	1441	963	True	1064	1477	1881	1881		
P76141	P76141	2	2	2	Transcriptional regulator LsrR	lsrR	sp|P76141|LSRR_ECOLI Transcriptional regulator LsrR OS=Escherichia coli (strain K12) OX=83333 GN=lsrR PE=1 SV=1	1	2	2	2	7.9	7.9	7.9	33.796	317	317	0.0	2.0106	2113800	2	1442	5278;7336	True;True	5716;7913	7495;10342	9601;13186	9601;13186		
P76142	P76142	10	10	10	Autoinducer 2-binding protein LsrB	lsrB	sp|P76142|LSRB_ECOLI Autoinducer 2-binding protein LsrB OS=Escherichia coli (strain K12) OX=83333 GN=lsrB PE=1 SV=1	1	10	10	10	53.2	53.2	53.2	36.684	340	340	0.0	51.376	91198000	11	1443	1370;2419;2542;4546;5650;7531;9726;10049;10876;11443	True;True;True;True;True;True;True;True;True;True	1508;2637;2766;4922;6120;8121;10597;10946;11840;12451	2075;3500;3667;6422;8031;10614;13856;14302;14303;15474;16319	2643;4462;4679;8181;10285;13539;17646;18210;18211;18212;19838;20950	2643;4462;4679;8181;10285;13539;17646;18210;19838;20950		
P76143	P76143	12	12	12	Uncharacterized aldolase LsrF	lsrF	sp|P76143|LSRF_ECOLI 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase OS=Escherichia coli (strain K12) OX=83333 GN=lsrF PE=1 SV=1	1	12	12	12	48.8	48.8	48.8	31.892	291	291	0.0	24.752	44041000	12	1444	189;190;1348;4943;5068;5718;7127;8152;8162;8173;10024;12146	True;True;True;True;True;True;True;True;True;True;True;True	202;203;1486;5352;5483;6196;7693;8891;8901;8913;10921;13219	311;312;2048;7003;7183;8130;10078;11692;11705;11718;14271;17311	388;389;2614;8963;9196;10420;12850;14942;14964;14982;18162;18163;22235	388;389;2614;8963;9196;10420;12850;14942;14964;14982;18163;22235		
P76170	P76170	1	1	1	UPF0482 protein YnfB	ynfB	sp|P76170|YNFB_ECOLI UPF0482 protein YnfB OS=Escherichia coli (strain K12) OX=83333 GN=ynfB PE=1 SV=1	1	1	1	1	10.6	10.6	10.6	12.909	113	113	0.0	3.6731	3961600	1	1445	7539	True	8129	10623	13548	13548		
P76176	P76176	2	2	2	Uncharacterized serine protease YdgD	ydgD	sp|P76176|YDGD_ECOLI Uncharacterized serine protease YdgD OS=Escherichia coli (strain K12) OX=83333 GN=ydgD PE=3 SV=1	1	2	2	2	6.2	6.2	6.2	29.277	273	273	0.0039656	1.4259	2692000	2	1446	86;12117	True;True	92;13189	141;17278	182;22193	182;22193		
P76177	P76177	11	11	11	Protein YdgH	ydgH	sp|P76177|YDGH_ECOLI Protein YdgH OS=Escherichia coli (strain K12) OX=83333 GN=ydgH PE=1 SV=1	1	11	11	11	48.1	48.1	48.1	33.903	314	314	0.0	65.112	80769000	14	1447	2019;2442;3559;3781;4344;5655;5772;6139;9858;11262;12445	True;True;True;True;True;True;True;True;True;True;True	2200;2660;3851;4096;4712;6126;6253;6641;10746;12257;13543	2950;2951;3532;5030;5363;6156;8043;8200;8740;14052;16055;17719	3750;3751;3752;3753;4501;6413;6856;7845;10311;10509;11154;17890;20603;22721	3751;4501;6413;6856;7845;10311;10509;11154;17890;20603;22721		
P76187	P76187	9	9	9	Oxidoreductase YdhF	ydhF	sp|P76187|YDHF_ECOLI Oxidoreductase YdhF OS=Escherichia coli (strain K12) OX=83333 GN=ydhF PE=1 SV=2	1	9	9	9	41.3	41.3	41.3	33.675	298	298	0.0	36.245	109560000	10	1448	136;2386;2387;4729;5682;5844;7169;7215;11653	True;True;True;True;True;True;True;True;True	147;2600;2601;5117;6156;6326;7736;7786;12692	222;3454;3455;3456;6681;8081;8290;10125;10126;10184;16644	276;4402;4403;4404;8535;10364;10619;12903;12904;12973;21353	276;4402;4404;8535;10364;10619;12904;12973;21353	1303	207
P76193	P76193	11	11	11	Probable L,D-transpeptidase YnhG	ynhG	sp|P76193|YNHG_ECOLI Probable L,D-transpeptidase YnhG OS=Escherichia coli (strain K12) OX=83333 GN=ynhG PE=1 SV=1	1	11	11	11	50.6	50.6	50.6	36.082	334	334	0.0	86.673	172960000	15	1449	5541;6262;7200;7528;7823;8240;8495;8723;9165;12409;12455	True;True;True;True;True;True;True;True;True;True;True	6002;6771;7771;8118;8494;8987;9275;9521;9992;13505;13553	7880;8908;8909;10164;10165;10610;11144;11808;12190;12191;12480;13066;17672;17730	10107;11373;11374;12951;12952;12953;13534;14222;15103;15610;15611;15951;16666;22667;22734	10107;11374;12952;13534;14222;15103;15610;15951;16666;22667;22734		
P76194	P76194	1	1	1	Cysteine desulfuration protein SufE	sufE	sp|P76194|SUFE_ECOLI Cysteine desulfuration protein SufE OS=Escherichia coli (strain K12) OX=83333 GN=sufE PE=1 SV=1	1	1	1	1	8.0	8.0	8.0	15.8	138	138	0.0051982	1.2513	759580	1	1450	7677	True	8277	10802	13772	13772		
P76216	P76216	1	1	1	N-succinylarginine dihydrolase	astB	sp|P76216|ASTB_ECOLI N-succinylarginine dihydrolase OS=Escherichia coli (strain K12) OX=83333 GN=astB PE=1 SV=1	1	1	1	1	2.9	2.9	2.9	49.298	447	447	0.0	1.8897	1044100	1	1451	7390	True	7970	10410	13266	13266		
P76217	P76217	7	7	7	N-succinylglutamate 5-semialdehyde dehydrogenase	astD	sp|P76217|ASTD_ECOLI N-succinylglutamate 5-semialdehyde dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=astD PE=1 SV=1	1	7	7	7	20.3	20.3	20.3	53.026	492	492	0.0	11.75	16475000	7	1452	295;2647;3009;3335;7608;9532;12097	True;True;True;True;True;True;True	315;2876;3269;3608;8201;10390;13167	464;3809;4316;4733;10711;10712;13582;17245	565;4848;5473;6007;13667;13668;17289;22152	565;4848;5473;6007;13667;17289;22152		
P76223	P76223	2	2	2	Protein YnjB	ynjB	sp|P76223|YNJB_ECOLI Protein YnjB OS=Escherichia coli (strain K12) OX=83333 GN=ynjB PE=1 SV=2	1	2	2	2	7.7	7.7	7.7	42.844	388	388	0.0	6.6169	2501700	3	1453	2287;7360	True;True	2494;7938	3319;10372	4223;4224;13220	4223;13220		
P76235	P76235	2	2	2	UPF0229 protein YeaH	yeaH	sp|P76235|YEAH_ECOLI UPF0229 protein YeaH OS=Escherichia coli (strain K12) OX=83333 GN=yeaH PE=3 SV=1	1	2	2	2	4.7	4.7	4.7	49.392	427	427	0.0	3.4743	3840100	1	1454	2021;11558	True;True	2202;12588	2953;16519	3756;21207	3756;21207		
P76237	P76237	1	1	1	Putative diguanylate cyclase YeaJ	yeaJ	sp|P76237|DGCJ_ECOLI Probable diguanylate cyclase DgcJ OS=Escherichia coli (strain K12) OX=83333 GN=dgcJ PE=1 SV=2	1	1	1	1	2.8	2.8	2.8	56.602	496	496	0.0	9.0808	2453800	1	1455	669	True	728	1021	1294	1294		
P76251	P76251	2	2	2	D-malate dehydrogenase [decarboxylating]	dmlA	sp|P76251|DMLA_ECOLI D-malate dehydrogenase [decarboxylating] OS=Escherichia coli (strain K12) OX=83333 GN=dmlA PE=1 SV=1	1	2	2	2	6.6	6.6	6.6	40.314	361	361	0.00067889	1.8076	2028000	1	1456	2863;4950	True;True	3116;5360	4132;7015	5266;8976	5266;8976		
P76256	P76256	3	3	3	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	tsaB	sp|P76256|TSAB_ECOLI tRNA threonylcarbamoyladenosine biosynthesis protein TsaB OS=Escherichia coli (strain K12) OX=83333 GN=tsaB PE=1 SV=1	1	3	3	3	19.0	19.0	19.0	25.181	231	231	0.0	5.9334	8228600	3	1457	1596;10719;11310	True;True;True	1753;11673;12306	2396;15259;16124	3053;19546;20691	3053;19546;20691		
P76268	P76268	10	10	10	Transcriptional regulator KdgR	kdgR	sp|P76268|KDGR_ECOLI Transcriptional regulator KdgR OS=Escherichia coli (strain K12) OX=83333 GN=kdgR PE=1 SV=1	1	10	10	10	49.8	49.8	49.8	30.029	263	263	0.0	45.067	58494000	11	1458	819;898;2577;2915;3014;8768;9264;10405;10459;11079	True;True;True;True;True;True;True;True;True;True	895;995;2803;3174;3274;9568;10100;11329;11386;12061	1247;1393;3721;4206;4322;4323;12537;13208;14787;14863;15762	1581;1776;4751;5350;5481;5482;16019;16831;18872;18976;20207	1581;1776;4751;5350;5481;16019;16831;18872;18976;20207		
P76270	P76270	2	2	2	Free methionine-R-sulfoxide reductase	msrC	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	1	2	2	2	26.7	26.7	26.7	18.121	165	165	0.0006734	1.674	2723400	2	1459	5116;8322	True;True	5536;9086	7248;11949	9266;15314	9266;15314		
P76272	P76272	6	6	6	Uncharacterized protein YebT	yebT	sp|P76272|YEBT_ECOLI Intermembrane transport protein YebT OS=Escherichia coli (strain K12) OX=83333 GN=yebT PE=1 SV=2	1	6	6	6	11.5	11.5	11.5	94.969	877	877	0.0	12.83	9020900	5	1460	899;1253;3580;5462;7359;8231	True;True;True;True;True;True	996;1384;3873;5913;7937;8976	1394;1921;5057;7767;10371;11794	1777;2455;6447;9963;13219;15085	1777;2455;6447;9963;13219;15085		
P76290	P76290	2	2	2	tRNA (cmo5U34)-methyltransferase	cmoA	sp|P76290|CMOA_ECOLI Carboxy-S-adenosyl-L-methionine synthase OS=Escherichia coli (strain K12) OX=83333 GN=cmoA PE=1 SV=1	1	2	2	2	10.1	10.1	10.1	27.776	247	247	0.0	2.1875	2239900	1	1461	5833;6645	True;True	6314;7171	8272;9376	10599;11941	10599;11941		
P76291	P76291	3	3	3	tRNA (mo5U34)-methyltransferase	cmoB	sp|P76291|CMOB_ECOLI tRNA U34 carboxymethyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=cmoB PE=1 SV=1	1	3	3	3	12.4	12.4	12.4	37.006	323	323	0.0	10.909	5042200	3	1462	526;4960;8431	True;True;True	570;5371;9206	804;7032;12102	1021;9001;15493	1021;9001;15493		
P76316	P76316	3	3	3	D-cysteine desulfhydrase	dcyD	sp|P76316|DCYD_ECOLI D-cysteine desulfhydrase OS=Escherichia coli (strain K12) OX=83333 GN=dcyD PE=1 SV=4	1	3	3	3	11.0	11.0	11.0	35.153	328	328	0.0	4.8111	4666100	2	1463	6021;6512;11869	True;True;True	6513;7034;12923	8554;9216;16925	10937;11731;21734	10937;11731;21734		
P76329	P76329	8	8	8	Putative mannosyl-3-phosphoglycerate phosphatase	yedP	sp|P76329|MPGP_ECOLI Mannosyl-3-phosphoglycerate phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=yedP PE=1 SV=1	1	8	8	8	39.5	39.5	39.5	30.439	271	271	0.0	27.807	35502000	10	1464	2486;2495;3626;3672;5344;7095;9837;10650	True;True;True;True;True;True;True;True	2705;2715;3922;3973;5786;7658;10724;11598	3587;3588;3600;5118;5119;5190;7575;10027;14026;15139	4569;4570;4583;6526;6527;6627;9693;12784;17860;19335	4569;4583;6526;6627;9693;12784;17860;19335		
P76330	P76330	5	5	5	Probable diguanylate cyclase YedQ	yedQ	sp|P76330|DGCQ_ECOLI Probable diguanylate cyclase DgcQ OS=Escherichia coli (strain K12) OX=83333 GN=dgcQ PE=2 SV=2	1	5	5	5	13.3	13.3	13.3	64.282	564	564	0.0	8.9289	15610000	6	1465	410;2283;3447;6429;10489	True;True;True;True;True	439;2489;3727;6947;11416	630;3313;4878;4879;9115;9116;14902	802;4216;6210;6211;11614;11615;19042	802;4216;6211;11614;19042		
P76342	P76342	5	5	5	Sulfoxide reductase catalytic subunit YedY	yedY	sp|P76342|MSRP_ECOLI Protein-methionine-sulfoxide reductase catalytic subunit MsrP OS=Escherichia coli (strain K12) OX=83333 GN=msrP PE=1 SV=1	1	5	5	5	19.2	19.2	19.2	37.368	334	334	0.0	19.995	9548000	5	1466	3384;5621;6914;11679;12353	True;True;True;True;True	3660;6085;7452;12719;13443	4796;7991;9738;16676;17591	6091;10240;12412;21389;22573	6091;10240;12412;21389;22573		
