Peptide IDs,Mol. weight [kDa],Evidence IDs,Protein names,Gene names,Sequence coverage [%],Q-value,Reporter intensity 3,Reporter intensity 6,Reporter intensity 8,Score,Sequence length,Reporter intensity 4,Best MS/MS,Razor + unique peptides,Reporter intensity 5,Reporter intensity 9,Reporter intensity 1,Protein IDs,Intensity,Reporter intensity 0,Reporter intensity 7,Reporter intensity 2
1605;2596;4640;6602;6880;6892;7585;8512;8621;8724;12330;16098,44.76,7329;11162;11163;21724;31378;32352;32392;32393;35636;35637;35638;35639;38721;39042;39349;39350;55481;55482;73239,"Actin, cytoplasmic 2 (EC 3.6.4.-) (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]",ACTG1 ACTG,44.2,0.0,19040.0,23547.0,21265.0,162.02,375,22690.0,10025,12,17806.0,23743.0,20985.0,P61160,645020000,20122.0,23021.0,22385.0
7675;10166;12136;15352;16488,18.778,35879;35880;45076;54763;70051;75297,Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (UbcH13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N),UBE2N BLU,37.6,0.0,8102.0,10087.0,8660.8,18.629,152,11187.0,48954,5,7796.9,10124.0,9443.8,P61224-3,186800000,9194.3,10477.0,9847.5
2415;9798;11612,11.999,10285;10286;43642;52232,Actin-related protein 3 (Actin-like protein 3),ACTR3 ARP3,37.5,0.0,1454.0,2076.2,1339.9,3.3576,418,1496.7,13865,3,1733.7,1895.9,1710.6,P61457,25149000,1375.7,1781.1,1903.3
1335;2052;4403;10164;11074;12758;12872;14767,16.57,6481;6482;6483;6484;6485;6486;6487;6488;8554;8555;8556;20327;20328;20329;20330;45072;45073;50216;50217;50218;57322;57987;57988;57989;57990;67265;67266;67267,Actin-related protein 2 (Actin-like protein 2),ACTR2 ARP2,66.2,0.0,31609.0,40318.0,35378.0,82.341,394,37629.0,8960,8,35090.0,39475.0,35638.0,P61916,3600900000,36392.0,39017.0,41118.0
9896;14446,14.478,43991;65403;65404,Ras-related protein Rap-1b (EC 3.6.5.2) (GTP-binding protein smg p21B),RAP1B OK/SW-cl.11,24.4,0.0,2740.1,3585.0,2695.1,33.598,184,3219.8,59555,2,2719.3,3167.0,2870.4,P61970,113940000,3091.5,3280.8,3394.9
1205;1403;2933;3679;3834;9070;10602;10898;11245;13688;13689;16472;16726,28.302,5991;6693;13094;13095;13096;13097;16816;16817;16818;17553;17554;17555;40940;40941;40942;48136;48137;49435;49436;49437;49438;50849;50850;50851;50852;61989;61990;61991;75252;75253;75254;75255;76454,Pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha) (DCoH) (Dimerization cofactor of HNF1) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase) (PCD),PCBD1 DCOH PCBD,62.3,0.0,11898.0,15484.0,12788.0,323.31,104,14054.0,8304,10,14458.0,14315.0,12009.0,P61981,1205500000,13175.0,14303.0,15155.0
543;6715;7158;9572;11239;12004;13983,37.512,2537;31851;31852;34016;43001;50833;54234;54235;63098;63099,NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1) (Human epididymis-specific protein 1) (He1) (Niemann-Pick disease type C2 protein),NPC2 HE1,26.1,0.0,8072.3,10342.0,9723.3,14.329,151,9816.2,3601,7,8730.2,10308.0,8917.7,P62136,120540000,9351.5,10258.0,10599.0
32;33;2700;2933;3171;3250;6859;7478;9192;10898;11883;16718;16719,26.504,92;93;94;95;96;12195;12196;13094;13095;13096;13097;14625;14626;14627;14924;14925;32249;32250;32251;35236;35237;41600;41601;41602;41603;49435;49436;49437;49438;53698;76435;76436;76437;76438;76439,Nuclear transport factor 2 (NTF-2) (Placental protein 15) (PP15),NUTF2 NTF2,55.8,0.0,30839.0,40670.0,33099.0,186.9,127,38474.0,122,11,30257.0,38834.0,36848.0,P62258-2,2108200000,35802.0,38195.0,37734.0
4269;11018;12650;12651,5.1127,19827;19828;49929;49930;49931;49932;49933;49934;49935;49936;49937;49938;56619;56620;56621;56622;56623,"14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]",YWHAG,61.4,0.0,21355.0,28668.0,22772.0,15.077,247,25264.0,27446,4,18190.0,25496.0,23707.0,Q5T4B6,18806000000,24366.0,27732.0,26744.0
14686;15111,11.367,66927;69238,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16),PPP1CA PPP1A,19.4,0.0006169,2122.1,3207.8,2528.3,2.258,330,2684.9,90581,2,3177.8,2930.5,2963.6,P62805,52172000,2657.5,2935.8,2846.2
3610;4645;7011;7464;7888;8276;13016;13929;15355;15597;15759;15760,18.012,16485;16486;21732;21733;21734;32773;32774;32775;35177;35178;35179;35180;35181;35182;35183;35184;35185;35186;35187;36697;36698;36699;37955;37956;37957;37958;37959;58515;58516;58517;62963;62964;62965;70058;70059;71046;71047;71048;71049;71050;71051;71052;71053;71054;71055;71056;71657;71658;71659;71660;71661,14-3-3 protein epsilon (14-3-3E),YWHAE,70.9,0.0,45930.0,58375.0,49401.0,275.21,255,52470.0,22401,12,47312.0,55509.0,49831.0,P62937,9554600000,50333.0,55637.0,56126.0
6555;6591,11.951,30833;30834;30835;31288;31289;31290;31291;31292;31293;31294,deleted,,25.0,0.0,7444.3,8754.7,7332.8,58.661,,9681.9,42349,2,7977.6,9900.9,8103.7,P62942,1159200000,7754.5,8646.1,8676.4
1127;5300;6707;11299;11359;16569,25.206,5640;5641;24853;31833;31834;51084;51085;51222;75765;75766,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,24.4,0.0,10582.0,13611.0,11803.0,14.475,103,12828.0,7745,6,11821.0,12700.0,11892.0,P62993,92333000,13411.0,13404.0,13045.0
2378;2702;2933;3786;3989;4884;5907;5908;7286;8151;8209;9069;10898;13592;13693;13694;16087;16473;16721;16722,27.745,9912;9913;9914;9915;9916;12198;12199;12200;12201;13094;13095;13096;13097;17268;18377;18378;18379;18380;18381;18382;18383;18384;18385;18386;18387;18388;18389;22582;22583;22584;22585;22586;27252;27253;27254;27255;27256;27257;27258;34590;34591;34592;37742;37743;37744;37852;37853;40939;49435;49436;49437;49438;61662;61663;61664;61665;61666;61667;61998;61999;62000;62001;62002;62003;62004;62005;62006;62007;62008;62009;73079;73080;75256;75257;75258;75259;75260;75261;76443;76444;76445;76446;76447;76448;76449,"Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]",PPIA CYPA,74.7,0.0,71246.0,91808.0,82828.0,323.31,165,89735.0,13301,20,71765.0,89874.0,80155.0,P63104,22147000000,84901.0,91942.0,94859.0
3380;7960;10720;12378;15257;16471,16.832,15316;15317;37013;37014;48458;55619;69734;69735;75250;75251,Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (Calstabin-1) (FK506-binding protein 1A) (FKBP-1A) (Immunophilin FKBP12) (Rotamase),FKBP1A FKBP1 FKBP12,56.5,0.0,7764.7,9522.0,8543.1,197.79,108,9563.4,20686,6,8304.1,10129.0,8800.9,P63241,909640000,8814.1,9492.1,10300.0
279;280;330;1586;3374;3772;3821;6802;6803;6804;7717;7718;7751;7752;8271;8349;8350;8527;8661;8662;10094;10095;11246;12313;12314;13076;14101;16902,28.521,1083;1084;1085;1086;1087;1197;1198;1199;7288;7289;15291;15292;17232;17501;32058;32059;32060;32061;32062;32063;32064;32065;32066;35962;35963;35964;35965;35966;35967;35968;36061;36062;36063;36064;36065;37945;38151;38152;38153;38154;38155;38156;38744;39154;39155;39156;39157;44893;44894;44895;44896;50853;55445;55446;59253;59254;63539;63540;63541;63542;77030;77031;77032,Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2),GRB2 ASH,60.9,0.0,41715.0,52902.0,45224.0,170.03,217,49111.0,1475,17,46863.0,52507.0,46430.0,P67936,14460000000,46914.0,51264.0,53301.0
194;8040;10813;13832,17.861,807;37263;37264;49156;49157;62642;62643;62644,14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1),YWHAZ,42.2,0.0,3560.8,4730.5,4373.4,62.615,245,4303.8,1128,4,3730.6,4906.2,4245.4,P68036,209210000,4462.8,4791.7,4351.1
3665;7363;11831;12063,50.184,16735;34927;53549;54452,Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (Rev-binding factor) (eIF-4D),EIF5A,8.7,0.0,5152.4,6226.7,4971.2,4.0506,154,5306.4,22721,4,8720.7,5890.4,5147.0,Q5VTE0,68836000,5090.4,5986.5,6164.7
3526;4684;6431;9181;9383;9506;12569;15256;15430;15604;15979,15.998,15990;15991;15992;15993;21837;21838;21839;21840;21841;21842;30368;41556;41557;41558;42213;42686;42687;42688;56352;56353;56354;69733;70310;70311;71118;72695;72696;72697,Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4),TPM4,93.2,0.0,26501.0,33860.0,29133.0,106.56,248,32141.0,21531,11,29145.0,33828.0,29624.0,P68871,3562300000,30021.0,31063.0,34137.0
4846;10331;14737;15152,15.257,22449;22450;22451;45983;45984;67141;69389;69390;69391,Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3),UBE2L3 UBCE7 UBCH7,36.6,0.0,10292.0,12865.0,10470.0,44.363,154,11478.0,31129,4,11096.0,11819.0,10403.0,P69905,784210000,10856.0,12127.0,11519.0
653;1856;3882;4051;6364;6415;8223;9936;12830;13550;13920;15655;15950,54.966,2875;2876;2877;7918;17900;17901;18646;29915;29916;30093;37874;37875;44284;44285;57884;57885;61367;61368;62936;62937;71365;72509;72510,Putative elongation factor 1-alpha-like 3 (EF-1-alpha-like 3) (Eukaryotic elongation factor 1 A-like 3) (eEF1A-like 3) (Eukaryotic translation elongation factor 1 alpha-1 pseudogene 5),EEF1A1P5 EEF1AL3,27.2,0.0,27310.0,34987.0,29347.0,58.161,462,30913.0,4028,13,27072.0,31753.0,29615.0,P78324,2713300000,31147.0,33109.0,33180.0
3391;3406;3525;6306;6739;8322;8832;8833;9455;9550;10194;10375;10832;11012;13341;15659,27.566,15361;15362;15363;15409;15410;15988;15989;29746;29747;29748;31913;31914;38095;38096;39885;39886;39887;42534;42535;42536;42812;42813;42814;45165;45166;45167;46766;46767;46768;46769;49195;49196;49909;60451;71373,Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin],HBB,63.1,0.0,46479.0,57190.0,50952.0,68.872,147,54618.0,20745,16,41707.0,55964.0,50812.0,P78417,4308100000,50382.0,54073.0,57422.0
1064;1513;1875;1888;2118;2648;7435;7981;11898;13439;13768;15846;15853;16115,133.8,5208;5209;7095;7967;7989;7990;8712;11306;35100;37150;53723;53724;60795;60796;62332;72024;72025;72038;73282,Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin],HBA1; HBA2,13.5,0.0,22330.0,29649.0,25564.0,84.999,142,26540.0,7157,14,25769.0,29541.0,25837.0,P78504,463450000,25222.0,30122.0,27294.0
1547;3623;7165;7416;8722;11198;11316;12962,48.759,7172;7173;16630;16631;16632;16633;34041;34042;35057;35058;39341;50667;50668;51126;58383;58384,Tyrosine-protein phosphatase non-receptor type substrate 1 (SHP substrate 1) (SHPS-1) (Brain Ig-like molecule with tyrosine-based activation motifs) (Bit) (CD172 antigen-like family member A) (Inhibitory receptor SHPS-1) (Macrophage fusion receptor) (MyD-1 antigen) (Signal-regulatory protein alpha-1) (Sirp-alpha-1) (Signal-regulatory protein alpha-2) (Sirp-alpha-2) (Signal-regulatory protein alpha-3) (Sirp-alpha-3) (p84) (CD antigen CD172a),SIRPA BIT MFR MYD1 PTPNS1 SHPS1 SIRP,23.0,0.0,16940.0,21100.0,19175.0,80.901,504,19490.0,9819,8,14843.0,19563.0,18581.0,P78552,1250800000,19193.0,20000.0,21568.0
650;705;1026;2580;3894;4048;4311;4733;4755;4757;5388;5905;5906;6516;7049;7097;7544;8486;9057;9058;9123;9124;9837;10235;11081;11337;12110;13606;14236;14309;14797;15335;16149;16159;16160;16176,92.335,2870;3002;3003;3004;3005;3006;5063;5064;5065;5066;5067;5068;5069;5070;5071;11048;11049;11050;11051;11052;17980;17981;17982;17983;17984;17985;17986;17987;17988;17989;17990;17991;17992;17993;18630;18631;18632;18633;18634;18635;18636;18637;18638;18639;19983;19984;19985;19986;19987;19988;19989;19990;19991;19992;19993;19994;19995;19996;19997;22033;22034;22086;22087;22088;22089;22090;22091;22092;22093;22094;22095;22096;22097;22098;22099;22100;22101;22106;22107;22108;25174;25175;25176;25177;25178;25179;25180;25181;25182;25183;25184;25185;25186;25187;27234;27235;27236;27237;27238;27239;27240;27241;27242;27243;27244;27245;27246;27247;27248;27249;27250;27251;30723;30724;30725;30726;30727;30728;30729;30730;30731;30732;30733;33108;33109;33726;33727;33728;33729;33730;33731;33732;33733;35391;35392;35393;35394;35395;38660;38661;38662;38663;38664;38665;38666;38667;38668;38669;38670;38671;38672;38673;40895;40896;40897;40898;40899;40900;40901;40902;40903;40904;40905;40906;40907;41198;41199;41200;41201;43744;43745;45510;45511;45512;45513;45514;50311;50312;50313;50314;50315;50316;51175;51176;54687;54688;54689;54690;54691;54692;54693;54694;54695;54696;54697;61704;61705;61706;61707;61708;61709;64067;64068;64069;64070;64071;64072;64073;64074;64449;64450;64451;64452;64453;64454;64455;64456;64457;64458;64459;64460;64461;64462;64463;68180;68181;68182;68183;68184;68185;68186;68187;68188;68189;69971;69972;69973;69974;69975;69976;69977;69978;69979;69980;69981;69982;69983;69984;69985;69986;69987;69988;69989;69990;69991;69992;69993;69994;69995;69996;69997;69998;69999;70000;70001;70002;70003;70004;70005;70006;70007;70008;73431;73432;73433;73434;73435;73436;73437;73438;73439;73440;73441;73442;73443;73444;73445;73446;73447;73448;73449;73450;73472;73473;73474;73475;73476;73477;73478;73479;73480;73481;73482;73483;73484;73485;73486;73487;73488;73489;73490;73491;73492;73493;73494;73495;73496;73497;73498;73499;73500;73501;73502;73503;73504;73505;73506;73507;73508;73509;73510;73511;73512;73513;73514;73515;73516;73517;73518;73519;73520;73521;73522;73523;73524;73525;73526;73527;73528;73529;73530;73531;73532;73533;73534;73535;73536;73537;73538;73539;73540;73541;73542;73543;73544;73817;73818;73819;73820;73821;73822,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R),GSTO1 GSTTLP28,53.7,0.0,329300.0,407070.0,357070.0,323.31,241,388650.0,4021,36,303520.0,406380.0,358550.0,P80108,140920000000,364380.0,396880.0,406290.0
3962;10520;10521;13107;13645;13997;14157;15650;16088;16414,22.788,18286;47456;47457;47458;47459;47460;47461;59580;59581;59582;59583;61817;61818;61819;63185;63186;63187;63188;63189;63694;71283;71284;71285;73081;74902;74903;74904;74905;74906;74907;74908;74909;74910,Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339),JAG1 JAGL1,56.5,0.0,45892.0,54789.0,50227.0,102.25,1218,54162.0,24970,10,38824.0,57710.0,51274.0,X6R8F3,3698500000,53661.0,55593.0,57334.0
4415;5978;14995,13.087,20649;20650;20651;28289;68885;68886,Interleukin-13 receptor subunit alpha-1 (IL-13 receptor subunit alpha-1) (IL-13R subunit alpha-1) (IL-13R-alpha-1) (IL-13RA1) (Cancer/testis antigen 19) (CT19) (CD antigen CD213a1),IL13RA1 IL13R IL13RA,33.1,0.0,6019.8,8902.4,6965.9,10.751,427,7401.6,28720,3,7551.3,7391.0,6842.2,P80419,415060000,6651.5,7647.1,7075.8
3809;5809;14160,10.575,17305;26852;63702,Phosphatidylinositol-glycan-specific phospholipase D (PI-G PLD) (EC 3.1.4.50) (Glycoprotein phospholipase D) (Glycosyl-phosphatidylinositol-specific phospholipase D) (GPI-PLD) (GPI-specific phospholipase D),GPLD1 PIGPLD1,38.0,0.0,1367.4,2067.6,1543.7,6.9792,840,1844.1,23466,3,1429.3,1852.9,1443.8,P80511,463350000,1703.7,2179.0,1990.0
278;309;312;1954;2482;4183;4285;8071;8447;12636,22.693,1081;1082;1139;1140;1145;8159;10608;19605;19606;19607;19854;19855;19856;37550;37551;38538;38539;56582,Lipocalin 2,LCN2,55.9,0.0,12762.0,15952.0,14205.0,123.5,200,14403.0,1474,10,11162.0,14648.0,12282.0,P80723,827730000,13917.0,14175.0,15350.0
2856;5090;10009;14984;17032,11.935,12798;12799;23597;23598;23599;23600;23601;23602;23603;23604;23605;23606;23607;23608;23609;23610;23611;23612;23613;23614;23615;23616;44518;44519;44520;44521;44522;44523;44524;44525;44526;44527;44528;44529;44530;44531;44532;44533;44534;44535;44536;68858;77593;77594;77595,Immunoglobulin heavy variable 3-7 (Ig heavy chain V-III region GAL) (Ig heavy chain V-III region GAR) (Ig heavy chain V-III region JON),IGHV3-7,71.2,0.0,52113.0,58407.0,52635.0,203.56,117,54587.0,17148,5,51404.0,58272.0,52964.0,P80748,22232000000,57150.0,59465.0,58316.0
2036;3998;5381;5382;9068,11.284,8510;8511;8512;18431;18432;25165;25166;25167;40937;40938,Protein S100-A12 (CGRP) (Calcium-binding protein in amniotic fluid 1) (CAAF1) (Calgranulin-C) (CAGC) (Extracellular newly identified RAGE-binding protein) (EN-RAGE) (Migration inhibitory factor-related protein 6) (MRP-6) (p6) (Neutrophil S100 protein) (S100 calcium-binding protein A12) [Cleaved into: Calcitermin],S100A12,35.5,0.0,9344.9,11350.0,9940.4,17.566,92,9408.7,11477,5,8960.2,9905.2,10001.0,P81605,905800000,10825.0,11138.0,10623.0
828;1523;1588;1894;2149;4643;11479;11682;12174;13771;15626;16419,126.57,4034;4035;7117;7291;8012;8790;21729;21730;51713;51714;52871;54954;62339;71166;74921,Brain acid soluble protein 1 (22 kDa neuronal tissue-enriched acidic protein) (Neuronal axonal membrane protein NAP-22),BASP1 NAP22,12.7,0.0,15468.0,18690.0,16740.0,33.323,227,18068.0,5521,12,14655.0,18033.0,16425.0,P98095,346630000,16422.0,18729.0,19308.0
3102;5146;10371;11228;13083,93.382,14409;24158;46752;50757;59332,Immunoglobulin lambda variable 3-21 (Ig lambda chain V-III region LOI) (Ig lambda chain V-V region DEL) (Ig lambda chain V-VII region MOT),IGLV3-21,9.9,0.0,1653.7,1884.0,1701.7,80.203,117,1800.6,19508,5,2038.4,1702.7,1714.5,P98155-2,41394000,1958.6,2386.1,1841.8
47;69;149;336;436;475;550;552;719;862;944;977;1017;1123;1136;1159;1288;1330;1446;1551;1553;1563;1661;1757;1815;1819;1925;2164;2245;2924;3359;3591;3675;3676;4098;4175;4422;4602;4628;4874;4940;5027;5077;5113;5427;5835;6107;6211;6347;6358;6407;6860;6962;6966;7111;7278;7284;7875;8837;9156;9163;9477;9486;9598;9607;9646;9782;9783;9843;10145;10222;10237;10656;10931;10932;11330;11920;12090;12176;12250;12277;12278;12279;12294;12400;12404;12483;12524;12886;13010;13144;13261;13275;13298;13350;13629;13630;13755;13811;14408;14465;14526;14788;14794;14971;15183;15218;15332;15627;15728;15766;15942;15965;16035;16527;16873;16978,468.83,137;138;139;140;314;315;689;1208;1209;1210;1951;2323;2555;2557;3036;3037;4510;4511;4512;4779;4780;4781;4847;4848;4849;4850;5004;5005;5627;5628;5629;5630;5659;5660;5661;5724;5725;5726;6299;6300;6301;6302;6303;6304;6305;6306;6448;6449;6919;6920;6921;6922;6923;6924;7181;7182;7183;7187;7205;7469;7674;7675;7676;7677;7799;7808;7809;8089;8090;8885;8886;8887;8888;9243;13064;13065;13066;15256;15257;15258;16445;16446;16447;16448;16449;16450;16775;16776;16777;16778;16779;16780;16781;16782;16783;16784;16785;16786;16787;16788;16789;16790;16791;16792;16793;16794;16795;16796;16797;16798;16799;16800;16801;16802;16803;16804;16805;16806;16807;16808;16809;16810;18991;18992;18993;18994;18995;19564;19565;19566;20777;21560;21561;21671;22562;22563;22748;23332;23473;23474;24042;24043;24044;24045;25425;25426;26949;26950;26951;26952;28741;28742;28743;28744;28745;28746;28747;28748;28749;29343;29344;29872;29873;29874;29898;29899;29900;29901;29902;30047;30048;30049;30050;30051;32252;32253;32254;32255;32256;32666;32667;32676;33761;33762;34574;34586;34587;34588;36586;39892;41290;41291;41316;42615;42616;42627;42628;42629;43061;43062;43078;43079;43080;43164;43165;43613;43614;43615;43616;43762;43763;45030;45031;45032;45479;45480;45481;45482;45483;45484;45516;45517;45518;48294;48295;48296;49507;49508;49509;49510;49511;49512;49513;49514;51159;51160;53905;54623;54958;54959;54960;55232;55327;55328;55329;55330;55331;55355;55356;55357;55724;55739;56043;56164;58047;58499;58500;58501;59680;59681;59682;59683;59684;60088;60089;60121;60122;60123;60221;60222;60477;60478;60479;60480;60481;60482;61776;61777;61778;62283;62284;62285;62594;62595;62596;62597;62598;65307;65308;65458;65459;65883;65884;65885;68162;68173;68174;68826;68827;69558;69656;69959;71167;71600;71680;71681;71682;71683;72473;72474;72577;72894;72895;72896;75482;76965;76966;77357;77358;77359;77360;77361;77362;77363;77364;77365,Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1],DCD AIDD DSEP,37.5,0.0,236040.0,294280.0,251170.0,323.31,110,280230.0,189,117,264840.0,292350.0,258670.0,P98160,39002000000,258170.0,288710.0,290560.0
242;5017;6080;7349;10230;10861,38.006,940;23297;28627;28628;34874;45499;45500;49353,Fibulin-2 (FIBL-2),FBLN2,25.7,0.0,7473.4,8911.2,7572.3,27.185,1184,7966.6,1296,6,6531.5,8472.7,7709.1,P98172,324120000,7768.4,8154.4,8782.9
199;200;5867;5868;8453;8533;10373;14046;14049,11.749,821;822;823;824;27116;27117;27118;27119;27120;27121;27122;27123;27124;27125;38553;38554;38555;38750;46757;46758;46759;63343;63344;63349;63350;63351;63352,Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R),VLDLR,62.9,0.0,23840.0,28107.0,24444.0,63.774,873,27224.0,1144,9,18476.0,27176.0,25421.0,P99999,1811100000,25488.0,27786.0,29191.0
979;9657;10918,187.89,4854;43193;49482,Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide],HSPG2,2.3,0.0023895,450.19,582.38,511.74,1.8985,4391,678.08,6688,3,571.74,638.35,579.75,Q00610-2,62223000,849.82,598.58,646.39
941;942;1122;1208;2399;2739;3712;4305;5357;5513;5860;6795;11969;13625;14471;16491,43.759,4775;4776;4777;5624;5625;5626;6008;6009;6010;10233;10234;12318;12319;12320;12321;16919;16920;16921;16922;16923;16924;16925;16926;16927;16928;19891;19892;19893;19894;25054;25055;25738;27093;27094;27095;27096;27097;27098;27099;27100;32034;32035;32036;32037;32038;32039;32040;32041;32042;32043;32044;32045;32046;54029;54030;54031;54032;54033;54034;54035;54036;54037;61762;61763;61764;61765;61766;61767;61768;61769;61770;65541;65542;65543;65544;65545;65546;65547;65548;65549;75311;75312;75313;75314;75315;75316,Ephrin-B1 (EFL-3) (ELK ligand) (ELK-L) (EPH-related receptor tyrosine kinase ligand 2) (LERK-2) [Cleaved into: Ephrin-B1 C-terminal fragment (Ephrin-B1 CTF); Ephrin-B1 intracellular domain (Ephrin-B1 ICD)],EFNB1 EFL3 EPLG2 LERK2,50.4,0.0,106720.0,132220.0,116330.0,323.31,346,123940.0,6593,16,97425.0,129710.0,117890.0,Q01459,26379000000,117710.0,128490.0,130460.0
405;776;1908;6601;6673;7668;8153;8248;9808;10161;11112;12073;13385;13808;15034;15666,51.901,1476;1477;1478;3283;8043;8044;31376;31377;31689;31690;35860;35861;35862;35863;37746;37747;37911;43661;43662;43663;43664;45065;45066;50390;50391;50392;54485;60564;60565;60566;60567;62584;62585;69044;69045;71396;71397,Cytochrome c,CYCS CYC,41.3,0.0,29493.0,37140.0,33769.0,82.674,105,33496.0,1989,16,27921.0,33368.0,32451.0,Q01518,1777800000,33304.0,35238.0,36769.0
12765;16050,131.2,57332;72932,Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17),CLTC CLH17 CLTCL2 KIAA0034,2.5,0.0,1687.3,1862.7,1625.9,12.834,1675,2091.7,77030,2,2786.6,2158.6,1828.6,Q01970-2,18582000,1649.8,2231.0,2096.4
2513;3262;4452;7371;10607;10855;12654;15767,43.825,10673;14952;20845;20846;20847;20848;34941;48142;49318;56637;71684,Di-N-acetylchitobiase (EC 3.2.1.-),CTBS CTB,27.5,0.0,9916.8,12711.0,10894.0,110.27,385,11467.0,14361,8,10373.0,12496.0,10408.0,Q01973-3,161170000,9723.6,11679.0,11186.0
24;3523;8523,22.611,69;70;15985;15986;38737,Adenylyl cyclase-associated protein 1 (CAP 1),CAP1 CAP,14.4,0.0,8109.3,10477.0,9196.4,5.4249,475,9388.7,93,3,6718.0,9585.5,9857.7,Q01995,214450000,10421.0,10029.0,9844.2
788;7418;16870,113.75,3324;35060;76961,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-3) (Phospholipase C-beta-3) (PLC-beta-3)",PLCB3,4.2,0.0,2155.6,2789.9,2485.1,3.8647,1234,2337.1,4622,3,3336.8,2712.6,2457.4,Q02413,24766000,2065.6,2920.1,2388.6
1378;2972;8338;9939;11956;12807;13779;14333;14541;15222,93.768,6593;13696;38130;44289;53986;57594;57595;57596;62355;62356;64554;65907;65908;69661,"Inactive tyrosine-protein kinase transmembrane receptor ROR1 (Neurotrophic tyrosine kinase, receptor-related 1)",ROR1 NTRKR1,17.6,0.0,12812.0,15852.0,13704.0,254.1,937,15055.0,9097,10,11490.0,15650.0,14098.0,Q02487-2,503000000,13605.0,15258.0,15833.0
2613;8824,12.388,11207;11208;39871;39872,Transgelin (22 kDa actin-binding protein) (Protein WS3-10) (Smooth muscle protein 22-alpha) (SM22-alpha),TAGLN SM22 WS3-10,27.0,0.0,1847.8,2352.8,2009.6,58.955,201,2289.0,15024,2,2031.9,1962.6,2170.0,Q02747,464050000,2599.5,2355.9,2555.3
