Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9P0R6	Q9P0R6	2	2	2	GSK3-beta interaction protein	GSKIP	sp|Q9P0R6|GSKIP_HUMAN GSK3B-interacting protein OS=Homo sapiens OX=9606 GN=GSKIP PE=1 SV=2	1	2	2	2	30.9	30.9	30.9	15.648	139	139	0	13.156	20824000	2				2559	2126;10926	True;True	2159;11071	2512;12940	2909;15084	2909;15084		
Q9P1F3	Q9P1F3	1	1	1	Costars family protein ABRACL	ABRACL	sp|Q9P1F3|ABRAL_HUMAN Costars family protein ABRACL OS=Homo sapiens OX=9606 GN=ABRACL PE=1 SV=1	1	1	1	1	19.8	19.8	19.8	9.0564	81	81	0.00091116	7.7692	122000000	2				2560	7338	True	7429;7430	8651;8652	10066;10067	10066	1864	1
Q9P253	Q9P253	1	1	1	Vacuolar protein sorting-associated protein 18 homolog	VPS18	sp|Q9P253|VPS18_HUMAN Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=VPS18 PE=1 SV=2	1	1	1	1	1.3	1.3	1.3	110.18	973	973	0.0020161	6.4492	4037100	1				2561	858	True	867	1009	1162	1162		
Q9P258	Q9P258	6	6	6	Protein RCC2	RCC2	sp|Q9P258|RCC2_HUMAN Protein RCC2 OS=Homo sapiens OX=9606 GN=RCC2 PE=1 SV=2	1	6	6	6	22	22	22	56.084	522	522	0	41.865	39736000	6				2562	1397;4186;6245;9229;9668;10346	True;True;True;True;True;True	1420;4243;6326;9351;9795;10481	1645;4915;7414;10868;11463;12244	1899;5726;8677;12611;13366;14288	1899;5726;8677;12611;13366;14288	1865	491
Q9P287	Q9P287	5	5	5	BRCA2 and CDKN1A-interacting protein	BCCIP	sp|Q9P287|BCCIP_HUMAN BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1	1	5	5	5	24.5	24.5	24.5	35.979	314	314	0	44.933	77045000	4				2563	757;988;3371;4389;6463	True;True;True;True;True	764;997;3418;4447;6544	883;1150;3951;5143;7659	1018;1319;4586;5985;8956	1018;1319;4586;5985;8956		
Q9P2E9	Q9P2E9	6	6	6	Ribosome-binding protein 1	RRBP1	sp|Q9P2E9|RRBP1_HUMAN Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5	1	6	6	6	7.7	7.7	7.7	152.45	1410	1410	0	35.701	38120000	6				2564	1182;5237;8847;9412;9711;10265	True;True;True;True;True;True	1196;5305;8962;9536;9839;10399	1376;6198;10419;11083;11513;12144	1583;7269;12091;12885;13423;14166	1583;7269;12091;12885;13423;14166		
Q9P2I0	Q9P2I0	5	5	5	Cleavage and polyadenylation specificity factor subunit 2	CPSF2	sp|Q9P2I0|CPSF2_HUMAN Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens OX=9606 GN=CPSF2 PE=1 SV=2	1	5	5	5	12.9	12.9	12.9	88.486	782	782	0	34.128	35076000	4				2565	1155;1292;4659;4736;5092	True;True;True;True;True	1168;1310;4721;4798;5160	1342;1520;5499;5598;6023	1544;1755;6431;6558;7061	1544;1755;6431;6558;7061	1866	637
Q9P2J5	Q9P2J5	24	24	24	Leucine--tRNA ligase, cytoplasmic	LARS	sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2	1	24	24	24	30.2	30.2	30.2	134.46	1176	1176	0	188.25	537390000	22				2566	1018;2494;2729;3166;3495;3902;4376;4930;5109;5770;7150;7273;7524;8209;8766;8961;9278;10162;10299;10414;10469;11092;11236;11275	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1027;2533;2769;3210;3543;3955;4434;4995;5177;5849;7235;7362;7624;8313;8877;9077;9401;10294;10434;10550;10608;11240;11385;11424	1186;2939;3212;3700;4096;4575;5128;5833;6043;6851;8429;8578;8876;9675;10315;10553;10921;12028;12190;12321;12389;13134;13293;13337	1367;3409;3723;4278;4755;4756;5325;5969;6832;7082;8021;9819;9989;10330;11251;11972;12258;12680;14032;14222;14383;14463;15301;15488;15536	1367;3409;3723;4278;4756;5325;5969;6832;7082;8021;9819;9989;10330;11251;11972;12258;12680;14032;14222;14383;14463;15301;15488;15536	1867;1868;1869;1870;1871;1872;1873;1874	55;377;477;498;508;777;979;1021
Q9P2K5	Q9P2K5	2	2	2	Myelin expression factor 2	MYEF2	sp|Q9P2K5|MYEF2_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=3	1	2	2	2	5.8	5.8	5.8	64.121	600	600	0	12.778	12770000	3				2567	280;10366	True;True	284;10501	326;12266	385;386;14315	385;14315		
Q9P2N5	Q9P2N5	3	3	3	RNA-binding protein 27	RBM27	sp|Q9P2N5|RBM27_HUMAN RNA-binding protein 27 OS=Homo sapiens OX=9606 GN=RBM27 PE=1 SV=2	1	3	3	3	3.8	3.8	3.8	118.72	1060	1060	0	17.083	54748000	3				2568	291;3745;5287	True;True;True	295;3795;5358	337;4397;6260	400;5115;7340	400;5115;7340		
Q9P2R7	Q9P2R7	2	2	2	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial	SUCLA2	sp|Q9P2R7|SUCB1_HUMAN Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLA2 PE=1 SV=3	1	2	2	2	8.4	8.4	8.4	50.317	463	463	0	13.748	6235800	2				2569	4959;6198	True;True	5025;6279	5867;7358	6870;8609	6870;8609		
Q9P2W9	Q9P2W9	1	1	1	Syntaxin-18	STX18	sp|Q9P2W9|STX18_HUMAN Syntaxin-18 OS=Homo sapiens OX=9606 GN=STX18 PE=1 SV=1	1	1	1	1	3.9	3.9	3.9	38.673	335	335	1	-2	4426900	0	+			2570	6248	True	6329	7417	8680	8680	1875	246
Q9UBB4	Q9UBB4	5	5	5	Ataxin-10	ATXN10	sp|Q9UBB4|ATX10_HUMAN Ataxin-10 OS=Homo sapiens OX=9606 GN=ATXN10 PE=1 SV=1	1	5	5	5	12.4	12.4	12.4	53.488	475	475	0	31.739	47114000	5				2571	1234;7226;7479;7480;9111	True;True;True;True;True	1251;7315;7579;7580;9230	1451;8521;8825;8826;10732	1674;9922;10274;10275;12462	1674;9922;10274;10275;12462	1876;1877	234;439
Q9UBB5	Q9UBB5	1	1	1	Methyl-CpG-binding domain protein 2	MBD2	sp|Q9UBB5|MBD2_HUMAN Methyl-CpG-binding domain protein 2 OS=Homo sapiens OX=9606 GN=MBD2 PE=1 SV=1	1	1	1	1	3.4	3.4	3.4	43.254	411	411	0.0034325	6.0757	0	1				2572	7744	True	7845	9138	10633	10633		
Q9UBB9	Q9UBB9	1	1	1	Tuftelin-interacting protein 11	TFIP11	sp|Q9UBB9|TFP11_HUMAN Tuftelin-interacting protein 11 OS=Homo sapiens OX=9606 GN=TFIP11 PE=1 SV=1	1	1	1	1	3.1	3.1	3.1	96.819	837	837	0.00090293	7.6235	3764800	1				2573	4829	True	4892	5713	6696	6696		
Q9UBD5	Q9UBD5	1	1	1	Origin recognition complex subunit 3	ORC3	sp|Q9UBD5|ORC3_HUMAN Origin recognition complex subunit 3 OS=Homo sapiens OX=9606 GN=ORC3 PE=1 SV=1	1	1	1	1	2.3	2.3	2.3	82.253	711	711	0.00091241	7.7787	3938400	0				2574	7615	True	7715	8981	10451	10451		
Q9UBE0	Q9UBE0	4	4	4	SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed	SAE1	sp|Q9UBE0|SAE1_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1	1	4	4	4	20.5	20.5	20.5	38.449	346	346	0	30.325	110580000	3				2575	1786;1791;3261;9953	True;True;True;True	1816;1821;3305;10084	2099;2104;3826;11787	2423;2428;4440;13741	2423;2428;4440;13741	1878	334
Q9UBF2	Q9UBF2	7	4	4	Coatomer subunit gamma-2	COPG2	sp|Q9UBF2|COPG2_HUMAN Coatomer subunit gamma-2 OS=Homo sapiens OX=9606 GN=COPG2 PE=1 SV=1	1	7	4	4	11.6	6.8	6.8	97.621	871	871	0	28.264	10050000	3				2576	923;2576;2951;5412;8850;9212;10968	True;False;True;True;False;True;False	932;2616;2994;5486;8965;9334;11114	1079;3044;3461;6411;10422;10849;12994	1240;3537;4004;7508;12094;12590;15146	1240;3537;4004;7508;12094;12590;15146	1879	136
Q9UBI1	Q9UBI1	1	1	1	COMM domain-containing protein 3	COMMD3	sp|Q9UBI1|COMD3_HUMAN COMM domain-containing protein 3 OS=Homo sapiens OX=9606 GN=COMMD3 PE=1 SV=1	1	1	1	1	6.2	6.2	6.2	22.151	195	195	0.00085251	6.9137	3319000	1				2577	8751	True	8862	10297	11953	11953		
Q9UBI6	Q9UBI6	1	1	1	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	GNG12	sp|Q9UBI6|GBG12_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens OX=9606 GN=GNG12 PE=1 SV=3	1	1	1	1	22.2	22.2	22.2	8.0061	72	72	0	39.559	38097000	3				2578	8664	True	8775	10204	11850;11851;11852	11851		
Q9UBK9	Q9UBK9	1	1	1	Protein UXT	UXT	sp|Q9UBK9|UXT_HUMAN Protein UXT OS=Homo sapiens OX=9606 GN=UXT PE=1 SV=1	1	1	1	1	7	7	7	18.246	157	157	0.0023715	6.3256	0	1				2579	11218	True	11367	13275	15463	15463		
Q9UBL3	Q9UBL3	2	2	2	Set1/Ash2 histone methyltransferase complex subunit ASH2	ASH2L	sp|Q9UBL3|ASH2L_HUMAN Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Homo sapiens OX=9606 GN=ASH2L PE=1 SV=1	1	2	2	2	6.5	6.5	6.5	68.722	628	628	0	14.871	17287000	2				2580	1453;4759	True;True	1478;4821	1711;5632	1976;6604	1976;6604		
Q9UBM7	Q9UBM7	1	1	1	7-dehydrocholesterol reductase	DHCR7	sp|Q9UBM7|DHCR7_HUMAN 7-dehydrocholesterol reductase OS=Homo sapiens OX=9606 GN=DHCR7 PE=1 SV=1	1	1	1	1	2.3	2.3	2.3	54.489	475	475	0.0077093	5.8657	0	1				2581	6496	True	6577	7695	8996	8996		
Q9UBP0	Q9UBP0	1	1	1	Spastin	SPAST	sp|Q9UBP0|SPAST_HUMAN Spastin OS=Homo sapiens OX=9606 GN=SPAST PE=1 SV=1	1	1	1	1	3.4	3.4	3.4	67.196	616	616	0.00093502	8.4788	6431100	1				2582	8167	True	8271	9624	11195	11195		
Q9UBQ0	Q9UBQ0	3	3	3	Vacuolar protein sorting-associated protein 29	VPS29	sp|Q9UBQ0|VPS29_HUMAN Vacuolar protein sorting-associated protein 29 OS=Homo sapiens OX=9606 GN=VPS29 PE=1 SV=1	1	3	3	3	27.5	27.5	27.5	20.505	182	182	0	22.863	24706000	3				2583	5006;7034;8232	True;True;True	5073;7119;8336	5920;8299;9699	6927;9679;11278	6927;9679;11278	1880	96
Q9UBQ5	Q9UBQ5	2	2	2	Eukaryotic translation initiation factor 3 subunit K	EIF3K	sp|Q9UBQ5|EIF3K_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1	1	2	2	2	13.3	13.3	13.3	25.059	218	218	0.0004985	11.363	7863600	2				2584	621;3314	True;True	626;3360	720;3892	835;4521	835;4521		
Q9UBQ7	Q9UBQ7	4	4	4	Glyoxylate reductase/hydroxypyruvate reductase	GRHPR	sp|Q9UBQ7|GRHPR_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1	1	4	4	4	22.9	22.9	22.9	35.668	328	328	0	51.501	54601000	4				2585	28;3765;4761;7881	True;True;True;True	29;3815;4823;7983	37;4419;5635;9292	43;5140;6607;10821	43;5140;6607;10821	1881	305
Q9UBS4	Q9UBS4	2	2	2	DnaJ homolog subfamily B member 11	DNAJB11	sp|Q9UBS4|DJB11_HUMAN DnaJ homolog subfamily B member 11 OS=Homo sapiens OX=9606 GN=DNAJB11 PE=1 SV=1	1	2	2	2	7.5	7.5	7.5	40.513	358	358	0	12.462	19344000	2				2586	3454;9676	True;True	3502;9803	4047;11472	4700;13377	4700;13377		
Q9UBT2	Q9UBT2	11	11	11	SUMO-activating enzyme subunit 2	UBA2	sp|Q9UBT2|SAE2_HUMAN SUMO-activating enzyme subunit 2 OS=Homo sapiens OX=9606 GN=UBA2 PE=1 SV=2	1	11	11	11	29.2	29.2	29.2	71.223	640	640	0	99.457	74052000	14				2587	194;1979;2931;3147;4381;5688;7699;7887;8236;10610;11313	True;True;True;True;True;True;True;True;True;True;True	196;2012;2974;3191;4439;5767;7799;7989;8340;10749;11462	225;2326;3436;3681;5133;6753;9081;9082;9298;9703;12542;12543;13380;13381	269;2687;3972;4255;5975;7908;10569;10570;10827;11283;14640;14641;15589;15590;15591	269;2687;3972;4255;5975;7908;10569;10827;11283;14640;15590	1882;1883	113;475
Q9UBT7	Q9UBT7	1	1	1	Alpha-catulin	CTNNAL1	sp|Q9UBT7|CTNL1_HUMAN Alpha-catulin OS=Homo sapiens OX=9606 GN=CTNNAL1 PE=1 SV=2	1	1	1	1	2.7	2.7	2.7	81.895	734	734	0.0016771	6.7673	4698700	1				2588	9316	True	9439	10965	12734	12734		
Q9UBU8	Q9UBU8	1	1	1	Mortality factor 4-like protein 1	MORF4L1	sp|Q9UBU8|MO4L1_HUMAN Mortality factor 4-like protein 1 OS=Homo sapiens OX=9606 GN=MORF4L1 PE=1 SV=2	1	1	1	1	5	5	5	41.473	362	362	0.0019968	6.403	16695000	1				2589	5246	True	5314	6209	7281	7281		
Q9UBU9	Q9UBU9	2	2	2	Nuclear RNA export factor 1	NXF1	sp|Q9UBU9|NXF1_HUMAN Nuclear RNA export factor 1 OS=Homo sapiens OX=9606 GN=NXF1 PE=1 SV=1	1	2	2	2	4.5	4.5	4.5	70.182	619	619	0	13.285	11628000	1				2590	5953;6573	True;True	6033;6656	7069;7786	8280;9100	8280;9100		
Q9UBV2	Q9UBV2	2	2	2	Protein sel-1 homolog 1	SEL1L	sp|Q9UBV2|SE1L1_HUMAN Protein sel-1 homolog 1 OS=Homo sapiens OX=9606 GN=SEL1L PE=1 SV=3	1	2	2	2	5.7	5.7	5.7	88.754	794	794	0	14.429	14775000	4				2591	3760;10903	True;True	3810;11047	4413;4414;12910	5133;5134;15051;15052	5134;15052		
Q9UBV8	Q9UBV8	1	1	1	Peflin	PEF1	sp|Q9UBV8|PEF1_HUMAN Peflin OS=Homo sapiens OX=9606 GN=PEF1 PE=1 SV=1	1	1	1	1	3.9	3.9	3.9	30.381	284	284	0.0031116	6.1762	5359500	1				2592	4879	True	4944	5772	6762	6762		
Q9UBW8	Q9UBW8	1	1	1	COP9 signalosome complex subunit 7a	COPS7A	sp|Q9UBW8|CSN7A_HUMAN COP9 signalosome complex subunit 7a OS=Homo sapiens OX=9606 GN=COPS7A PE=1 SV=1	1	1	1	1	8	8	8	30.276	275	275	0.00086281	7.0384	6965400	1				2593	10881	True	11025	12885	15025	15025		
Q9UDY2	Q9UDY2	3	3	3	Tight junction protein ZO-2	TJP2	sp|Q9UDY2|ZO2_HUMAN Tight junction protein ZO-2 OS=Homo sapiens OX=9606 GN=TJP2 PE=1 SV=2	1	3	3	3	5.1	5.1	5.1	133.96	1190	1190	0	19.712	19707000	4				2594	299;1732;9271	True;True;True	303;1762;9394	346;347;2034;10914	409;410;2346;12670	409;2346;12670	1884	143
Q9UDY4	Q9UDY4	3	2	2	DnaJ homolog subfamily B member 4	DNAJB4	sp|Q9UDY4|DNJB4_HUMAN DnaJ homolog subfamily B member 4 OS=Homo sapiens OX=9606 GN=DNAJB4 PE=1 SV=1	1	3	2	2	13.6	10.1	10.1	37.806	337	337	0	15.041	27472000	1				2595	2155;2414;10818	True;True;False	2188;2452;10961	2542;2842;12807	2944;3285;14935	2944;3285;14935		
Q9UDY8	Q9UDY8	2	2	2	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	MALT1	sp|Q9UDY8|MALT1_HUMAN Mucosa-associated lymphoid tissue lymphoma translocation protein 1 OS=Homo sapiens OX=9606 GN=MALT1 PE=1 SV=1	1	2	2	2	3	3	3	92.271	824	824	0.00050994	11.611	8193900	2				2596	398;728	True;True	403;734	462;844	542;976	542;976		
Q9UEE9	Q9UEE9	1	1	1	Craniofacial development protein 1	CFDP1	sp|Q9UEE9|CFDP1_HUMAN Craniofacial development protein 1 OS=Homo sapiens OX=9606 GN=CFDP1 PE=1 SV=1	1	1	1	1	7	7	7	33.592	299	299	0.0066568	5.8954	4188200	1				2597	5917	True	5997	7027	8233	8233		
Q9UFG5	Q9UFG5	1	1	1	UPF0449 protein C19orf25	C19orf25	sp|Q9UFG5|CS025_HUMAN UPF0449 protein C19orf25 OS=Homo sapiens OX=9606 GN=C19orf25 PE=1 SV=2	1	1	1	1	16.9	16.9	16.9	12.878	118	118	0.00095374	9.5919	4220100	1				2598	10554	True	10693	12479	14568	14568		
Q9UFN0;Q9BS92	Q9UFN0	3;1	3;1	3;1	Protein NipSnap homolog 3A	NIPSNAP3A	sp|Q9UFN0|NPS3A_HUMAN Protein NipSnap homolog 3A OS=Homo sapiens OX=9606 GN=NIPSNAP3A PE=1 SV=2	2	3	3	3	15	15	15	28.466	247	247;247	0	20.669	16480000	3				2599	7015;8460;10407	True;True;True	7100;8565;10543	8276;9960;12313	9649;11575;14375	9649;11575;14375		
Q9UG63	Q9UG63	3	3	3	ATP-binding cassette sub-family F member 2	ABCF2	sp|Q9UG63|ABCF2_HUMAN ATP-binding cassette sub-family F member 2 OS=Homo sapiens OX=9606 GN=ABCF2 PE=1 SV=2	1	3	3	3	5.6	5.6	5.6	71.289	623	623	0	18.14	20563000	5				2600	3052;11089;11555	True;True;True	3096;11237;11707	3573;3574;13131;13669	4128;4129;4130;15297;15921	4128;15297;15921		
Q9UGN5	Q9UGN5	1	1	1	Poly [ADP-ribose] polymerase 2	PARP2	sp|Q9UGN5|PARP2_HUMAN Poly [ADP-ribose] polymerase 2 OS=Homo sapiens OX=9606 GN=PARP2 PE=1 SV=2	1	1	1	1	2.2	2.2	2.2	66.205	583	583	0.00094652	9.2234	5404400	1				2601	11547	True	11699	13661	15913	15913		
Q9UGP8	Q9UGP8	2	2	2	Translocation protein SEC63 homolog	SEC63	sp|Q9UGP8|SEC63_HUMAN Translocation protein SEC63 homolog OS=Homo sapiens OX=9606 GN=SEC63 PE=1 SV=2	1	2	2	2	3.6	3.6	3.6	87.996	760	760	0	12.618	14124000	2				2602	8125;9134	True;True	8228;9254	9571;10759	11138;12495	11138;12495		
Q9UGT4	Q9UGT4	4	4	4	Sushi domain-containing protein 2	SUSD2	sp|Q9UGT4|SUSD2_HUMAN Sushi domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUSD2 PE=1 SV=1	1	4	4	4	9.4	9.4	9.4	90.207	822	822	0	27.033	46950000	4				2603	1304;2018;3827;4559	True;True;True;True	1323;2051;3877;4620	1534;2370;4484;5346	1771;2734;5212;6234	1771;2734;5212;6234	1885;1886	72;73
Q9UGV2	Q9UGV2	3	3	3	Protein NDRG3	NDRG3	sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2	1	3	3	3	16.8	16.8	16.8	41.408	375	375	0	25.877	23783000	4				2604	3144;7187;7269	True;True;True	3188;7275;7358	3678;8476;8574	4252;9871;9984;9985	4252;9871;9984	1887;1888	1;211
Q9UH65	Q9UH65	1	1	1	Switch-associated protein 70	SWAP70	sp|Q9UH65|SWP70_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1	1	1	1	1	2.2	2.2	2.2	68.997	585	585	0.0023613	6.2896	2403000	1				2605	10715	True	10858	12679	14797	14797		
Q9UHA4	Q9UHA4	1	1	1	Ragulator complex protein LAMTOR3	LAMTOR3	sp|Q9UHA4|LTOR3_HUMAN Ragulator complex protein LAMTOR3 OS=Homo sapiens OX=9606 GN=LAMTOR3 PE=1 SV=1	1	1	1	1	12.1	12.1	12.1	13.623	124	124	0.00089166	7.4024	5428500	1				2606	6708	True	6792	7942	9287	9287		
Q9UHB6	Q9UHB6	4	4	4	LIM domain and actin-binding protein 1	LIMA1	sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1	1	4	4	4	8.8	8.8	8.8	85.225	759	759	0	22.882	15110000	4				2607	6857;7506;9008;9201	True;True;True;True	6942;7606;9124;9322	8106;8855;10607;10837	9468;10305;12317;12578	9468;10305;12317;12578		
Q9UHB9	Q9UHB9	4	4	4	Signal recognition particle subunit SRP68	SRP68	sp|Q9UHB9|SRP68_HUMAN Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2	1	4	4	4	9.7	9.7	9.7	70.729	627	627	0	28.769	26732000	5				2608	1646;4969;5807;6047	True;True;True;True	1673;5035;5886;6127	1930;5877;5878;6895;7172	2221;6881;6882;8076;8397	2221;6882;8076;8397	1889	340
Q9UHD1	Q9UHD1	5	5	5	Cysteine and histidine-rich domain-containing protein 1	CHORDC1	sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2	1	5	5	5	21.1	21.1	21.1	37.489	332	332	0	35.042	51887000	6				2609	559;3458;8547;9918;10215	True;True;True;True;True	564;3506;8654;10049;10348	645;4051;10059;11751;12087	750;4704;11685;13692;13693;14098	750;4704;11685;13693;14098	1890	115
Q9UHD8	Q9UHD8	6	6	6	Septin-9	SEPT9	sp|Q9UHD8|SEPT9_HUMAN Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2	1	6	6	6	17.9	17.9	17.9	65.401	586	586	0	51.634	141510000	13				2610	753;1523;5406;5999;7973;8758	True;True;True;True;True;True	759;760;1548;5480;6079;8075;8869	876;877;878;1786;1787;6403;7121;9401;10307	1010;1011;1012;1013;2057;2058;7497;8339;8340;10937;10938;10939;11963	1011;2058;7497;8340;10938;11963	1891	288
Q9UHG3	Q9UHG3	2	2	2	Prenylcysteine oxidase 1	PCYOX1	sp|Q9UHG3|PCYOX_HUMAN Prenylcysteine oxidase 1 OS=Homo sapiens OX=9606 GN=PCYOX1 PE=1 SV=3	1	2	2	2	5.5	5.5	5.5	56.639	505	505	0	14.525	13084000	2				2611	7415;8648	True;True	7513;8758	8749;10186	10178;11829	10178;11829	1892	292
Q9UHI6	Q9UHI6	2	2	2	Probable ATP-dependent RNA helicase DDX20	DDX20	sp|Q9UHI6|DDX20_HUMAN Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens OX=9606 GN=DDX20 PE=1 SV=2	1	2	2	2	3.5	3.5	3.5	92.239	824	824	0.00048286	10.765	3206300	2				2612	5258;8305	True;True	5328;8409	6224;9782	7298;11379	7298;11379		
Q9UHP3	Q9UHP3	1	1	1	Ubiquitin carboxyl-terminal hydrolase 25	USP25	sp|Q9UHP3|UBP25_HUMAN Ubiquitin carboxyl-terminal hydrolase 25 OS=Homo sapiens OX=9606 GN=USP25 PE=1 SV=4	1	1	1	1	1	1	1	122.22	1055	1055	0.0079855	5.8175	4089800	0				2613	5967	True	6047	7086	8299	8299		
Q9UHR5	Q9UHR5	1	1	1	SAP30-binding protein	SAP30BP	sp|Q9UHR5|S30BP_HUMAN SAP30-binding protein OS=Homo sapiens OX=9606 GN=SAP30BP PE=1 SV=1	1	1	1	1	4.9	4.9	4.9	33.87	308	308	0.003447	6.1032	3167600	1				2614	3925	True	3980	4601	5356	5356		
Q9UHV9	Q9UHV9	3	3	3	Prefoldin subunit 2	PFDN2	sp|Q9UHV9|PFD2_HUMAN Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1	1	3	3	3	29.2	29.2	29.2	16.648	154	154	0	32.276	65546000	3				2615	37;3695;5039	True;True;True	38;3745;5106	46;4341;5957	53;5054;6975	53;5054;6975	1893	49
Q9UHX1	Q9UHX1	8	8	8	Poly(U)-binding-splicing factor PUF60	PUF60	sp|Q9UHX1|PUF60_HUMAN Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1	1	8	8	8	19.9	19.9	19.9	59.875	559	559	0	61.741	88199000	10				2616	1441;4981;5545;6159;8112;8243;10383;11011	True;True;True;True;True;True;True;True	1465;5047;5621;6240;8215;8347;10519;11157	1697;5891;6581;7308;9555;9556;9711;12286;13042;13043	1961;6896;7712;8552;11121;11122;11123;11291;14339;15198;15199	1961;6896;7712;8552;11122;11291;14339;15199		
Q9UHY1	Q9UHY1	2	2	2	Nuclear receptor-binding protein	NRBP1	sp|Q9UHY1|NRBP_HUMAN Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1	1	2	2	2	4.9	4.9	4.9	59.844	535	535	0	12.082	8354500	2				2617	2650;6953	True;True	2690;7038	3129;8210	3634;9579	3634;9579		
Q9UHY7	Q9UHY7	2	2	2	Enolase-phosphatase E1	ENOPH1	sp|Q9UHY7|ENOPH_HUMAN Enolase-phosphatase E1 OS=Homo sapiens OX=9606 GN=ENOPH1 PE=1 SV=1	1	2	2	2	12.3	12.3	12.3	28.932	261	261	0	12.886	5880500	2				2618	233;4768	True;True	236;4830	271;5642	323;6614	323;6614		
Q9UI10	Q9UI10	1	1	1	Translation initiation factor eIF-2B subunit delta	EIF2B4	sp|Q9UI10|EI2BD_HUMAN Translation initiation factor eIF-2B subunit delta OS=Homo sapiens OX=9606 GN=EIF2B4 PE=1 SV=2	1	1	1	1	5	5	5	57.557	523	523	0.0030912	6.139	4490500	1				2619	9036	True	9153	10645	12358	12358		
Q9UI26	Q9UI26	3	3	3	Importin-11	IPO11	sp|Q9UI26|IPO11_HUMAN Importin-11 OS=Homo sapiens OX=9606 GN=IPO11 PE=1 SV=1	1	3	3	3	4.5	4.5	4.5	112.53	975	975	0	18.083	7605600	3				2620	571;1797;10549	True;True;True	576;1827;10688	659;2112;12474	766;2436;14562	766;2436;14562		
Q9UI30	Q9UI30	3	3	3	Multifunctional methyltransferase subunit TRM112-like protein	TRMT112	sp|Q9UI30|TR112_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1	1	3	3	3	32	32	32	14.199	125	125	0	21.862	64190000	5				2621	4252;6481;10293	True;True;True	4309;6562;10428	4987;7679;12182;12183	5804;8977;14213;14214;14215	5804;8977;14213		
