Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P75892	P75892	2	2	2	Putative pyrimidine permease RutG	rutG	sp|P75892|RUTG_ECOLI Putative pyrimidine permease RutG OS=Escherichia coli (strain K12) OX=83333 GN=rutG PE=1 SV=2	1	2	2	2	5.0	5.0	5.0	45.557	442	442	0.0091691	1.5158	4878200	2	1567	6364;9143	True;True	6968;9956	9504;13547	12807;18283	12807;18283		
P75913	P75913	16	16	16	Glyoxylate/hydroxypyruvate reductase A	ghrA	sp|P75913|GHRA_ECOLI Glyoxylate/hydroxypyruvate reductase A OS=Escherichia coli (strain K12) OX=83333 GN=ghrA PE=1 SV=2	1	16	16	16	73.4	73.4	73.4	35.343	312	312	0.0	66.895	55420000	17	1568	1489;2862;3472;5521;6755;6756;7393;7864;8697;8791;10258;11603;12218;13259;13835;14283	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1673;3167;3839;6056;7397;7398;8082;8577;9475;9575;11336;12786;13457;14587;15211;15716	2421;2422;4398;5316;8221;8222;10112;10113;11063;11705;12904;13027;15601;17476;18380;19939;20829;20830;21533	3201;3202;5808;7018;10924;10925;10926;13679;13680;14930;15769;17426;17588;21052;23481;24679;26868;28105;28106;29066	3202;5808;7018;10926;13679;13680;14930;15769;17426;17588;21052;23481;24679;26868;28106;29066		
P75931	P75931	4	4	4	Putative oxidoreductase YceM	yceM	sp|P75931|YCEM_ECOLI Putative oxidoreductase YceM OS=Escherichia coli (strain K12) OX=83333 GN=yceM PE=1 SV=1	1	4	4	4	16.3	16.3	16.3	33.681	307	307	0.0	7.2547	3826600	4	1569	953;5332;6378;12909	True;True;True;True	1063;5855;6984;14207	1533;7963;9529;19389	1998;10605;12845;26073	1998;10605;12845;26073		
P75949	P75949	6	6	6	Beta-hexosaminidase	nagZ	sp|P75949|NAGZ_ECOLI Beta-hexosaminidase OS=Escherichia coli (strain K12) OX=83333 GN=nagZ PE=1 SV=1	1	6	6	6	22.9	22.9	22.9	37.594	341	341	0.0	22.806	7070400	6	1570	2348;3117;3432;4540;7174;8681	True;True;True;True;True;True	2610;3439;3795;4985;7850;9459	3650;4765;5254;6814;10730;12886	4812;6293;6939;9128;14482;17407	4812;6293;6939;9128;14482;17407	1889	194
P75952	P75952	1	1	1	HTH-type transcriptional repressor ComR	comR	sp|P75952|COMR_ECOLI HTH-type transcriptional repressor ComR OS=Escherichia coli (strain K12) OX=83333 GN=comR PE=1 SV=2	1	1	1	1	5.2	5.2	5.2	23.361	210	210	0.0081301	1.6331	679590	1	1571	1162	True	1308	1885	2455	2455		
P75954	P75954	3	3	3	Probable L,D-transpeptidase YcfS	ycfS	sp|P75954|YCFS_ECOLI Probable L,D-transpeptidase YcfS OS=Escherichia coli (strain K12) OX=83333 GN=ycfS PE=1 SV=1	1	3	3	3	12.5	12.5	12.5	34.636	320	320	0.0	10.717	2882700	3	1572	584;9148;12706	True;True;True	648;9961;13980	944;13552;19100	1250;18288;25700	1250;18288;25700		
P75957	P75957	7	7	7	Lipoprotein-releasing system ATP-binding protein LolD	lolD	sp|P75957|LOLD_ECOLI Lipoprotein-releasing system ATP-binding protein LolD OS=Escherichia coli (strain K12) OX=83333 GN=lolD PE=1 SV=2	1	7	7	7	52.8	52.8	52.8	25.438	233	233	0.0	88.24	20245000	8	1573	6575;8821;9187;9669;10259;12103;15012	True;True;True;True;True;True;True	7199;9606;10004;10689;11337;13334;16511	9851;13064;13610;14702;14703;15602;18219;22604	13313;17631;18373;19849;19850;21053;24465;30550	13313;17631;18373;19850;21053;24465;30550		
P75958	P75958	3	3	3	Lipoprotein-releasing system transmembrane protein LolE	lolE	sp|P75958|LOLE_ECOLI Lipoprotein-releasing system transmembrane protein LolE OS=Escherichia coli (strain K12) OX=83333 GN=lolE PE=1 SV=3	1	3	3	3	8.9	8.9	8.9	45.344	414	414	0.0	5.1888	2813300	4	1574	496;1783;8896	True;True;True	547;1991;9686	795;2825;2826;13172	1045;3727;3728;17768	1045;3728;17768		
P75960	P75960	7	7	7	NAD-dependent protein deacylase	cobB	sp|P75960|NPD_ECOLI NAD-dependent protein deacylase OS=Escherichia coli (strain K12) OX=83333 GN=cobB PE=1 SV=3	1	7	7	7	43.0	43.0	43.0	31.464	279	279	0.0	23.272	11955000	9	1575	12;4135;8183;10763;13385;13922;15183	True;True;True;True;True;True;True	13;4536;8911;11875;14729;15308;16697	15;16;6210;12116;16279;20130;20970;22833	16;17;8267;16339;16340;21925;27116;28315;30853	16;8267;16340;21925;27116;28315;30853		
P75966	P75966	5	5	5	Ribosomal large subunit pseudouridine synthase E	rluE	sp|P75966|RLUE_ECOLI Ribosomal large subunit pseudouridine synthase E OS=Escherichia coli (strain K12) OX=83333 GN=rluE PE=1 SV=2	1	5	5	5	39.6	39.6	39.6	24.88	217	217	0.0	19.835	5062400	7	1576	2913;6882;7069;9863;13681	True;True;True;True;True	3223;7540;7738;10896;15049	4469;10306;10574;14973;20592	5897;5898;5899;13939;14293;20195;27774	5898;13939;14293;20195;27774		
P75981	P75981	1	1	1	Putative protein JayE from lambdoid prophage e14 region	jayE	sp|P75981|JAYE_ECOLI Putative protein JayE OS=Escherichia coli (strain K12) OX=83333 GN=jayE PE=5 SV=1	1	1	1	1	3.0	3.0	3.0	28.232	263	263	0.0041298	1.8664	32469000	2	1577	88	True	99	156	200;201	201		
P76002	P76002	5	5	5	Inhibitor of g-type lysozyme	pliG	sp|P76002|PLIG_ECOLI Inhibitor of g-type lysozyme OS=Escherichia coli (strain K12) OX=83333 GN=pliG PE=1 SV=1	1	5	5	5	54.1	54.1	54.1	14.906	133	133	0.0	31.305	35069000	8	1578	5614;10203;13622;14965;15069	True;True;True;True;True	6158;11277;14987;16461;16575	8359;15523;20494;22536;22689;22690	11104;11105;11106;20951;27628;30463;30655;30656	11106;20951;27628;30463;30655		
P76007	P76007	1	1	1	K(+)/H(+) antiporter NhaP2	cvrA	sp|P76007|NHAP2_ECOLI K(+)/H(+) antiporter NhaP2 OS=Escherichia coli (strain K12) OX=83333 GN=cvrA PE=1 SV=2	1	1	1	1	3.8	3.8	3.8	62.285	578	578	0.00064392	3.504	919670	1	1579	13553	True	14910	20390	27485	27485		
P76008	P76008	8	8	8	Murein tetrapeptide carboxypeptidase	ldcA	sp|P76008|LDCA_ECOLI Murein tetrapeptide carboxypeptidase OS=Escherichia coli (strain K12) OX=83333 GN=ldcA PE=1 SV=1	1	8	8	8	37.2	37.2	37.2	33.567	304	304	0.0	25.753	6834300	8	1580	6228;7860;8377;8947;9004;9104;11808;13091	True;True;True;True;True;True;True;True	6819;8573;9116;9740;9800;9913;13006;14407	9288;11701;12406;13238;13319;13487;17773;19704	12485;15765;16757;17851;17950;18184;23880;26553	12485;15765;16757;17851;17950;18184;23880;26553		
P76014	P76014	5	5	5	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL	dhaL	sp|P76014|DHAL_ECOLI PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL OS=Escherichia coli (strain K12) OX=83333 GN=dhaL PE=1 SV=3	1	5	5	5	38.1	38.1	38.1	22.632	210	210	0.0	8.8789	6047800	8	1581	2142;8684;10139;10919;12908	True;True;True;True;True	2372;9462;11208;12045;12046;14206	3351;12889;15438;16489;16490;19388	4431;17410;20833;22190;22191;26070;26071;26072	4431;17410;20833;22191;26071	1890	172
P76015	P76015	13	13	13	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	dhaK	sp|P76015|DHAK_ECOLI PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK OS=Escherichia coli (strain K12) OX=83333 GN=dhaK PE=1 SV=2	1	13	13	13	63.8	63.8	63.8	38.215	356	356	0.0	175.7	98967000	20	1582	643;1716;4415;4624;5484;8292;10251;11168;11278;13221;13315;13631;14324	True;True;True;True;True;True;True;True;True;True;True;True;True	715;1917;4845;5074;6017;9030;11329;12315;12434;14542;14543;14648;14996;15762	1033;1034;1035;2734;6612;6927;8174;12283;12284;15593;16857;16858;17010;19880;19881;20029;20505;20506;21599	1363;1364;1365;1366;3615;8849;9256;9257;10866;16581;16582;21041;22650;22651;22837;26797;26798;26986;27644;27645;29163	1365;3615;8849;9257;10866;16581;21041;22650;22837;26797;26986;27645;29163	1891	59
P76034	P76034	5	5	5	Uncharacterized HTH-type transcriptional regulator YciT	yciT	sp|P76034|YCIT_ECOLI Uncharacterized HTH-type transcriptional regulator YciT OS=Escherichia coli (strain K12) OX=83333 GN=yciT PE=4 SV=1	1	5	5	5	24.5	24.5	24.5	27.602	249	249	0.0	15.477	9675800	6	1583	414;2793;3989;9043;12394	True;True;True;True;True	458;3093;4377;9850;13648	664;4296;6004;13402;18640	856;5676;7954;18077;25056;25057	856;5676;7954;18077;25057		
P76046	P76046	7	7	7	Uncharacterized protein YcjX	ycjX	sp|P76046|YCJX_ECOLI Uncharacterized protein YcjX OS=Escherichia coli (strain K12) OX=83333 GN=ycjX PE=1 SV=1	1	7	7	7	17.4	17.4	17.4	52.609	465	465	0.0	13.612	5373600	7	1584	3502;7606;7707;8720;8740;8906;11226	True;True;True;True;True;True;True	3872;8303;8410;9500;9521;9697;12376	5356;11359;11499;12930;12958;13185;16941	7078;15339;15340;15519;17463;17497;17785;22758	7078;15339;15519;17463;17497;17785;22758		
P76053	P76053	1	1	1	Probable DNA endonuclease SmrA	smrA	sp|P76053|SMRA_ECOLI Probable DNA endonuclease SmrA OS=Escherichia coli (strain K12) OX=83333 GN=smrA PE=1 SV=1	1	1	1	1	8.0	8.0	8.0	21.512	187	187	0.0	4.1167	0	1	1585	11809	True	13007	17774	23881	23881		
P76055	P76055	3	3	3	tRNA 2-thiocytidine biosynthesis protein TtcA	ttcA	sp|P76055|TTCA_ECOLI tRNA-cytidine(32) 2-sulfurtransferase OS=Escherichia coli (strain K12) OX=83333 GN=ttcA PE=1 SV=1	1	3	3	3	17.0	17.0	17.0	35.561	311	311	0.0	13.643	5552400	6	1586	435;9998;10831	True;True;True	481;11042;11951	697;698;15199;15200;16371	906;907;908;20530;20531;22044	908;20531;22044		
P76062	P76062	3	3	3	Rac prophage repressor	racR	sp|P76062|RACR_ECOLI Prophage repressor RacR OS=Escherichia coli (strain K12) OX=83333 GN=racR PE=4 SV=1	1	3	3	3	35.4	35.4	35.4	17.663	158	158	0.0	30.657	10021000	4	1587	3969;11526;14152	True;True;True	4357;12703;15573	5977;17374;17375;21345	7900;23349;23350;28803	7900;23349;28803		
P76086	P76086	4	4	4	Transcriptional repressor PaaX	paaX	sp|P76086|PAAX_ECOLI Transcriptional repressor PaaX OS=Escherichia coli (strain K12) OX=83333 GN=paaX PE=1 SV=1	1	4	4	4	23.7	23.7	23.7	35.294	316	316	0.0	4.1081	4106700	5	1588	2668;7527;13247;14406	True;True;True;True	2958;8221;14573;15851	4117;11257;19923;21713;21714	5436;15193;26850;29329;29330	5436;15193;26850;29329		
P76097	P76097	10	10	10	Uncharacterized protein YdcJ	ydcJ	sp|P76097|YDCJ_ECOLI Uncharacterized protein YdcJ OS=Escherichia coli (strain K12) OX=83333 GN=ydcJ PE=4 SV=1	1	10	10	10	33.1	33.1	33.1	51.042	447	447	0.0	25.784	8161300	10	1589	838;3716;4000;5604;6564;7900;8210;10438;10743;10783	True;True;True;True;True;True;True;True;True;True	933;4098;4389;6148;7188;8615;8941;11525;11855;11896	1347;5644;6017;8347;9831;11747;12161;15849;16259;16302	1761;7427;7973;11088;13276;15825;16404;21377;21897;21953	1761;7427;7973;11088;13276;15825;16404;21377;21897;21953		
P76104	P76104	7	7	7	Uncharacterized protease YdcP	ydcP	sp|P76104|RLHA_ECOLI 23S rRNA 5-hydroxycytidine C2501 synthase OS=Escherichia coli (strain K12) OX=83333 GN=rlhA PE=1 SV=2	1	7	7	7	15.9	15.9	15.9	72.701	653	653	0.0	20.59	5543600	7	1590	2112;2584;2712;3825;7361;7902;12415	True;True;True;True;True;True;True	2342;2866;3007;4212;8049;8617;13670	3307;3994;3995;4187;5794;11011;11749;18664	4374;5268;5269;5541;7629;14870;15827;25086	4374;5269;5541;7629;14870;15827;25086		
P76108	P76108	11	11	11	Putative ABC transporter periplasmic-binding protein YdcS	ydcS	sp|P76108|YDCS_ECOLI Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein OS=Escherichia coli (strain K12) OX=83333 GN=ydcS PE=1 SV=1	1	11	11	11	47.5	47.5	47.5	42.295	381	381	0.0	63.87	29006000	13	1591	321;1422;3039;4554;4917;9765;11034;12491;14123;14151;14492	True;True;True;True;True;True;True;True;True;True;True	359;1593;3355;5000;5392;10793;12172;13752;15543;15572;15944	532;2287;4641;6831;7344;14840;16660;18773;21307;21308;21344;21842	688;2964;6118;9147;9780;9781;20025;22400;25241;28760;28761;28802;29510	688;2964;6118;9147;9780;20025;22400;25241;28760;28802;29510	1892	150
P76113	P76113	19	19	19	NADPH-dependent curcumin reductase	curA	sp|P76113|CURA_ECOLI NADPH-dependent curcumin reductase OS=Escherichia coli (strain K12) OX=83333 GN=curA PE=1 SV=3	1	19	19	19	80.3	80.3	80.3	37.609	345	345	0.0	140.9	145830000	37	1592	2849;2964;4965;5696;6404;6716;6717;7867;8032;8739;8818;9583;10310;10311;13102;13448;14375;14591;14592	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3154;3276;5446;6245;7013;7357;7358;8580;8751;9519;9520;9603;10561;11390;11391;14418;14419;14795;15817;16049;16050	4381;4382;4541;4542;7419;8485;8486;8487;9574;9575;10064;10065;10066;11708;11914;12955;12956;12957;13059;13060;14494;15671;15672;15673;19717;19718;20214;20215;21668;21971;21972	5781;5782;5994;5995;5996;9875;11291;11292;11293;11294;12909;12910;13619;13620;13621;13622;13623;15772;16059;17494;17495;17496;17623;17624;19553;21145;21146;21147;21148;26567;26568;26569;27236;27237;29264;29679;29680	5781;5994;9875;11291;12909;13619;13623;15772;16059;17495;17623;19553;21146;21148;26567;27237;29264;29679;29680	1893;1894;1895	54;58;269
P76116	P76116	8	8	8	Uncharacterized protein YncE	yncE	sp|P76116|YNCE_ECOLI Uncharacterized protein YncE OS=Escherichia coli (strain K12) OX=83333 GN=yncE PE=1 SV=1	1	8	8	8	32.6	32.6	32.6	38.612	353	353	0.0	27.135	7116900	9	1593	38;3371;3608;9316;10856;12408;12469;13147	True;True;True;True;True;True;True;True	43;3708;3983;10138;11978;13662;13729;14465	72;5104;5495;13787;16409;18655;18738;19772	95;6737;7249;7250;18612;22092;25073;25176;25177;26646	95;6737;7249;18612;22092;25073;25177;26646		
P76121	P76121	1	1	1	Uncharacterized protein YddH	yddH	sp|P76121|YDDH_ECOLI Uncharacterized protein YddH OS=Escherichia coli (strain K12) OX=83333 GN=yddH PE=3 SV=2	1	1	1	1	13.8	13.8	13.8	20.967	189	189	0.00062854	3.1264	1232500	1	1594	8499	True	9248	12572	16978	16978		
P76128	P76128	6	6	6	Probable D,D-dipeptide-binding periplasmic protein DdpA	ddpA	sp|P76128|DDPA_ECOLI Probable D,D-dipeptide-binding periplasmic protein DdpA OS=Escherichia coli (strain K12) OX=83333 GN=ddpA PE=2 SV=1	1	6	6	6	14.1	14.1	14.1	57.641	516	516	0.0	7.3627	4055800	7	1595	1151;3810;5349;6103;6343;11584	True;True;True;True;True;True	1296;4197;5873;6684;6946;12765	1868;5769;7983;9120;9475;17450	2437;7590;10626;10627;12266;12771;23452	2437;7590;10627;12266;12771;23452		
P76141	P76141	3	3	3	Transcriptional regulator LsrR	lsrR	sp|P76141|LSRR_ECOLI Transcriptional regulator LsrR OS=Escherichia coli (strain K12) OX=83333 GN=lsrR PE=1 SV=1	1	3	3	3	13.9	13.9	13.9	33.796	317	317	0.0	9.8203	2332200	3	1596	4920;6396;8937	True;True;True	5395;7005;9729	7347;9564;13226	9785;12894;17834	9785;12894;17834		
P76142	P76142	7	7	7	Autoinducer 2-binding protein LsrB	lsrB	sp|P76142|LSRB_ECOLI Autoinducer 2-binding protein LsrB OS=Escherichia coli (strain K12) OX=83333 GN=lsrB PE=1 SV=1	1	7	7	7	36.8	36.8	36.8	36.684	340	340	0.0	114.14	38689000	9	1597	2906;5517;6831;9163;12247;13211;13914	True;True;True;True;True;True;True	3216;6052;7483;9977;13486;14531;15300	4460;8214;10218;13574;18420;18421;19861;20962	5884;10913;13814;13815;18323;24747;24748;26767;28303	5884;10913;13814;18323;24748;26767;28303		
P76143	P76143	12	12	12	Uncharacterized aldolase LsrF	lsrF	sp|P76143|LSRF_ECOLI 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase OS=Escherichia coli (strain K12) OX=83333 GN=lsrF PE=1 SV=1	1	12	12	12	60.1	60.1	60.1	31.892	291	291	0.0	63.136	38136000	16	1598	232;1300;4555;6128;6914;8658;9912;9923;12210;13070;13565;14742	True;True;True;True;True;True;True;True;True;True;True;True	254;1457;1458;5001;6711;7575;9434;10948;10960;13449;14382;14923;16213	389;2092;2093;2094;2095;6832;9157;10355;12856;15063;15078;18372;19668;20405;22214	518;2718;2719;2720;2721;9148;9149;12317;13998;17374;20334;20358;24667;24668;26501;27506;30048	518;2721;9148;12317;13998;17374;20334;20358;24668;26501;27506;30048	1896;1897;1898;1899	53;127;168;171
P76149	P76149	3	3	3	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad	sad	sp|P76149|SAD_ECOLI Succinate semialdehyde dehydrogenase [NAD(P)+] Sad OS=Escherichia coli (strain K12) OX=83333 GN=sad PE=1 SV=2	1	3	3	3	6.9	6.9	6.9	49.717	462	462	0.0	3.6902	1063800	3	1599	4372;5991;15021	True;True;True	4794;6567;16521	6542;8961;22620	8747;12043;30571	8747;12043;30571		
P76170	P76170	1	1	1	UPF0482 protein YnfB	ynfB	sp|P76170|YNFB_ECOLI UPF0482 protein YnfB OS=Escherichia coli (strain K12) OX=83333 GN=ynfB PE=1 SV=1	1	1	1	1	10.6	10.6	10.6	12.909	113	113	0.00063331	3.242	3108600	1	1600	9173	True	9989	13593	18348	18348		
P76176	P76176	3	3	3	Uncharacterized serine protease YdgD	ydgD	sp|P76176|YDGD_ECOLI Uncharacterized serine protease YdgD OS=Escherichia coli (strain K12) OX=83333 GN=ydgD PE=3 SV=1	1	3	3	3	12.1	12.1	12.1	29.277	273	273	0.0	5.7979	2303100	4	1601	102;10080;14702	True;True;True	114;11144;16171	180;181;15355;22165	233;234;20742;29980	233;20742;29980		
P76177	P76177	12	12	12	Protein YdgH	ydgH	sp|P76177|YDGH_ECOLI Protein YdgH OS=Escherichia coli (strain K12) OX=83333 GN=ydgH PE=1 SV=1	1	12	12	12	50.6	50.6	50.6	33.903	314	314	0.0	78.749	60703000	17	1602	2414;2936;4170;4281;4549;5246;6982;7421;12012;13693;15121;15122	True;True;True;True;True;True;True;True;True;True;True;True	2680;3247;4579;4696;4697;4995;5763;7649;8110;13236;15064;16632;16633	3739;3740;4503;4504;6269;6411;6412;6825;7840;10455;11100;11101;18093;20626;22762;22763	4930;4931;4932;5947;5948;8348;8561;8562;9141;10433;14133;14974;14975;24303;27821;30756;30757	4931;5947;8348;8561;9141;10433;14133;14974;24303;27821;30756;30757	1900	274
P76185	P76185	1	1	1	Uncharacterized protein YdhJ	ydhJ	sp|P76185|YDHJ_ECOLI Uncharacterized protein YdhJ OS=Escherichia coli (strain K12) OX=83333 GN=ydhJ PE=3 SV=2	1	1	1	1	4.6	4.6	4.6	31.495	285	285	0.0036145	2.2154	492580	0	1603	1176	True	1322	1905	2484	2484		
P76187	P76187	7	7	7	Oxidoreductase YdhF	ydhF	sp|P76187|YDHF_ECOLI Oxidoreductase YdhF OS=Escherichia coli (strain K12) OX=83333 GN=ydhF PE=1 SV=2	1	7	7	7	43.0	43.0	43.0	33.675	298	298	0.0	97.025	76292000	16	1604	2869;2870;5736;6867;8711;8770;11397	True;True;True;True;True;True;True	3175;3176;6288;7522;9489;9553;12560	4408;4409;4410;4411;8545;8546;10278;12918;12919;12998;17176;17177	5821;5822;5823;5824;11386;11387;11388;13899;13900;17446;17447;17448;17549;23072;23073;23074	5821;5822;11387;13900;17448;17549;23072		
P76193	P76193	13	13	13	Probable L,D-transpeptidase YnhG	ynhG	sp|P76193|YNHG_ECOLI Probable L,D-transpeptidase YnhG OS=Escherichia coli (strain K12) OX=83333 GN=ynhG PE=1 SV=1	1	13	13	13	68.6	68.6	68.6	36.082	334	334	0.0	127.72	131760000	26	1605	615;6709;7573;8751;9159;9160;9319;10306;10604;11119;11120;15081;15137	True;True;True;True;True;True;True;True;True;True;True;True;True	684;685;7349;8268;9534;9973;9974;10141;10142;11386;11712;12264;12265;16587;16588;16648;16649	993;994;10055;11317;11318;12973;12974;13568;13569;13790;13791;15666;15667;16083;16791;16792;22704;22705;22780;22781	1314;1315;13606;13607;13608;15286;15287;17516;17517;17518;18316;18317;18618;18619;18620;21139;21140;21661;21662;22567;22568;30671;30672;30673;30782;30783	1314;13606;15286;17517;18316;18317;18620;21139;21661;22567;22568;30673;30783	1901;1902;1903;1904	134;246;266;329
P76216	P76216	3	3	3	N-succinylarginine dihydrolase	astB	sp|P76216|ASTB_ECOLI N-succinylarginine dihydrolase OS=Escherichia coli (strain K12) OX=83333 GN=astB PE=1 SV=1	1	3	3	3	11.4	11.4	11.4	49.298	447	447	0.0	4.1338	1451500	3	1606	803;8993;10721	True;True;True	896;9788;11831	1299;13301;16230	1699;17929;21865	1699;17929;21865		
P76217	P76217	7	7	7	N-succinylglutamate 5-semialdehyde dehydrogenase	astD	sp|P76217|ASTD_ECOLI N-succinylglutamate 5-semialdehyde dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=astD PE=1 SV=1	1	7	7	7	18.7	18.7	18.7	53.026	492	492	0.0	18.162	4857900	9	1607	346;3183;3802;9266;10088;11594;14679	True;True;True;True;True;True;True	384;3510;4187;10087;11152;12775;16145	565;4851;5755;13725;13726;15365;17462;22123	726;6407;7574;18533;18534;20753;23467;29918;29919	726;6407;7574;18533;20753;23467;29919		
P76220	P76220	3	3	3	Uncharacterized protein YdjY	ydjY	sp|P76220|YDJY_ECOLI Uncharacterized protein YdjY OS=Escherichia coli (strain K12) OX=83333 GN=ydjY PE=3 SV=2	1	3	3	3	14.2	14.2	14.2	24.125	225	225	0.0	5.0591	2300800	3	1608	454;4007;13444	True;True;True	500;4397;14791	722;6034;20209	941;8002;27230	941;8002;27230		
P76223	P76223	5	5	5	Protein YnjB	ynjB	sp|P76223|YNJB_ECOLI Protein YnjB OS=Escherichia coli (strain K12) OX=83333 GN=ynjB PE=1 SV=2	1	5	5	5	16.2	16.2	16.2	42.844	388	388	0.0	5.3903	3695700	5	1609	1099;2746;8960;14358;15130	True;True;True;True;True	1239;3043;9753;15796;16641	1796;4228;13255;21637;22771	2353;5593;17869;29219;30767	2353;5593;17869;29219;30767		
P76234	P76234	2	2	2	Uncharacterized protein YeaE	yeaE	sp|P76234|YEAE_ECOLI Uncharacterized protein YeaE OS=Escherichia coli (strain K12) OX=83333 GN=yeaE PE=4 SV=1	1	2	2	2	7.0	7.0	7.0	30.986	284	284	0.0	3.975	659750	2	1610	741;14383	True;True	827;15825	1204;21680	1569;29278	1569;29278		
P76235	P76235	6	6	6	UPF0229 protein YeaH	yeaH	sp|P76235|YEAH_ECOLI UPF0229 protein YeaH OS=Escherichia coli (strain K12) OX=83333 GN=yeaH PE=3 SV=1	1	6	6	6	23.2	23.2	23.2	49.392	427	427	0.0	14.54	7928400	6	1611	617;3772;10909;13613;14053;14955	True;True;True;True;True;True	687;4156;12032;14978;15469;16448	996;5713;16474;20482;21213;22517	1317;7518;22168;27613;28647;30436	1317;7518;22168;27613;28647;30436		
P76237	P76237	4	4	4	Putative diguanylate cyclase YeaJ	yeaJ	sp|P76237|DGCJ_ECOLI Probable diguanylate cyclase DgcJ OS=Escherichia coli (strain K12) OX=83333 GN=dgcJ PE=1 SV=2	1	4	4	4	11.1	11.1	11.1	56.602	496	496	0.0	12.929	4607900	5	1612	677;801;5041;13066	True;True;True;True	754;894;5527;14378	1093;1297;7525;19664	1432;1696;1697;10019;26497	1432;1696;10019;26497		
P76251	P76251	3	3	3	D-malate dehydrogenase [decarboxylating]	dmlA	sp|P76251|DMLA_ECOLI D-malate dehydrogenase [decarboxylating] OS=Escherichia coli (strain K12) OX=83333 GN=dmlA PE=1 SV=1	1	3	3	3	8.6	8.6	8.6	40.314	361	361	0.0	3.7524	1545800	3	1613	3701;5985;7992	True;True;True	4080;6560;8708	5608;8950;11858	7377;12026;15983	7377;12026;15983		
P76256	P76256	6	6	6	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	tsaB	sp|P76256|TSAB_ECOLI tRNA threonylcarbamoyladenosine biosynthesis protein TsaB OS=Escherichia coli (strain K12) OX=83333 GN=tsaB PE=1 SV=1	1	6	6	6	44.6	44.6	44.6	25.181	231	231	0.0	10.683	7137200	6	1614	1930;2017;5287;6590;13034;13754	True;True;True;True;True;True	2152;2242;5806;7216;14346;15126	3055;3161;7906;9877;19625;20713	4040;4176;4177;10536;13353;26432;27944	4040;4177;10536;13353;26432;27944		
P76268	P76268	14	14	14	Transcriptional regulator KdgR	kdgR	sp|P76268|KDGR_ECOLI Transcriptional regulator KdgR OS=Escherichia coli (strain K12) OX=83333 GN=kdgR PE=1 SV=1	1	14	14	14	60.5	60.5	60.5	30.029	263	263	0.0	45.438	32540000	18	1615	971;1063;3106;3509;3635;6158;7962;8814;10075;10660;11265;12649;12716;13459	True;True;True;True;True;True;True;True;True;True;True;True;True;True	1083;1196;1197;3427;3879;4011;6744;8678;9599;11137;11770;12419;13919;13990;14806	1560;1734;1735;4750;5368;5529;9196;11821;11822;13055;15345;16155;16992;19004;19110;20227	2034;2279;2280;2281;6276;7096;7288;12367;15932;15933;17619;20730;21764;21765;22816;25555;25556;25716;27252	2034;2281;6276;7096;7288;12367;15932;17619;20730;21764;22816;25556;25716;27252	1905;1906	127;244
P76270	P76270	3	3	3	Free methionine-R-sulfoxide reductase	msrC	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	1	3	3	3	16.4	16.4	16.4	18.121	165	165	0.0	4.5328	1904800	3	1616	4318;10780;12413	True;True;True	4735;11893;13668	6458;16299;18662	8625;21950;25084	8625;21950;25084		
P76272	P76272	6	6	6	Uncharacterized protein YebT	yebT	sp|P76272|YEBT_ECOLI Intermembrane transport protein YebT OS=Escherichia coli (strain K12) OX=83333 GN=yebT PE=1 SV=2	1	6	6	6	8.8	8.8	8.8	94.969	877	877	0.0	14.265	2951700	5	1617	1351;1527;4477;5577;6618;11993	True;True;True;True;True;True	1512;1715;4912;6120;7245;13214	2165;2477;6698;8305;9918;18067	2802;3271;8964;11036;13414;24267	2802;3271;8964;11036;13414;24267		
P76273	P76273	3	3	3	Ribosomal RNA small subunit methyltransferase F	rsmF	sp|P76273|RSMF_ECOLI Ribosomal RNA small subunit methyltransferase F OS=Escherichia coli (strain K12) OX=83333 GN=rsmF PE=1 SV=2	1	3	3	3	11.1	11.1	11.1	53.227	479	479	0.0	4.5779	1686500	3	1618	2190;3663;10226	True;True;True	2423;4041;11302	3417;5561;15560	4516;7323;21001	4516;7323;21001		
